Position,Title,Artist,Last Week,Peak Position,Weeks on Chart,Chart Date
88,How I'll Always Be,Tim McGraw,91,87,8,12-24-2016
89,All We Know,The Chainsmokers Featuring Phoebe Ryan,82,18,10,12-24-2016
90,Selfish,PnB Rock,89,81,5,12-24-2016
91,My Sh*t,A Boogie Wit da Hoodie,99,89,8,12-24-2016
92,You're Welcome,Dwayne Johnson,83,83,2,12-24-2016
93,False Prophets,J. Cole,,93,1,12-24-2016
94,Alone,Marshmello,,93,2,12-24-2016
95,Dirt On My Boots,Jon Pardi,,95,1,12-24-2016
96,Attention,The Weeknd,67,67,2,12-24-2016
97,Ordinary Life,The Weeknd,72,72,2,12-24-2016
98,Sex With Me,Rihanna,100,92,7,12-24-2016
99,What They Want,Russ,95,83,7,12-24-2016
100,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,,100,1,12-24-2016
1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,12,12-17-2016
2,Starboy,The Weeknd Featuring Daft Punk,3,2,11,12-17-2016
3,Closer,The Chainsmokers Featuring Halsey,2,1,18,12-17-2016
4,Side To Side,Ariana Grande Featuring Nicki Minaj,6,4,14,12-17-2016
5,24K Magic,Bruno Mars,4,4,8,12-17-2016
6,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,5,5,10,12-17-2016
7,Let Me Love You,DJ Snake Featuring Justin Bieber,8,4,17,12-17-2016
8,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,10,8,8,12-17-2016
9,Heathens,twenty one pilots,7,2,24,12-17-2016
10,Broccoli,D.R.A.M. Featuring Lil Yachty,9,5,25,12-17-2016
11,Fake Love,Drake,11,10,6,12-17-2016
12,Starving,Hailee Steinfeld & Grey Featuring Zedd,13,12,18,12-17-2016
13,I Hate U I Love U,gnash Featuring Olivia O'Brien,14,10,33,12-17-2016
14,Caroline,Amine,12,12,13,12-17-2016
15,Scars To Your Beautiful,Alessia Cara,15,15,14,12-17-2016
16,Party Monster,The Weeknd,39,16,2,12-17-2016
17,Bad Things,Machine Gun Kelly x Camila Cabello,28,17,5,12-17-2016
18,The Greatest,Sia Featuring Kendrick Lamar,18,18,13,12-17-2016
19,Cold Water,Major Lazer Featuring Justin Bieber & MO,16,2,19,12-17-2016
20,Treat You Better,Shawn Mendes,17,6,26,12-17-2016
21,Unsteady,X Ambassadors,20,20,29,12-17-2016
22,I Feel It Coming,The Weeknd Featuring Daft Punk,48,22,2,12-17-2016
23,All I Want For Christmas Is You,Mariah Carey,,11,15,12-17-2016
24,Cheap Thrills,Sia Featuring Sean Paul,21,1,42,12-17-2016
25,Can't Stop The Feeling!,Justin Timberlake,19,1,30,12-17-2016
26,OOOUUU,Young M.A,22,19,14,12-17-2016
27,Sidewalks,The Weeknd Featuring Kendrick Lamar,,27,1,12-17-2016
28,In The Name Of Love,Martin Garrix & Bebe Rexha,24,24,16,12-17-2016
29,Don't Let Me Down,The Chainsmokers Featuring Daya,23,3,42,12-17-2016
30,Love On The Brain,Rihanna,34,30,7,12-17-2016
31,Reminder,The Weeknd,,31,1,12-17-2016
32,Blue Ain't Your Color,Keith Urban,25,24,12,12-17-2016
33,This Is What You Came For,Calvin Harris Featuring Rihanna,26,3,31,12-17-2016
34,Six Feet Under,The Weeknd,,34,1,12-17-2016
35,All Time Low,Jon Bellion,32,32,8,12-17-2016
36,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,30,29,18,12-17-2016
37,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",27,27,17,12-17-2016
38,Ride,twenty one pilots,31,5,38,12-17-2016
39,May We All,Florida Georgia Line Featuring Tim McGraw,33,30,14,12-17-2016
40,This Town,Niall Horan,29,25,10,12-17-2016
41,X,21 Savage & Metro Boomin Featuring Future,36,36,12,12-17-2016
42,Needed Me,Rihanna,38,7,44,12-17-2016
43,Die For You,The Weeknd,,43,1,12-17-2016
44,Rockin',The Weeknd,,44,1,12-17-2016
45,One Dance,Drake Featuring WizKid & Kyla,37,1,35,12-17-2016
46,All I Know,The Weeknd Featuring Future,,46,1,12-17-2016
47,Secrets,The Weeknd,,47,1,12-17-2016
48,True Colors,The Weeknd,,48,1,12-17-2016
49,Bad And Boujee,Migos Featuring Lil Uzi Vert,54,49,3,12-17-2016
50,Mercy,Shawn Mendes,35,35,11,12-17-2016
51,Bounce Back,Big Sean,51,51,4,12-17-2016
52,How Far I'll Go,Auli'i Cravalho,,52,1,12-17-2016
53,Love Me Now,John Legend,43,41,6,12-17-2016
54,Used To This,Future Featuring Drake,40,14,4,12-17-2016
55,False Alarm,The Weeknd,,55,3,12-17-2016
56,Hallelujah,Pentatonix,65,32,6,12-17-2016
57,You Was Right,Lil Uzi Vert,52,52,21,12-17-2016
58,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,49,43,16,12-17-2016
59,Wanna Be That Song,Brett Eldredge,57,57,9,12-17-2016
60,Come And See Me,PARTYNEXTDOOR Featuring Drake,56,55,22,12-17-2016
61,Stargirl Interlude,The Weeknd Featuring Lana Del Rey,,61,1,12-17-2016
62,Tiimmy Turner,Desiigner,45,34,19,12-17-2016
63,Sleep Without You,Brett Young,47,47,12,12-17-2016
64,Song For Another Time,Old Dominion,60,60,10,12-17-2016
65,Fresh Eyes,Andy Grammer,59,59,9,12-17-2016
66,Sneakin',Drake Featuring 21 Savage,50,28,6,12-17-2016
67,Attention,The Weeknd,,67,1,12-17-2016
68,Nothing Without You,The Weeknd,,68,1,12-17-2016
69,A Lonely Night,The Weeknd,,69,1,12-17-2016
70,No Heart,21 Savage & Metro Boomin,61,57,6,12-17-2016
71,Love To Lay,The Weeknd,,71,1,12-17-2016
72,Ordinary Life,The Weeknd,,72,1,12-17-2016
73,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,62,61,15,12-17-2016
74,Middle Of A Memory,Cole Swindell,58,46,19,12-17-2016
75,1 Night,Lil Yachty,55,49,17,12-17-2016
76,Say You Won't Let Go,James Arthur,68,68,6,12-17-2016
77,HandClap,Fitz And The Tantrums,63,63,10,12-17-2016
78,Water Under The Bridge,Adele,80,70,4,12-17-2016
79,Dirty Laundry,Carrie Underwood,70,69,7,12-17-2016
80,Better Man,Little Big Town,69,53,5,12-17-2016
81,Setting The World On Fire,Kenny Chesney Featuring P!nk,67,29,18,12-17-2016
82,All We Know,The Chainsmokers Featuring Phoebe Ryan,66,18,9,12-17-2016
83,You're Welcome,Dwayne Johnson,,83,1,12-17-2016
84,That's My Girl,Fifth Harmony,73,73,2,12-17-2016
85,Distraction,Kehlani,,85,1,12-17-2016
86,Star Of The Show,Thomas Rhett,82,82,5,12-17-2016
87,A Little More Summertime,Jason Aldean,64,52,13,12-17-2016
88,How Far I'll Go,Alessia Cara,,88,1,12-17-2016
89,Selfish,PnB Rock,81,81,4,12-17-2016
90,Chantaje,Shakira Featuring Maluma,77,77,3,12-17-2016
91,How I'll Always Be,Tim McGraw,87,87,7,12-17-2016
92,A Guy With A Girl,Blake Shelton,92,92,3,12-17-2016
93,We Know The Way,Opetaia Foa'i & Lin-Manuel Miranda,,93,1,12-17-2016
94,Look Alive,Rae Sremmurd,72,72,6,12-17-2016
95,What They Want,Russ,83,83,6,12-17-2016
96,Fade,Kanye West,71,47,13,12-17-2016
97,Capsize,Frenship & Emily Warren,84,78,10,12-17-2016
98,Make Me (Cry),Noah Cyrus Featuring Labrinth,,98,1,12-17-2016
99,My Sh*t,A Boogie Wit da Hoodie,93,89,7,12-17-2016
100,Sex With Me,Rihanna,95,92,6,12-17-2016
1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,11,12-10-2016
2,Closer,The Chainsmokers Featuring Halsey,2,1,17,12-10-2016
3,Starboy,The Weeknd Featuring Daft Punk,3,2,10,12-10-2016
4,24K Magic,Bruno Mars,6,4,7,12-10-2016
5,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,8,5,9,12-10-2016
6,Side To Side,Ariana Grande Featuring Nicki Minaj,4,4,13,12-10-2016
7,Heathens,twenty one pilots,5,2,23,12-10-2016
8,Let Me Love You,DJ Snake Featuring Justin Bieber,7,4,16,12-10-2016
9,Broccoli,D.R.A.M. Featuring Lil Yachty,9,5,24,12-10-2016
10,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,10,9,7,12-10-2016
11,Fake Love,Drake,14,10,5,12-10-2016
12,Caroline,Amine,12,12,12,12-10-2016
13,Starving,Hailee Steinfeld & Grey Featuring Zedd,15,13,17,12-10-2016
14,I Hate U I Love U,gnash Featuring Olivia O'Brien,11,10,32,12-10-2016
15,Scars To Your Beautiful,Alessia Cara,17,15,13,12-10-2016
16,Cold Water,Major Lazer Featuring Justin Bieber & MO,13,2,18,12-10-2016
17,Treat You Better,Shawn Mendes,16,6,25,12-10-2016
18,The Greatest,Sia Featuring Kendrick Lamar,20,18,12,12-10-2016
19,Can't Stop The Feeling!,Justin Timberlake,18,1,29,12-10-2016
20,Unsteady,X Ambassadors,21,20,28,12-10-2016
21,Cheap Thrills,Sia Featuring Sean Paul,19,1,41,12-10-2016
22,OOOUUU,Young M.A,22,19,13,12-10-2016
23,Don't Let Me Down,The Chainsmokers Featuring Daya,23,3,41,12-10-2016
24,In The Name Of Love,Martin Garrix & Bebe Rexha,26,24,15,12-10-2016
25,Blue Ain't Your Color,Keith Urban,24,24,11,12-10-2016
26,This Is What You Came For,Calvin Harris Featuring Rihanna,25,3,30,12-10-2016
27,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",34,27,16,12-10-2016
28,Bad Things,Machine Gun Kelly x Camila Cabello,46,28,4,12-10-2016
29,This Town,Niall Horan,61,25,9,12-10-2016
30,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,29,29,17,12-10-2016
31,Ride,twenty one pilots,28,5,37,12-10-2016
32,All Time Low,Jon Bellion,35,32,7,12-10-2016
33,May We All,Florida Georgia Line Featuring Tim McGraw,30,30,13,12-10-2016
34,Love On The Brain,Rihanna,50,34,6,12-10-2016
35,Mercy,Shawn Mendes,47,35,10,12-10-2016
36,X,21 Savage & Metro Boomin Featuring Future,36,36,11,12-10-2016
37,One Dance,Drake Featuring WizKid & Kyla,33,1,34,12-10-2016
38,Needed Me,Rihanna,32,7,43,12-10-2016
39,Party Monster,The Weeknd,,39,1,12-10-2016
40,Used To This,Future Featuring Drake,31,14,3,12-10-2016
41,Gold,Kiiara,27,13,27,12-10-2016
42,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",37,15,22,12-10-2016
43,Love Me Now,John Legend,41,41,5,12-10-2016
44,Panda,Desiigner,42,1,40,12-10-2016
45,Tiimmy Turner,Desiigner,38,34,18,12-10-2016
46,Luv,Tory Lanez,40,19,22,12-10-2016
47,Sleep Without You,Brett Young,51,47,11,12-10-2016
48,I Feel It Coming,The Weeknd Featuring Daft Punk,,48,1,12-10-2016
49,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,45,43,15,12-10-2016
50,Sneakin',Drake Featuring 21 Savage,44,28,5,12-10-2016
51,Bounce Back,Big Sean,60,51,3,12-10-2016
52,You Was Right,Lil Uzi Vert,57,52,20,12-10-2016
53,Love On The Weekend,John Mayer,,53,1,12-10-2016
54,Bad And Boujee,Migos Featuring Lil Uzi Vert,76,54,2,12-10-2016
55,1 Night,Lil Yachty,53,49,16,12-10-2016
56,Come And See Me,PARTYNEXTDOOR Featuring Drake,55,55,21,12-10-2016
57,Wanna Be That Song,Brett Eldredge,64,57,8,12-10-2016
58,Middle Of A Memory,Cole Swindell,52,46,18,12-10-2016
59,Fresh Eyes,Andy Grammer,67,59,8,12-10-2016
60,Song For Another Time,Old Dominion,62,60,9,12-10-2016
61,No Heart,21 Savage & Metro Boomin,65,57,5,12-10-2016
62,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,63,61,14,12-10-2016
63,HandClap,Fitz And The Tantrums,78,63,9,12-10-2016
64,A Little More Summertime,Jason Aldean,54,52,12,12-10-2016
65,Hallelujah,Pentatonix,56,32,5,12-10-2016
66,All We Know,The Chainsmokers Featuring Phoebe Ryan,68,18,8,12-10-2016
67,Setting The World On Fire,Kenny Chesney Featuring P!nk,58,29,17,12-10-2016
68,Say You Won't Let Go,James Arthur,75,68,5,12-10-2016
69,Better Man,Little Big Town,70,53,4,12-10-2016
70,Dirty Laundry,Carrie Underwood,71,69,6,12-10-2016
71,Fade,Kanye West,66,47,12,12-10-2016
72,Look Alive,Rae Sremmurd,72,72,5,12-10-2016
73,That's My Girl,Fifth Harmony,,73,1,12-10-2016
74,My Way,Calvin Harris,74,24,10,12-10-2016
75,Redbone,Childish Gambino,,75,1,12-10-2016
76,Ain't My Fault,Zara Larsson,79,76,7,12-10-2016
77,Chantaje,Shakira Featuring Maluma,,77,2,12-10-2016
78,Move,Luke Bryan,73,50,14,12-10-2016
79,That's What I Like,Bruno Mars,,79,1,12-10-2016
80,Water Under The Bridge,Adele,94,70,3,12-10-2016
81,Selfish,PnB Rock,87,81,3,12-10-2016
82,Star Of The Show,Thomas Rhett,82,82,4,12-10-2016
83,What They Want,Russ,83,83,5,12-10-2016
84,Capsize,Frenship & Emily Warren,80,78,9,12-10-2016
85,Key To The Streets,YFN Lucci Featuring Migos & Trouble,81,70,10,12-10-2016
86,Slumber Party,Britney Spears Featuring Tinashe,,86,1,12-10-2016
87,How I'll Always Be,Tim McGraw,88,87,6,12-10-2016
88,Vice,Miranda Lambert,84,47,19,12-10-2016
89,Litty,Meek Mill Featuring Tory Lanez,85,49,4,12-10-2016
90,PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO,93,77,4,12-10-2016
91,Play That Song,Train,,91,1,12-10-2016
92,A Guy With A Girl,Blake Shelton,97,92,2,12-10-2016
93,My Sh*t,A Boogie Wit da Hoodie,89,89,6,12-10-2016
94,Kill A Word,Eric Church Featuring Rhiannon Giddens,,94,2,12-10-2016
95,Sex With Me,Rihanna,92,92,5,12-10-2016
96,Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,96,95,4,12-10-2016
97,Infinite,Eminem,,97,1,12-10-2016
98,Versace On The Floor,Bruno Mars,,98,1,12-10-2016
99,Parachute,Chris Stapleton,,99,1,12-10-2016
100,80s Mercedes,Maren Morris,90,90,6,12-10-2016
1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,10,12-03-2016
2,Closer,The Chainsmokers Featuring Halsey,2,1,16,12-03-2016
3,Starboy,The Weeknd Featuring Daft Punk,3,2,9,12-03-2016
4,Side To Side,Ariana Grande Featuring Nicki Minaj,7,4,12,12-03-2016
5,Heathens,twenty one pilots,4,2,22,12-03-2016
6,24K Magic,Bruno Mars,6,5,6,12-03-2016
