Position,Title,Artist,Last Week,Peak Position,Weeks on Chart,Chart Date
56,Who You'd Be Today,Kenny Chesney,47,37,13,12-31-2005
57,Better Days,Goo Goo Dolls,59,36,13,12-31-2005
58,Boondocks,Little Big Town,56,56,10,12-31-2005
59,Good Ride Cowboy,Garth Brooks,61,59,11,12-31-2005
60,Soul Meets Body,Death Cab For Cutie,81,60,13,12-31-2005
61,Don't Bother,Shakira,52,42,7,12-31-2005
62,When I Get Where I'm Going,Brad Paisley Featuring Dolly Parton,72,62,5,12-31-2005
63,Hypnotize,System Of A Down,65,61,8,12-31-2005
64,Nasty Girl,"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",83,64,3,12-31-2005
65,Twisted Transistor,Korn,64,64,6,12-31-2005
66,Rompe,Daddy Yankee,70,66,5,12-31-2005
67,Touch It,Busta Rhymes,88,67,2,12-31-2005
68,Gotta Go,Trey Songz,67,67,5,12-31-2005
69,Miss Me Baby,Chris Cagle,71,67,9,12-31-2005
70,Pump It,The Black Eyed Peas,90,70,4,12-31-2005
71,Shake,Ying Yang Twins Featuring Pitbull,63,41,18,12-31-2005
72,Rodeo,Juvenile,80,72,4,12-31-2005
73,Fresh Azimiz,Bow Wow Featuring J-Kwon & Jermaine Dupri,84,73,2,12-31-2005
74,Seasons Of Love,Cast Of Rent,53,33,9,12-31-2005
75,Better Life,Keith Urban,66,44,17,12-31-2005
76,L.O.V.E.,Ashlee Simpson,,76,2,12-31-2005
77,Big Blue Note,Toby Keith,55,55,12,12-31-2005
78,Bat Country,Avenged Sevenfold,79,76,8,12-31-2005
79,Just Might (Make Me Believe),Sugarland,75,75,5,12-31-2005
80,Save Me,Shinedown,73,72,7,12-31-2005
81,Perfect Situation,Weezer,92,81,2,12-31-2005
82,DOA,Foo Fighters,68,68,8,12-31-2005
83,Looking For You,Kirk Franklin,77,74,4,12-31-2005
84,More Than Words,Frankie J,69,25,16,12-31-2005
85,Rakata,Wisin & Yandel,99,85,4,12-31-2005
86,Tonight I Wanna Cry,Keith Urban,,86,1,12-31-2005
87,I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,,87,1,12-31-2005
88,My Old Friend,Tim McGraw,89,87,5,12-31-2005
89,Yo (Excuse Me Miss),Chris Brown,,89,1,12-31-2005
90,Kerosene,Miranda Lambert,,90,2,12-31-2005
91,Presidential,YoungBloodZ,,81,10,12-31-2005
92,Boyfriend,Ashlee Simpson,86,19,15,12-31-2005
93,Your Man,Josh Turner,96,93,2,12-31-2005
94,Remedy,Seether,,94,3,12-31-2005
95,Believe,Brooks & Dunn,97,95,2,12-31-2005
96,Hit The Floor,Twista Featuring Pitbull,100,95,3,12-31-2005
97,Confessions Of A Broken Heart (Daughter To Father),Lindsay Lohan,57,57,6,12-31-2005
98,She Don't Tell Me To,Montgomery Gentry,,98,1,12-31-2005
99,Have A Nice Day,Bon Jovi,95,53,10,12-31-2005
100,Comin' To Your City,Big & Rich,93,72,5,12-31-2005
1,Run It!,Chris Brown,1,1,18,12-24-2005
2,Don't Forget About Us,Mariah Carey,7,2,10,12-24-2005
3,Laffy Taffy,D4L,2,2,13,12-24-2005
4,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",11,4,6,12-24-2005
5,Photograph,Nickelback,4,2,16,12-24-2005
6,Gold Digger,Kanye West Featuring Jamie Foxx,3,1,22,12-24-2005
7,Stickwitu,The Pussycat Dolls,9,7,10,12-24-2005
8,When I'm Gone,Eminem,8,8,5,12-24-2005
9,My Humps,The Black Eyed Peas,6,3,19,12-24-2005
10,Because Of You,Kelly Clarkson,12,7,17,12-24-2005
11,Soul Survivor,Young Jeezy Featuring Akon,5,4,17,12-24-2005
12,There It Go! (The Whistle Song),Juelz Santana,15,11,11,12-24-2005
13,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,17,13,14,12-24-2005
14,I'm Sprung,T-Pain,13,8,18,12-24-2005
15,We Be Burnin',Sean Paul,10,6,15,12-24-2005
16,One Wish,Ray J,18,16,12,12-24-2005
17,I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",16,15,14,12-24-2005
18,Check On It,Beyonce Featuring Slim Thug,21,18,6,12-24-2005
19,Hung Up,Madonna,14,7,8,12-24-2005
20,Here We Go,Trina Featuring Kelly Rowland,19,17,12,12-24-2005
21,"Sugar, We're Goin' Down",Fall Out Boy,20,8,26,12-24-2005
22,You're Beautiful,James Blunt,46,22,7,12-24-2005
23,Luxurious,Gwen Stefani,22,21,8,12-24-2005
24,"Dance, Dance",Fall Out Boy,27,22,8,12-24-2005
25,Be Without You,Mary J. Blige,32,25,5,12-24-2005
26,Heard 'Em Say,Kanye West Featuring Adam Levine,26,26,9,12-24-2005
27,Window Shopper,50 Cent,23,20,7,12-24-2005
28,Dirty Little Secret,The All-American Rejects,31,28,20,12-24-2005
29,You And Me,Lifehouse,28,5,45,12-24-2005
30,Wake Me Up When September Ends,Green Day,29,6,21,12-24-2005
31,I Should Have Cheated,Keyshia Cole,30,30,12,12-24-2005
32,Shake It Off,Mariah Carey,24,2,22,12-24-2005
33,Feel Good Inc,Gorillaz,35,14,31,12-24-2005
34,Girl Tonite,Twista Featuring Trey Songz,25,14,16,12-24-2005
35,So Sick,Ne-Yo,54,35,3,12-24-2005
36,Fireman,Lil Wayne,50,36,6,12-24-2005
37,Beverly Hills,Weezer,38,10,37,12-24-2005
38,If It's Lovin' That You Want,Rihanna,43,38,10,12-24-2005
39,Come A Little Closer,Dierks Bentley,36,31,14,12-24-2005
40,Unbreakable,Alicia Keys,37,34,13,12-24-2005
41,Tequila Makes Her Clothes Fall Off,Joe Nichols,34,32,11,12-24-2005
42,"Jesus, Take The Wheel",Carrie Underwood,40,40,6,12-24-2005
43,Kryptonite (I'm On It),Purple Ribbon All-Stars,51,43,5,12-24-2005
44,Must Be Doin' Somethin' Right,Billy Currington,47,44,10,12-24-2005
45,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,41,2,34,12-24-2005
46,Honky Tonk Badonkadonk,Trace Adkins,45,45,8,12-24-2005
47,Who You'd Be Today,Kenny Chesney,44,37,12,12-24-2005
48,Turn It Up,Chamillionaire Featuring Lil' Flip,53,48,8,12-24-2005
49,We Belong Together,Mariah Carey,49,1,37,12-24-2005
50,Like You,Bow Wow Featuring Ciara,39,3,21,12-24-2005
51,Like We Never Loved At All,Faith Hill,52,45,12,12-24-2005
52,Don't Bother,Shakira,42,42,6,12-24-2005
53,Seasons Of Love,Cast Of Rent,33,33,8,12-24-2005
54,She Let Herself Go,George Strait,56,54,8,12-24-2005
55,Big Blue Note,Toby Keith,55,55,11,12-24-2005
56,Boondocks,Little Big Town,59,56,9,12-24-2005
57,Confessions Of A Broken Heart (Daughter To Father),Lindsay Lohan,91,57,5,12-24-2005
58,Unpredictable,Jamie Foxx Featuring Ludacris,66,58,4,12-24-2005
59,Better Days,Goo Goo Dolls,57,36,12,12-24-2005
60,Unwritten,Natasha Bedingfield,65,60,3,12-24-2005
61,Good Ride Cowboy,Garth Brooks,61,61,10,12-24-2005
62,Everytime We Touch,Cascada,86,62,2,12-24-2005
63,Shake,Ying Yang Twins Featuring Pitbull,58,41,17,12-24-2005
64,Twisted Transistor,Korn,83,64,5,12-24-2005
65,Hypnotize,System Of A Down,64,61,7,12-24-2005
66,Better Life,Keith Urban,62,44,16,12-24-2005
67,Gotta Go,Trey Songz,85,67,4,12-24-2005
68,DOA,Foo Fighters,68,68,7,12-24-2005
69,More Than Words,Frankie J,63,25,15,12-24-2005
70,Rompe,Daddy Yankee,70,70,4,12-24-2005
71,Miss Me Baby,Chris Cagle,67,67,8,12-24-2005
72,When I Get Where I'm Going,Brad Paisley Featuring Dolly Parton,71,71,4,12-24-2005
73,Save Me,Shinedown,72,72,6,12-24-2005
74,Best I Ever Had,Gary Allan,60,51,17,12-24-2005
75,Just Might (Make Me Believe),Sugarland,78,75,4,12-24-2005
76,Shake That,Eminem Featuring Nate Dogg,,76,1,12-24-2005
77,Looking For You,Kirk Franklin,74,74,3,12-24-2005
78,Amor Eterno,Cristian Castro,,78,1,12-24-2005
79,Bat Country,Avenged Sevenfold,76,76,7,12-24-2005
80,Rodeo,Juvenile,84,80,3,12-24-2005
81,Soul Meets Body,Death Cab For Cutie,79,76,12,12-24-2005
82,Pretty Vegas,INXS,77,37,5,12-24-2005
83,Nasty Girl,"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",92,83,2,12-24-2005
84,Fresh Azimiz,Bow Wow Featuring J-Kwon & Jermaine Dupri,,84,1,12-24-2005
85,Can I Have It Like That,Pharrell Featuring Gwen Stefani,82,49,8,12-24-2005
86,Boyfriend,Ashlee Simpson,80,19,14,12-24-2005
87,Belly Dancer (Bananza),Akon,69,30,20,12-24-2005
88,Touch It,Busta Rhymes,,88,1,12-24-2005
89,My Old Friend,Tim McGraw,87,87,4,12-24-2005
90,Pump It,The Black Eyed Peas,,82,3,12-24-2005
91,Only,Nine Inch Nails,90,90,8,12-24-2005
92,Perfect Situation,Weezer,,92,1,12-24-2005
93,Comin' To Your City,Big & Rich,88,72,4,12-24-2005
94,Don't Lie,The Black Eyed Peas,73,14,20,12-24-2005
95,Have A Nice Day,Bon Jovi,96,53,9,12-24-2005
96,Your Man,Josh Turner,,96,1,12-24-2005
97,Believe,Brooks & Dunn,,97,1,12-24-2005
98,Skin (Sarabeth),Rascal Flatts,81,42,14,12-24-2005
99,Rakata,Wisin & Yandel,89,89,3,12-24-2005
100,Hit The Floor,Twista Featuring Pitbull,95,95,2,12-24-2005
1,Run It!,Chris Brown,1,1,17,12-17-2005
2,Laffy Taffy,D4L,4,2,12,12-17-2005
3,Gold Digger,Kanye West Featuring Jamie Foxx,2,1,21,12-17-2005
4,Photograph,Nickelback,6,2,15,12-17-2005
5,Soul Survivor,Young Jeezy Featuring Akon,5,4,16,12-17-2005
6,My Humps,The Black Eyed Peas,3,3,18,12-17-2005
7,Don't Forget About Us,Mariah Carey,12,7,9,12-17-2005
8,When I'm Gone,Eminem,25,8,4,12-17-2005
9,Stickwitu,The Pussycat Dolls,8,8,9,12-17-2005
10,We Be Burnin',Sean Paul,9,6,14,12-17-2005
11,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",19,11,5,12-17-2005
12,Because Of You,Kelly Clarkson,10,7,16,12-17-2005
13,I'm Sprung,T-Pain,13,8,17,12-17-2005
14,Hung Up,Madonna,7,7,7,12-17-2005
15,There It Go! (The Whistle Song),Juelz Santana,11,11,10,12-17-2005
16,I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",15,15,13,12-17-2005
17,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,14,13,13,12-17-2005
18,One Wish,Ray J,16,16,11,12-17-2005
19,Here We Go,Trina Featuring Kelly Rowland,18,17,11,12-17-2005
20,"Sugar, We're Goin' Down",Fall Out Boy,17,8,25,12-17-2005
21,Check On It,Beyonce Featuring Slim Thug,27,21,5,12-17-2005
22,Luxurious,Gwen Stefani,21,21,7,12-17-2005
23,Window Shopper,50 Cent,23,20,6,12-17-2005
24,Shake It Off,Mariah Carey,20,2,21,12-17-2005
25,Girl Tonite,Twista Featuring Trey Songz,24,14,15,12-17-2005
26,Heard 'Em Say,Kanye West Featuring Adam Levine,35,26,8,12-17-2005
27,"Dance, Dance",Fall Out Boy,26,22,7,12-17-2005
28,You And Me,Lifehouse,29,5,44,12-17-2005
29,Wake Me Up When September Ends,Green Day,22,6,20,12-17-2005
30,I Should Have Cheated,Keyshia Cole,38,30,11,12-17-2005
31,Dirty Little Secret,The All-American Rejects,30,30,19,12-17-2005
32,Be Without You,Mary J. Blige,50,32,4,12-17-2005
33,Seasons Of Love,Cast Of Rent,43,33,7,12-17-2005
34,Tequila Makes Her Clothes Fall Off,Joe Nichols,37,32,10,12-17-2005
35,Feel Good Inc,Gorillaz,32,14,30,12-17-2005
36,Come A Little Closer,Dierks Bentley,34,31,13,12-17-2005
37,Unbreakable,Alicia Keys,39,34,12,12-17-2005
38,Beverly Hills,Weezer,31,10,36,12-17-2005
39,Like You,Bow Wow Featuring Ciara,28,3,20,12-17-2005
40,"Jesus, Take The Wheel",Carrie Underwood,45,40,5,12-17-2005
41,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,33,2,33,12-17-2005
42,Don't Bother,Shakira,62,42,5,12-17-2005
43,If It's Lovin' That You Want,Rihanna,46,43,9,12-17-2005
44,Who You'd Be Today,Kenny Chesney,41,37,11,12-17-2005
45,Honky Tonk Badonkadonk,Trace Adkins,47,45,7,12-17-2005
46,You're Beautiful,James Blunt,67,46,6,12-17-2005
47,Must Be Doin' Somethin' Right,Billy Currington,49,47,9,12-17-2005
48,Your Body,Pretty Ricky,36,12,20,12-17-2005
49,We Belong Together,Mariah Carey,40,1,36,12-17-2005
50,Fireman,Lil Wayne,72,50,5,12-17-2005
51,Kryptonite (I'm On It),Purple Ribbon All-Stars,57,51,4,12-17-2005
52,Like We Never Loved At All,Faith Hill,48,45,11,12-17-2005
53,Turn It Up,Chamillionaire Featuring Lil' Flip,51,51,7,12-17-2005
54,So Sick,Ne-Yo,79,54,2,12-17-2005
55,Big Blue Note,Toby Keith,59,55,10,12-17-2005
56,She Let Herself Go,George Strait,64,56,7,12-17-2005
57,Better Days,Goo Goo Dolls,65,36,11,12-17-2005
58,Shake,Ying Yang Twins Featuring Pitbull,52,41,16,12-17-2005
59,Boondocks,Little Big Town,60,59,8,12-17-2005
60,Best I Ever Had,Gary Allan,55,51,16,12-17-2005
61,Good Ride Cowboy,Garth Brooks,69,61,9,12-17-2005
62,Better Life,Keith Urban,53,44,15,12-17-2005
63,More Than Words,Frankie J,54,25,14,12-17-2005
64,Hypnotize,System Of A Down,61,61,6,12-17-2005
65,Unwritten,Natasha Bedingfield,77,65,2,12-17-2005
66,Unpredictable,Jamie Foxx Featuring Ludacris,86,66,3,12-17-2005
67,Miss Me Baby,Chris Cagle,73,67,7,12-17-2005
68,DOA,Foo Fighters,74,68,6,12-17-2005
69,Belly Dancer (Bananza),Akon,58,30,19,12-17-2005
70,Rompe,Daddy Yankee,83,70,3,12-17-2005
71,When I Get Where I'm Going,Brad Paisley Featuring Dolly Parton,81,71,3,12-17-2005
72,Save Me,Shinedown,84,72,5,12-17-2005
73,Don't Lie,The Black Eyed Peas,63,14,19,12-17-2005
74,Looking For You,Kirk Franklin,92,74,2,12-17-2005
75,Something To Be Proud Of,Montgomery Gentry,78,41,20,12-17-2005
76,Bat Country,Avenged Sevenfold,80,76,6,12-17-2005
77,Pretty Vegas,INXS,,37,4,12-17-2005
78,Just Might (Make Me Believe),Sugarland,85,78,3,12-17-2005
79,Soul Meets Body,Death Cab For Cutie,76,76,11,12-17-2005
80,Boyfriend,Ashlee Simpson,56,19,13,12-17-2005
81,Skin (Sarabeth),Rascal Flatts,68,42,13,12-17-2005
82,Can I Have It Like That,Pharrell Featuring Gwen Stefani,70,49,7,12-17-2005
83,Twisted Transistor,Korn,90,83,4,12-17-2005
84,Rodeo,Juvenile,93,84,2,12-17-2005
85,Gotta Go,Trey Songz,91,85,3,12-17-2005
86,Everytime We Touch,Cascada,,86,1,12-17-2005
87,My Old Friend,Tim McGraw,89,87,3,12-17-2005
88,Comin' To Your City,Big & Rich,75,72,3,12-17-2005
89,Rakata,Wisin & Yandel,97,89,2,12-17-2005
90,Only,Nine Inch Nails,96,90,7,12-17-2005
91,Confessions Of A Broken Heart (Daughter To Father),Lindsay Lohan,87,58,4,12-17-2005
92,Nasty Girl,"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",,92,1,12-17-2005
93,Lighters Up,Lil' Kim,66,31,13,12-17-2005
94,Presidential,YoungBloodZ,88,81,9,12-17-2005
95,Hit The Floor,Twista Featuring Pitbull,,95,1,12-17-2005
96,Have A Nice Day,Bon Jovi,95,53,8,12-17-2005
97,Ella Y Yo,Aventura Featuring Don Omar,,97,1,12-17-2005
98,I'm Feeling You,Santana Featuring Michelle Branch & The Wreckers,82,55,8,12-17-2005
99,Kerosene,Miranda Lambert,,99,1,12-17-2005
100,Welcome 2 Detroit,Trick-Trick Featuring Eminem,,100,1,12-17-2005
1,Run It!,Chris Brown,1,1,16,12-10-2005
2,Gold Digger,Kanye West Featuring Jamie Foxx,2,1,20,12-10-2005
3,My Humps,The Black Eyed Peas,3,3,17,12-10-2005
4,Laffy Taffy,D4L,6,4,11,12-10-2005
5,Soul Survivor,Young Jeezy Featuring Akon,4,4,15,12-10-2005
6,Photograph,Nickelback,5,2,14,12-10-2005
7,Hung Up,Madonna,7,7,6,12-10-2005
8,Stickwitu,The Pussycat Dolls,10,8,8,12-10-2005
9,We Be Burnin',Sean Paul,8,6,13,12-10-2005
10,Because Of You,Kelly Clarkson,9,7,15,12-10-2005
11,There It Go! (The Whistle Song),Juelz Santana,19,11,9,12-10-2005
12,Don't Forget About Us,Mariah Carey,11,11,8,12-10-2005
13,I'm Sprung,T-Pain,12,8,16,12-10-2005
14,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,13,13,12,12-10-2005
15,I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",15,15,12,12-10-2005
16,One Wish,Ray J,16,16,10,12-10-2005
17,"Sugar, We're Goin' Down",Fall Out Boy,14,8,24,12-10-2005
18,Here We Go,Trina Featuring Kelly Rowland,17,17,10,12-10-2005
19,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp",52,19,4,12-10-2005
20,Shake It Off,Mariah Carey,18,2,20,12-10-2005
21,Luxurious,Gwen Stefani,24,21,6,12-10-2005
22,Wake Me Up When September Ends,Green Day,21,6,19,12-10-2005
23,Window Shopper,50 Cent,20,20,5,12-10-2005
24,Girl Tonite,Twista Featuring Trey Songz,22,14,14,12-10-2005
25,When I'm Gone,Eminem,69,25,3,12-10-2005
26,"Dance, Dance",Fall Out Boy,29,22,6,12-10-2005
27,Check On It,Beyonce Featuring Slim Thug,34,27,4,12-10-2005
28,Like You,Bow Wow Featuring Ciara,23,3,19,12-10-2005
29,You And Me,Lifehouse,25,5,43,12-10-2005
30,Dirty Little Secret,The All-American Rejects,39,30,18,12-10-2005
31,Beverly Hills,Weezer,28,10,35,12-10-2005
32,Feel Good Inc,Gorillaz,27,14,29,12-10-2005
33,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,30,2,32,12-10-2005
34,Come A Little Closer,Dierks Bentley,31,31,12,12-10-2005
35,Heard 'Em Say,Kanye West Featuring Adam Levine,38,35,7,12-10-2005
36,Your Body,Pretty Ricky,26,12,19,12-10-2005
37,Tequila Makes Her Clothes Fall Off,Joe Nichols,32,32,9,12-10-2005
38,I Should Have Cheated,Keyshia Cole,35,34,10,12-10-2005
39,Unbreakable,Alicia Keys,36,34,11,12-10-2005
40,We Belong Together,Mariah Carey,33,1,35,12-10-2005
41,Who You'd Be Today,Kenny Chesney,37,37,10,12-10-2005
42,Behind These Hazel Eyes,Kelly Clarkson,40,6,34,12-10-2005
43,Seasons Of Love,Cast Of Rent,62,43,6,12-10-2005
44,Pon de Replay,Rihanna,41,2,27,12-10-2005
45,"Jesus, Take The Wheel",Carrie Underwood,42,42,4,12-10-2005
46,If It's Lovin' That You Want,Rihanna,51,46,8,12-10-2005
47,Honky Tonk Badonkadonk,Trace Adkins,50,47,6,12-10-2005
48,Like We Never Loved At All,Faith Hill,45,45,10,12-10-2005
49,Must Be Doin' Somethin' Right,Billy Currington,54,49,8,12-10-2005
50,Be Without You,Mary J. Blige,60,50,3,12-10-2005
51,Turn It Up,Chamillionaire Featuring Lil' Flip,70,51,6,12-10-2005
52,Shake,Ying Yang Twins Featuring Pitbull,48,41,15,12-10-2005
53,Better Life,Keith Urban,46,44,14,12-10-2005
54,More Than Words,Frankie J,56,25,13,12-10-2005
55,Best I Ever Had,Gary Allan,55,51,15,12-10-2005
56,Boyfriend,Ashlee Simpson,47,19,12,12-10-2005
57,Kryptonite (I'm On It),Purple Ribbon All-Stars,75,57,3,12-10-2005
58,Belly Dancer (Bananza),Akon,57,30,18,12-10-2005
59,Big Blue Note,Toby Keith,65,59,9,12-10-2005
60,Boondocks,Little Big Town,64,60,7,12-10-2005
61,Hypnotize,System Of A Down,89,61,5,12-10-2005
62,Don't Bother,Shakira,79,62,4,12-10-2005
63,Don't Lie,The Black Eyed Peas,61,14,18,12-10-2005
64,She Let Herself Go,George Strait,71,64,6,12-10-2005
65,Better Days,Goo Goo Dolls,68,36,10,12-10-2005
66,Lighters Up,Lil' Kim,59,31,12,12-10-2005
67,You're Beautiful,James Blunt,63,63,5,12-10-2005
68,Skin (Sarabeth),Rascal Flatts,53,42,12,12-10-2005
69,Good Ride Cowboy,Garth Brooks,66,66,8,12-10-2005
70,Can I Have It Like That,Pharrell Featuring Gwen Stefani,67,49,6,12-10-2005
71,Just The Girl,The Click Five,83,11,20,12-10-2005
72,Fireman,Lil Wayne,85,72,4,12-10-2005
73,Miss Me Baby,Chris Cagle,80,73,6,12-10-2005
74,DOA,Foo Fighters,76,74,5,12-10-2005
75,Comin' To Your City,Big & Rich,72,72,2,12-10-2005
76,Soul Meets Body,Death Cab For Cutie,77,76,10,12-10-2005
77,Unwritten,Natasha Bedingfield,,77,1,12-10-2005
78,Something To Be Proud Of,Montgomery Gentry,74,41,19,12-10-2005
79,So Sick,Ne-Yo,,79,1,12-10-2005
80,Bat Country,Avenged Sevenfold,82,80,5,12-10-2005
81,When I Get Where I'm Going,Brad Paisley Featuring Dolly Parton,81,81,2,12-10-2005
82,I'm Feeling You,Santana Featuring Michelle Branch & The Wreckers,73,55,7,12-10-2005
83,Rompe,Daddy Yankee,90,83,2,12-10-2005
84,Save Me,Shinedown,87,84,4,12-10-2005
85,Just Might (Make Me Believe),Sugarland,91,85,2,12-10-2005
86,Unpredictable,Jamie Foxx Featuring Ludacris,100,86,2,12-10-2005
87,Confessions Of A Broken Heart (Daughter To Father),Lindsay Lohan,58,58,3,12-10-2005
88,Presidential,YoungBloodZ,88,81,8,12-10-2005
89,My Old Friend,Tim McGraw,97,89,2,12-10-2005
90,Twisted Transistor,Korn,95,90,3,12-10-2005
91,Gotta Go,Trey Songz,96,91,2,12-10-2005
92,Looking For You,Kirk Franklin,,92,1,12-10-2005
93,Rodeo,Juvenile,,93,1,12-10-2005
94,Redneck Yacht Club,Craig Morgan,86,45,19,12-10-2005
95,Have A Nice Day,Bon Jovi,,53,7,12-10-2005
96,Only,Nine Inch Nails,94,93,6,12-10-2005
97,Rakata,Wisin & Yandel,,97,1,12-10-2005
98,Good Is Good,Sheryl Crow,,64,10,12-10-2005
99,Stricken,Disturbed,,96,2,12-10-2005
100,(I Never Promised You A) Rose Garden,Martina McBride,98,98,2,12-10-2005
1,Run It!,Chris Brown,1,1,15,12-03-2005
2,Gold Digger,Kanye West Featuring Jamie Foxx,2,1,19,12-03-2005
3,My Humps,The Black Eyed Peas,3,3,16,12-03-2005
4,Soul Survivor,Young Jeezy Featuring Akon,4,4,14,12-03-2005
5,Photograph,Nickelback,5,2,13,12-03-2005
6,Laffy Taffy,D4L,7,6,10,12-03-2005
7,Hung Up,Madonna,14,7,5,12-03-2005
8,We Be Burnin',Sean Paul,6,6,12,12-03-2005
9,Because Of You,Kelly Clarkson,8,7,14,12-03-2005
10,Stickwitu,The Pussycat Dolls,9,9,7,12-03-2005
11,Don't Forget About Us,Mariah Carey,17,11,7,12-03-2005
12,I'm Sprung,T-Pain,10,8,15,12-03-2005
13,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,13,13,11,12-03-2005
14,"Sugar, We're Goin' Down",Fall Out Boy,11,8,23,12-03-2005
15,I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",15,15,11,12-03-2005
16,One Wish,Ray J,20,16,9,12-03-2005
