Position,Title,Artist,Last Week,Peak Position,Weeks on Chart,Chart Date
53,Forthenight,Musiq,54,53,8,12-27-2003
54,My Baby,Bow Wow Featuring Jagged Edge,58,54,4,12-27-2003
55,(I Hate) Everything About You,Three Days Grace,60,55,5,12-27-2003
56,Chicks Dig It,Chris Cagle,53,53,9,12-27-2003
57,Fallen,Mya,56,56,5,12-27-2003
58,F**k It (I Don't Want You Back),Eamon,77,58,4,12-27-2003
59,Honesty (Write Me A List),Rodney Atkins,64,59,13,12-27-2003
60,I Wanna Do It All,Terri Clark,68,60,3,12-27-2003
61,Watch The Wind Blow By,Tim McGraw,71,61,3,12-27-2003
62,She's Not Just A Pretty Face,Shania Twain,67,62,4,12-27-2003
63,Clubbin,Marques Houston Featuring Joe Budden & Pied Piper,70,39,17,12-27-2003
64,Hell Yeah,Montgomery Gentry,48,45,9,12-27-2003
65,With You,Jessica Simpson,,65,1,12-27-2003
66,Drinkin' Bone,Tracy Byrd,66,66,5,12-27-2003
67,Who Wouldn't Wanna Be Me,Keith Urban,65,30,20,12-27-2003
68,Pass That Dutch,Missy Elliott,59,27,11,12-27-2003
69,American Soldier,Toby Keith,,69,1,12-27-2003
70,Stacy's Mom,Fountains Of Wayne,50,21,12,12-27-2003
71,Hotel,Cassidy Featuring R. Kelly,82,71,2,12-27-2003
72,Little Moments,Brad Paisley,76,72,2,12-27-2003
73,Are You Gonna Be My Girl,Jet,73,73,2,12-27-2003
74,Hit That,The Offspring,74,74,2,12-27-2003
75,Walking In Memphis,Lonestar,61,61,8,12-27-2003
76,Away From Me,Puddle Of Mudd,72,72,6,12-27-2003
77,Wave On Wave,Pat Green,63,39,18,12-27-2003
78,I Melt,Rascal Flatts,57,34,19,12-27-2003
79,Badaboom,B2K Featuring Fabolous,91,79,2,12-27-2003
80,Still Frame,Trapt,81,69,7,12-27-2003
81,Me Against The Music,Britney Spears Featuring Madonna,78,35,10,12-27-2003
82,Pop That Booty,"Marques Houston Featuring Jermaine ""JD"" Dupri",85,82,3,12-27-2003
83,Love You More,Ginuwine,84,78,9,12-27-2003
84,Knock Knock,Monica,88,75,14,12-27-2003
85,Heaven,Live,89,59,18,12-27-2003
86,Another Postcard (Chimps),Barenaked Ladies,86,82,11,12-27-2003
87,Tough Little Boys,Gary Allan,79,32,19,12-27-2003
88,Show Me How To Live,Audioslave,87,67,20,12-27-2003
89,Weak And Powerless,A Perfect Circle,83,61,14,12-27-2003
90,Bigger Than My Body,John Mayer,80,33,18,12-27-2003
91,Long Black Train,Josh Turner,94,91,3,12-27-2003
92,You,Ryan Duarte,,92,1,12-27-2003
93,Clap Back,Ja Rule,75,44,10,12-27-2003
94,Shake That Monkey,Too Short Featuring Lil Jon & The East Side Boyz,92,92,6,12-27-2003
95,Alone,Lasgo,,95,1,12-27-2003
96,Neva Eva,Trillville,99,96,2,12-27-2003
97,Gangsta Girl,Big Tymers Featuring R. Kelly,,97,1,12-27-2003
98,I Can't Take You Anywhere,Scotty Emerick With Toby Keith,93,91,6,12-27-2003
99,So Yesterday,Hilary Duff,95,42,20,12-27-2003
100,One More Chance,Michael Jackson,98,83,4,12-27-2003
1,Hey Ya!,OutKast,1,1,10,12-20-2003
2,The Way You Move,OutKast Featuring Sleepy Brown,3,2,13,12-20-2003
3,Stand Up,Ludacris Featuring Shawnna,2,1,16,12-20-2003
4,Milkshake,Kelis,4,4,12,12-20-2003
5,Here Without You,3 Doors Down,7,5,17,12-20-2003
6,Walked Outta Heaven,Jagged Edge,10,6,16,12-20-2003
7,Suga Suga,Baby Bash Featuring Frankie J,8,7,18,12-20-2003
8,Holidae In,Chingy Featuring Ludacris & Snoop Dogg,6,3,14,12-20-2003
9,You Don't Know My Name,Alicia Keys,14,9,6,12-20-2003
10,Step In The Name Of Love,R. Kelly,9,9,18,12-20-2003
11,Baby Boy,Beyonce Featuring Sean Paul,5,1,19,12-20-2003
12,Damn!,YoungBloodZ Featuring Lil Jon,11,4,20,12-20-2003
13,Change Clothes,JAY-Z,15,13,6,12-20-2003
14,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,12,2,34,12-20-2003
15,Stunt 101,G Unit,13,13,8,12-20-2003
16,It's My Life,No Doubt,16,16,8,12-20-2003
17,Wat Da Hook Gon Be,Murphy Lee Featuring Jermaine Dupri,17,17,11,12-20-2003
18,Someday,Nickelback,19,18,18,12-20-2003
19,Runnin (Dying To Live),Tupac Featuring The Notorious B.I.G.,20,19,10,12-20-2003
20,Read Your Mind,Avant,21,20,12,12-20-2003
21,Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,18,8,22,12-20-2003
22,"Me, Myself And I",Beyonce,28,22,6,12-20-2003
23,Headstrong,Trapt,22,16,35,12-20-2003
24,Perfect,Simple Plan,31,24,8,12-20-2003
25,Bright Lights,matchbox twenty,23,23,13,12-20-2003
26,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx,46,26,3,12-20-2003
27,So Far Away,Staind,26,24,21,12-20-2003
28,White Flag,Dido,32,28,14,12-20-2003
29,Right Thurr,Chingy,25,2,32,12-20-2003
30,(There's Gotta Be) More To Life,Stacie Orrico,30,30,14,12-20-2003
31,Numb,Linkin Park,35,31,7,12-20-2003
32,Why Can't I?,Liz Phair,34,32,14,12-20-2003
33,Harder To Breathe,Maroon 5,24,18,18,12-20-2003
34,There Goes My Life,Kenny Chesney,38,34,7,12-20-2003
35,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee",27,1,26,12-20-2003
36,I Love This Bar,Toby Keith,33,26,16,12-20-2003
37,The First Cut Is The Deepest,Sheryl Crow,37,37,9,12-20-2003
38,Cowboys Like Us,George Strait,39,38,12,12-20-2003
39,Breathe,Michelle Branch,36,36,7,12-20-2003
40,The Voice Within,Christina Aguilera,44,40,4,12-20-2003
41,Gigolo,Nick Cannon Featuring R. Kelly,47,41,6,12-20-2003
42,You Can't Take The Honky Tonk Out Of The Girl,Brooks & Dunn,49,42,7,12-20-2003
43,Invisible,Clay Aiken,43,43,5,12-20-2003
44,Rain On Me,Ashanti,29,7,17,12-20-2003
45,Salt Shaker,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,59,45,6,12-20-2003
46,Unwell,matchbox twenty,40,5,40,12-20-2003
47,Remember When,Alan Jackson,61,47,2,12-20-2003
48,Hell Yeah,Montgomery Gentry,45,45,8,12-20-2003
49,Not Today,Mary J. Blige Featuring Eve,67,49,2,12-20-2003
50,Stacy's Mom,Fountains Of Wayne,41,21,11,12-20-2003
51,Fallen,Sarah McLachlan,52,51,9,12-20-2003
52,Through The Wire,Kanye West,74,52,4,12-20-2003
53,Chicks Dig It,Chris Cagle,57,53,8,12-20-2003
54,Forthenight,Musiq,66,54,7,12-20-2003
55,More & More,Joe,48,48,5,12-20-2003
56,Fallen,Mya,56,56,4,12-20-2003
57,I Melt,Rascal Flatts,42,34,18,12-20-2003
58,My Baby,Bow Wow Featuring Jagged Edge,71,58,3,12-20-2003
59,Pass That Dutch,Missy Elliott,53,27,10,12-20-2003
60,(I Hate) Everything About You,Three Days Grace,63,60,4,12-20-2003
61,Walking In Memphis,Lonestar,62,61,7,12-20-2003
62,Gangsta Nation,Westside Connection Featuring Nate Dogg,72,62,3,12-20-2003
63,Wave On Wave,Pat Green,50,39,17,12-20-2003
64,Honesty (Write Me A List),Rodney Atkins,64,64,12,12-20-2003
65,Who Wouldn't Wanna Be Me,Keith Urban,60,30,19,12-20-2003
66,Drinkin' Bone,Tracy Byrd,68,66,4,12-20-2003
67,She's Not Just A Pretty Face,Shania Twain,69,67,3,12-20-2003
68,I Wanna Do It All,Terri Clark,70,68,2,12-20-2003
69,"Can't Stop, Won't Stop",Young Gunz,58,14,20,12-20-2003
70,Clubbin,Marques Houston Featuring Joe Budden & Pied Piper,54,39,16,12-20-2003
71,Watch The Wind Blow By,Tim McGraw,75,71,2,12-20-2003
72,Away From Me,Puddle Of Mudd,73,72,5,12-20-2003
73,Are You Gonna Be My Girl,Jet,,73,1,12-20-2003
74,Hit That,The Offspring,,74,1,12-20-2003
75,Clap Back,Ja Rule,55,44,9,12-20-2003
76,Little Moments,Brad Paisley,,76,1,12-20-2003
77,F**k It (I Don't Want You Back),Eamon,85,77,3,12-20-2003
78,Me Against The Music,Britney Spears Featuring Madonna,51,35,9,12-20-2003
79,Tough Little Boys,Gary Allan,76,32,18,12-20-2003
80,Bigger Than My Body,John Mayer,79,33,17,12-20-2003
81,Still Frame,Trapt,80,69,6,12-20-2003
82,Hotel,Cassidy Featuring R. Kelly,,82,1,12-20-2003
83,Weak And Powerless,A Perfect Circle,81,61,13,12-20-2003
84,Love You More,Ginuwine,78,78,8,12-20-2003
85,Pop That Booty,"Marques Houston Featuring Jermaine ""JD"" Dupri",97,85,2,12-20-2003
86,Another Postcard (Chimps),Barenaked Ladies,82,82,10,12-20-2003
87,Show Me How To Live,Audioslave,90,67,19,12-20-2003
88,Knock Knock,Monica,77,75,13,12-20-2003
89,Heaven,Live,86,59,17,12-20-2003
90,Amazing,Josh Kelley,88,79,20,12-20-2003
91,Badaboom,B2K Featuring Fabolous,,91,1,12-20-2003
92,Shake That Monkey,Too Short Featuring Lil Jon & The East Side Boyz,95,92,5,12-20-2003
93,I Can't Take You Anywhere,Scotty Emerick With Toby Keith,91,91,5,12-20-2003
94,Long Black Train,Josh Turner,96,94,2,12-20-2003
95,So Yesterday,Hilary Duff,87,42,19,12-20-2003
96,Take Me Away,Fefe Dobson,89,87,6,12-20-2003
97,Bad Boy This Bad Boy That,Bad Boy's Da Band,84,50,9,12-20-2003
98,One More Chance,Michael Jackson,83,83,3,12-20-2003
99,Neva Eva,Trillville,,99,1,12-20-2003
100,This One's For The Girls,Martina McBride,93,39,20,12-20-2003
1,Hey Ya!,OutKast,2,1,9,12-13-2003
2,Stand Up,Ludacris Featuring Shawnna,1,1,15,12-13-2003
3,The Way You Move,OutKast Featuring Sleepy Brown,4,3,12,12-13-2003
4,Milkshake,Kelis,12,4,11,12-13-2003
5,Baby Boy,Beyonce Featuring Sean Paul,3,1,18,12-13-2003
6,Holidae In,Chingy Featuring Ludacris & Snoop Dogg,5,3,13,12-13-2003
7,Here Without You,3 Doors Down,6,5,16,12-13-2003
8,Suga Suga,Baby Bash Featuring Frankie J,7,7,17,12-13-2003
9,Step In The Name Of Love,R. Kelly,10,9,17,12-13-2003
10,Walked Outta Heaven,Jagged Edge,8,8,15,12-13-2003
11,Damn!,YoungBloodZ Featuring Lil Jon,9,4,19,12-13-2003
12,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,11,2,33,12-13-2003
13,Stunt 101,G Unit,13,13,7,12-13-2003
14,You Don't Know My Name,Alicia Keys,16,14,5,12-13-2003
15,Change Clothes,JAY-Z,15,15,5,12-13-2003
16,It's My Life,No Doubt,18,16,7,12-13-2003
17,Wat Da Hook Gon Be,Murphy Lee Featuring Jermaine Dupri,17,17,10,12-13-2003
18,Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,14,8,21,12-13-2003
19,Someday,Nickelback,22,19,17,12-13-2003
20,Runnin (Dying To Live),Tupac Featuring The Notorious B.I.G.,20,20,9,12-13-2003
21,Read Your Mind,Avant,21,21,11,12-13-2003
22,Headstrong,Trapt,19,16,34,12-13-2003
23,Bright Lights,matchbox twenty,23,23,12,12-13-2003
24,Harder To Breathe,Maroon 5,26,18,17,12-13-2003
25,Right Thurr,Chingy,28,2,31,12-13-2003
26,So Far Away,Staind,27,24,20,12-13-2003
27,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee",25,1,25,12-13-2003
28,"Me, Myself And I",Beyonce,36,28,5,12-13-2003
29,Rain On Me,Ashanti,24,7,16,12-13-2003
30,(There's Gotta Be) More To Life,Stacie Orrico,31,30,13,12-13-2003
31,Perfect,Simple Plan,38,31,7,12-13-2003
32,White Flag,Dido,29,29,13,12-13-2003
33,I Love This Bar,Toby Keith,30,26,15,12-13-2003
34,Why Can't I?,Liz Phair,35,34,13,12-13-2003
35,Numb,Linkin Park,45,35,6,12-13-2003
36,Breathe,Michelle Branch,41,36,6,12-13-2003
37,The First Cut Is The Deepest,Sheryl Crow,37,37,8,12-13-2003
38,There Goes My Life,Kenny Chesney,42,38,6,12-13-2003
39,Cowboys Like Us,George Strait,43,39,11,12-13-2003
40,Unwell,matchbox twenty,32,5,39,12-13-2003
41,Stacy's Mom,Fountains Of Wayne,33,21,10,12-13-2003
42,I Melt,Rascal Flatts,34,34,17,12-13-2003
43,Invisible,Clay Aiken,44,43,4,12-13-2003
44,The Voice Within,Christina Aguilera,57,44,3,12-13-2003
45,Hell Yeah,Montgomery Gentry,50,45,7,12-13-2003
46,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx,62,46,2,12-13-2003
47,Gigolo,Nick Cannon Featuring R. Kelly,59,47,5,12-13-2003
48,More & More,Joe,55,48,4,12-13-2003
49,You Can't Take The Honky Tonk Out Of The Girl,Brooks & Dunn,56,49,6,12-13-2003
50,Wave On Wave,Pat Green,39,39,16,12-13-2003
51,Me Against The Music,Britney Spears Featuring Madonna,40,35,8,12-13-2003
52,Fallen,Sarah McLachlan,52,52,8,12-13-2003
53,Pass That Dutch,Missy Elliott,48,27,9,12-13-2003
54,Clubbin,Marques Houston Featuring Joe Budden & Pied Piper,53,39,15,12-13-2003
55,Clap Back,Ja Rule,47,44,8,12-13-2003
56,Fallen,Mya,65,56,3,12-13-2003
57,Chicks Dig It,Chris Cagle,58,57,7,12-13-2003
58,"Can't Stop, Won't Stop",Young Gunz,60,14,19,12-13-2003
59,Salt Shaker,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,79,59,5,12-13-2003
60,Who Wouldn't Wanna Be Me,Keith Urban,51,30,18,12-13-2003
61,Remember When,Alan Jackson,,61,1,12-13-2003
62,Walking In Memphis,Lonestar,61,61,6,12-13-2003
63,(I Hate) Everything About You,Three Days Grace,68,63,3,12-13-2003
64,Honesty (Write Me A List),Rodney Atkins,64,64,11,12-13-2003
65,Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,54,12,20,12-13-2003
66,Forthenight,Musiq,66,66,6,12-13-2003
67,Not Today,Mary J. Blige Featuring Eve,,67,1,12-13-2003
68,Drinkin' Bone,Tracy Byrd,70,68,3,12-13-2003
69,She's Not Just A Pretty Face,Shania Twain,74,69,2,12-13-2003
70,I Wanna Do It All,Terri Clark,,70,1,12-13-2003
71,My Baby,Bow Wow Featuring Jagged Edge,71,71,2,12-13-2003
72,Gangsta Nation,Westside Connection Featuring Nate Dogg,77,72,2,12-13-2003
73,Away From Me,Puddle Of Mudd,73,73,4,12-13-2003
74,Through The Wire,Kanye West,89,74,3,12-13-2003
75,Watch The Wind Blow By,Tim McGraw,,75,1,12-13-2003
76,Tough Little Boys,Gary Allan,63,32,17,12-13-2003
77,Knock Knock,Monica,75,75,12,12-13-2003
78,Love You More,Ginuwine,78,78,7,12-13-2003
79,Bigger Than My Body,John Mayer,67,33,16,12-13-2003
80,Still Frame,Trapt,69,69,5,12-13-2003
81,Weak And Powerless,A Perfect Circle,76,61,12,12-13-2003
82,Another Postcard (Chimps),Barenaked Ladies,86,82,9,12-13-2003
83,One More Chance,Michael Jackson,95,83,2,12-13-2003
84,Bad Boy This Bad Boy That,Bad Boy's Da Band,72,50,8,12-13-2003
85,F**k It (I Don't Want You Back),Eamon,98,85,2,12-13-2003
86,Heaven,Live,84,59,16,12-13-2003
87,So Yesterday,Hilary Duff,90,42,18,12-13-2003
88,Amazing,Josh Kelley,83,79,19,12-13-2003
89,Take Me Away,Fefe Dobson,87,87,5,12-13-2003
90,Show Me How To Live,Audioslave,85,67,18,12-13-2003
91,I Can't Take You Anywhere,Scotty Emerick With Toby Keith,94,91,4,12-13-2003
92,I Can Only Imagine,MercyMe,82,71,10,12-13-2003
93,This One's For The Girls,Martina McBride,93,39,19,12-13-2003
94,Party To Damascus,Wyclef Jean Featuring Missy Elliott,92,65,9,12-13-2003
95,Shake That Monkey,Too Short Featuring Lil Jon & The East Side Boyz,96,95,4,12-13-2003
96,Long Black Train,Josh Turner,,96,1,12-13-2003
97,Pop That Booty,"Marques Houston Featuring Jermaine ""JD"" Dupri",,97,1,12-13-2003
98,Hot & Wet,112 Featuring Ludacris,80,70,9,12-13-2003
99,I Need You Now,Smokie Norful,100,96,3,12-13-2003
100,Never (Past Tense),The Roc Project Featuring Tina Arena,99,97,5,12-13-2003
1,Stand Up,Ludacris Featuring Shawnna,2,1,14,12-06-2003
2,Hey Ya!,OutKast,3,2,8,12-06-2003
3,Baby Boy,Beyonce Featuring Sean Paul,1,1,17,12-06-2003
4,The Way You Move,OutKast Featuring Sleepy Brown,5,4,11,12-06-2003
5,Holidae In,Chingy Featuring Ludacris & Snoop Dogg,4,3,12,12-06-2003
6,Here Without You,3 Doors Down,6,5,15,12-06-2003
7,Suga Suga,Baby Bash Featuring Frankie J,8,7,16,12-06-2003
8,Walked Outta Heaven,Jagged Edge,9,8,14,12-06-2003
9,Damn!,YoungBloodZ Featuring Lil Jon,7,4,18,12-06-2003
10,Step In The Name Of Love,R. Kelly,11,10,16,12-06-2003
11,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,10,2,32,12-06-2003
12,Milkshake,Kelis,13,12,10,12-06-2003
13,Stunt 101,G Unit,15,13,6,12-06-2003
14,Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,12,8,20,12-06-2003
15,Change Clothes,JAY-Z,18,15,4,12-06-2003
16,You Don't Know My Name,Alicia Keys,20,16,4,12-06-2003
17,Wat Da Hook Gon Be,Murphy Lee Featuring Jermaine Dupri,17,17,9,12-06-2003
18,It's My Life,No Doubt,24,18,6,12-06-2003
19,Headstrong,Trapt,16,16,33,12-06-2003
20,Runnin (Dying To Live),Tupac Featuring The Notorious B.I.G.,26,20,8,12-06-2003
21,Read Your Mind,Avant,21,21,10,12-06-2003
22,Someday,Nickelback,22,22,16,12-06-2003
23,Bright Lights,matchbox twenty,23,23,11,12-06-2003
24,Rain On Me,Ashanti,14,7,15,12-06-2003
25,Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee",19,1,24,12-06-2003
26,Harder To Breathe,Maroon 5,27,18,16,12-06-2003
27,So Far Away,Staind,32,24,19,12-06-2003
28,Right Thurr,Chingy,31,2,30,12-06-2003
29,White Flag,Dido,29,29,12,12-06-2003
30,I Love This Bar,Toby Keith,30,26,14,12-06-2003
31,(There's Gotta Be) More To Life,Stacie Orrico,33,31,12,12-06-2003
32,Unwell,matchbox twenty,28,5,38,12-06-2003
33,Stacy's Mom,Fountains Of Wayne,25,21,9,12-06-2003
34,I Melt,Rascal Flatts,34,34,16,12-06-2003
35,Why Can't I?,Liz Phair,36,35,12,12-06-2003
36,"Me, Myself And I",Beyonce,46,36,4,12-06-2003
37,The First Cut Is The Deepest,Sheryl Crow,41,37,7,12-06-2003
38,Perfect,Simple Plan,47,38,6,12-06-2003
39,Wave On Wave,Pat Green,39,39,15,12-06-2003
40,Me Against The Music,Britney Spears Featuring Madonna,35,35,7,12-06-2003
41,Breathe,Michelle Branch,52,41,5,12-06-2003
42,There Goes My Life,Kenny Chesney,50,42,5,12-06-2003
43,Cowboys Like Us,George Strait,49,43,10,12-06-2003
44,Invisible,Clay Aiken,53,44,3,12-06-2003
45,Numb,Linkin Park,54,45,5,12-06-2003
46,Calling All Angels,Train,43,19,29,12-06-2003
47,Clap Back,Ja Rule,44,44,7,12-06-2003
48,Pass That Dutch,Missy Elliott,37,27,8,12-06-2003
49,Into You,Fabolous Featuring Tamia Or Ashanti,40,4,26,12-06-2003
50,Hell Yeah,Montgomery Gentry,55,50,6,12-06-2003
51,Who Wouldn't Wanna Be Me,Keith Urban,38,30,17,12-06-2003
52,Fallen,Sarah McLachlan,56,52,7,12-06-2003
53,Clubbin,Marques Houston Featuring Joe Budden & Pied Piper,48,39,14,12-06-2003
54,Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,42,12,19,12-06-2003
55,More & More,Joe,63,55,3,12-06-2003
56,You Can't Take The Honky Tonk Out Of The Girl,Brooks & Dunn,59,56,5,12-06-2003
57,The Voice Within,Christina Aguilera,62,57,2,12-06-2003
58,Chicks Dig It,Chris Cagle,60,58,6,12-06-2003
59,Gigolo,Nick Cannon Featuring R. Kelly,76,59,4,12-06-2003
60,"Can't Stop, Won't Stop",Young Gunz,51,14,18,12-06-2003
61,Walking In Memphis,Lonestar,64,61,5,12-06-2003
62,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx,,62,1,12-06-2003
63,Tough Little Boys,Gary Allan,61,32,16,12-06-2003
64,Honesty (Write Me A List),Rodney Atkins,70,64,10,12-06-2003
65,Fallen,Mya,68,65,2,12-06-2003
66,Forthenight,Musiq,72,66,5,12-06-2003
67,Bigger Than My Body,John Mayer,57,33,15,12-06-2003
68,(I Hate) Everything About You,Three Days Grace,75,68,2,12-06-2003
69,Still Frame,Trapt,69,69,4,12-06-2003
70,Drinkin' Bone,Tracy Byrd,74,70,2,12-06-2003
71,My Baby,Bow Wow Featuring Jagged Edge,,71,1,12-06-2003
72,Bad Boy This Bad Boy That,Bad Boy's Da Band,58,50,7,12-06-2003
73,Away From Me,Puddle Of Mudd,73,73,3,12-06-2003
74,She's Not Just A Pretty Face,Shania Twain,,74,1,12-06-2003
75,Knock Knock,Monica,83,75,11,12-06-2003
76,Weak And Powerless,A Perfect Circle,67,61,11,12-06-2003
77,Gangsta Nation,Westside Connection Featuring Nate Dogg,,77,1,12-06-2003
78,Love You More,Ginuwine,89,78,6,12-06-2003
79,Salt Shaker,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,85,79,4,12-06-2003
80,Hot & Wet,112 Featuring Ludacris,71,70,8,12-06-2003
81,Faint,Linkin Park,78,48,20,12-06-2003
82,I Can Only Imagine,MercyMe,81,71,9,12-06-2003
83,Amazing,Josh Kelley,82,79,18,12-06-2003
84,Heaven,Live,77,59,15,12-06-2003
85,Show Me How To Live,Audioslave,80,67,17,12-06-2003
86,Another Postcard (Chimps),Barenaked Ladies,86,86,8,12-06-2003
87,Take Me Away,Fefe Dobson,87,87,4,12-06-2003
88,"Roc Ya Body ""Mic Check 1,2""",M.V.P. (Most Valuable Playas) Featuring Stagga Lee,88,82,8,12-06-2003
89,Through The Wire,Kanye West,94,89,2,12-06-2003
90,So Yesterday,Hilary Duff,79,42,17,12-06-2003
91,Waiting For You,Seal,91,89,8,12-06-2003
92,Party To Damascus,Wyclef Jean Featuring Missy Elliott,66,65,8,12-06-2003
93,This One's For The Girls,Martina McBride,84,39,18,12-06-2003
94,I Can't Take You Anywhere,Scotty Emerick With Toby Keith,95,94,3,12-06-2003
95,One More Chance,Michael Jackson,,95,1,12-06-2003
96,Shake That Monkey,Too Short Featuring Lil Jon & The East Side Boyz,99,96,3,12-06-2003
97,Find A Way,Dwele,93,93,12,12-06-2003
98,F**k It (I Don't Want You Back),Eamon,,98,1,12-06-2003
99,Never (Past Tense),The Roc Project Featuring Tina Arena,97,97,4,12-06-2003
100,I Need You Now,Smokie Norful,96,96,2,12-06-2003
1,Baby Boy,Beyonce Featuring Sean Paul,1,1,16,11-29-2003
2,Stand Up,Ludacris Featuring Shawnna,2,2,13,11-29-2003
3,Hey Ya!,OutKast,5,3,7,11-29-2003
4,Holidae In,Chingy Featuring Ludacris & Snoop Dogg,3,3,11,11-29-2003
5,The Way You Move,OutKast Featuring Sleepy Brown,8,5,10,11-29-2003
6,Here Without You,3 Doors Down,6,5,14,11-29-2003
7,Damn!,YoungBloodZ Featuring Lil Jon,4,4,17,11-29-2003
8,Suga Suga,Baby Bash Featuring Frankie J,9,8,15,11-29-2003
9,Walked Outta Heaven,Jagged Edge,11,9,13,11-29-2003
10,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,7,2,31,11-29-2003
11,Step In The Name Of Love,R. Kelly,10,10,15,11-29-2003
12,Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,12,8,19,11-29-2003
13,Milkshake,Kelis,25,13,9,11-29-2003
14,Rain On Me,Ashanti,13,7,14,11-29-2003
15,Stunt 101,G Unit,17,15,5,11-29-2003
