Position,Title,Artist,Last Week,Peak Position,Weeks on Chart,Chart Date
9,3,Britney Spears,10,1,9,12-19-2009
10,Down,Jay Sean Featuring Lil Wayne,9,1,23,12-19-2009
11,Paparazzi,Lady Gaga,11,6,15,12-19-2009
12,Sweet Dreams,Beyonce,13,10,20,12-19-2009
13,Already Gone,Kelly Clarkson,14,13,19,12-19-2009
14,Party In The U.S.A.,Miley Cyrus,12,2,17,12-19-2009
15,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",16,8,12,12-19-2009
16,Need You Now,Lady Antebellum,17,5,17,12-19-2009
17,I Gotta Feeling,The Black Eyed Peas,15,1,26,12-19-2009
18,You Belong With Me,Taylor Swift,18,2,33,12-19-2009
19,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,25,19,5,12-19-2009
20,Hard,Rihanna Featuring Jeezy,19,19,3,12-19-2009
21,Use Somebody,Kings Of Leon,21,4,45,12-19-2009
22,I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,20,20,9,12-19-2009
23,Fifteen,Taylor Swift,27,23,14,12-19-2009
24,BedRock,Young Money Featuring Lloyd,36,24,2,12-19-2009
25,Evacuate The Dancefloor,Cascada,28,25,17,12-19-2009
26,Money To Blow,Birdman Featuring Lil Wayne & Drake,31,26,9,12-19-2009
27,Run This Town,"Jay-Z, Rihanna & Kanye West",23,2,19,12-19-2009
28,Cowboy Casanova,Carrie Underwood,24,11,12,12-19-2009
29,Give It Up To Me,Shakira Featuring Lil Wayne,29,29,4,12-19-2009
30,Russian Roulette,Rihanna,22,9,7,12-19-2009
31,Baby By Me,50 Cent Featuring Ne-Yo,34,28,6,12-19-2009
32,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,33,32,7,12-19-2009
33,Fallin' For You,Colbie Caillat,32,12,23,12-19-2009
34,One Time,Justin Bieber,26,20,20,12-19-2009
35,Do I,Luke Bryan,35,34,14,12-19-2009
36,Papers,Usher,38,31,8,12-19-2009
37,Tie Me Down,New Boyz Featuring Ray J,40,37,8,12-19-2009
38,Consider Me Gone,Reba,39,38,10,12-19-2009
39,Gangsta Luv,Snoop Dogg Featuring The-Dream,45,39,7,12-19-2009
40,Say Aah,Trey Songz Featuring Fabolous,59,40,4,12-19-2009
41,Telephone,Lady Gaga Featuring Beyonce,30,30,2,12-19-2009
42,If You Only Knew,Shinedown,48,42,6,12-19-2009
43,I Invented Sex,Trey Songz Featuring Drake,54,43,7,12-19-2009
44,Live Like We're Dying,Kris Allen,47,41,6,12-19-2009
45,"Hey, Soul Sister",Train,46,45,10,12-19-2009
46,White Liar,Miranda Lambert,44,38,8,12-19-2009
47,The Truth,Jason Aldean,56,47,5,12-19-2009
48,Spotlight,Gucci Mane Featuring Usher,64,48,6,12-19-2009
49,Southern Voice,Tim McGraw,51,49,7,12-19-2009
50,Body Language,Jesse McCartney Featuring T-Pain,37,35,10,12-19-2009
51,Try Sleeping With A Broken Heart,Alicia Keys,42,42,3,12-19-2009
52,I Wanna Make You Close Your Eyes,Dierks Bentley,57,52,10,12-19-2009
53,Smile,Uncle Kracker,52,47,18,12-19-2009
54,Red Light,David Nail,58,54,11,12-19-2009
55,Toes,Zac Brown Band,43,25,20,12-19-2009
56,It Kills Me,Melanie Fiona,75,56,3,12-19-2009
57,Bonfire,Craig Morgan,60,57,11,12-19-2009
58,Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,53,36,14,12-19-2009
59,Uprising,Muse,63,37,13,12-19-2009
60,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,55,18,20,12-19-2009
61,Morning After Dark,Timbaland Featuring Nelly Furtado & SoShy,76,61,2,12-19-2009
62,Never Gonna Be Alone,Nickelback,74,62,6,12-19-2009
63,Last Christmas,Glee Cast,,63,1,12-19-2009
64,History In The Making,Darius Rucker,72,64,6,12-19-2009
65,Crawl,Chris Brown,68,65,2,12-19-2009
66,Life After You,Daughtry,,66,1,12-19-2009
67,According To You,Orianthi,,67,1,12-19-2009
68,Haven't Met You Yet,Michael Buble,87,57,10,12-19-2009
69,I'm Alive,Kenny Chesney With Dave Matthews,49,32,16,12-19-2009
70,Eight Second Ride,Jake Owen,78,70,5,12-19-2009
71,Bad Habits,Maxwell,82,71,11,12-19-2009
72,Someday,Rob Thomas,83,72,5,12-19-2009
73,Who I Am,Nick Jonas & The Administration,,73,1,12-19-2009
74,One Less Lonely Girl,Justin Bieber,69,16,8,12-19-2009
75,Carry Out,Timbaland Featuring Justin Timberlake,,75,1,12-19-2009
76,Why Don't We Just Dance,Josh Turner,86,76,4,12-19-2009
77,All The Right Moves,OneRepublic,73,53,9,12-19-2009
78,I Will Not Bow,Breaking Benjamin,81,40,14,12-19-2009
79,Happy,Leona Lewis,70,31,9,12-19-2009
80,Gettin' You Home,Chris Young,80,33,17,12-19-2009
81,Video Phone,Beyonce Featuring Lady Gaga,65,65,2,12-19-2009
82,Break,Three Days Grace,89,82,13,12-19-2009
83,I Get It In,Omarion Featuring Gucci Mane,91,83,5,12-19-2009
84,I'm Going In,Drake Featuring Lil Wayne & Young Jeezy,77,40,12,12-19-2009
85,Shut It Down,Pitbull Featuring Akon,,85,1,12-19-2009
86,(If You're Wondering If I Want You To) I Want You To,Weezer,93,81,6,12-19-2009
87,That's How Country Boys Roll,Billy Currington,100,87,2,12-19-2009
88,Imma Star (Everywhere We Are),Jeremih,85,51,20,12-19-2009
89,Funhouse,P!nk,71,44,11,12-19-2009
90,1901,Phoenix,,90,1,12-19-2009
91,Who Says,John Mayer,79,17,8,12-19-2009
92,Drop It Low,Ester Dean Featuring Chris Brown,88,38,13,12-19-2009
93,Wheels,Foo Fighters,92,72,10,12-19-2009
94,Kings And Queens,Thirty Seconds To Mars,,88,2,12-19-2009
95,All I Ask For Anymore,Trace Adkins,99,95,2,12-19-2009
96,Breakeven,The Script,,96,1,12-19-2009
97,Cryin' For Me (Wayman's Song),Toby Keith,,97,1,12-19-2009
98,If We Ever Meet Again,Timbaland Featuring Katy Perry,,98,1,12-19-2009
99,Regret,LeToya Featuring Ludacris,,78,8,12-19-2009
100,American Saturday Night,Brad Paisley,,100,1,12-19-2009
1,Empire State Of Mind,Jay-Z + Alicia Keys,1,1,12,12-12-2009
2,Bad Romance,Lady Gaga,2,2,5,12-12-2009
3,TiK ToK,Ke$ha,5,3,8,12-12-2009
4,Fireflies,Owl City,3,1,15,12-12-2009
5,Replay,Iyaz,6,4,15,12-12-2009
6,Whatcha Say,Jason Derulo,4,1,16,12-12-2009
7,Meet Me Halfway,The Black Eyed Peas,12,7,11,12-12-2009
8,Sexy Chick,David Guetta Featuring Akon,7,7,17,12-12-2009
9,Down,Jay Sean Featuring Lil Wayne,10,1,22,12-12-2009
10,3,Britney Spears,9,1,8,12-12-2009
11,Paparazzi,Lady Gaga,8,6,14,12-12-2009
12,Party In The U.S.A.,Miley Cyrus,11,2,16,12-12-2009
13,Sweet Dreams,Beyonce,13,10,19,12-12-2009
14,Already Gone,Kelly Clarkson,16,14,18,12-12-2009
15,I Gotta Feeling,The Black Eyed Peas,18,1,25,12-12-2009
16,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",17,8,11,12-12-2009
17,Need You Now,Lady Antebellum,14,5,16,12-12-2009
18,You Belong With Me,Taylor Swift,15,2,32,12-12-2009
19,Hard,Rihanna Featuring Jeezy,80,19,2,12-12-2009
20,I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,22,20,8,12-12-2009
21,Use Somebody,Kings Of Leon,21,4,44,12-12-2009
22,Russian Roulette,Rihanna,19,9,6,12-12-2009
23,Run This Town,"Jay-Z, Rihanna & Kanye West",20,2,18,12-12-2009
24,Cowboy Casanova,Carrie Underwood,23,11,11,12-12-2009
25,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,30,25,4,12-12-2009
26,One Time,Justin Bieber,24,20,19,12-12-2009
27,Fifteen,Taylor Swift,26,26,13,12-12-2009
28,Evacuate The Dancefloor,Cascada,27,27,16,12-12-2009
29,Give It Up To Me,Shakira Featuring Lil Wayne,61,29,3,12-12-2009
30,Telephone,Lady Gaga Featuring Beyonce,,30,1,12-12-2009
31,Money To Blow,Birdman Featuring Lil Wayne & Drake,32,31,8,12-12-2009
32,Fallin' For You,Colbie Caillat,28,12,22,12-12-2009
33,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,40,33,6,12-12-2009
34,Baby By Me,50 Cent Featuring Ne-Yo,29,28,5,12-12-2009
35,Do I,Luke Bryan,34,34,13,12-12-2009
36,BedRock,Young Money Featuring Lloyd,,36,1,12-12-2009
37,Body Language,Jesse McCartney Featuring T-Pain,35,35,9,12-12-2009
38,Papers,Usher,36,31,7,12-12-2009
39,Consider Me Gone,Reba,39,39,9,12-12-2009
40,Tie Me Down,New Boyz Featuring Ray J,44,40,7,12-12-2009
41,She Wolf,Shakira,65,11,20,12-12-2009
42,Try Sleeping With A Broken Heart,Alicia Keys,58,42,2,12-12-2009
43,Toes,Zac Brown Band,33,25,19,12-12-2009
44,White Liar,Miranda Lambert,42,38,7,12-12-2009
45,Gangsta Luv,Snoop Dogg Featuring The-Dream,51,45,6,12-12-2009
46,"Hey, Soul Sister",Train,45,45,9,12-12-2009
47,Live Like We're Dying,Kris Allen,41,41,5,12-12-2009
48,If You Only Knew,Shinedown,48,48,5,12-12-2009
49,I'm Alive,Kenny Chesney With Dave Matthews,37,32,15,12-12-2009
50,Obsessed,Mariah Carey,38,7,21,12-12-2009
51,Southern Voice,Tim McGraw,52,49,6,12-12-2009
52,Smile,Uncle Kracker,59,47,17,12-12-2009
53,Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,49,36,13,12-12-2009
54,I Invented Sex,Trey Songz Featuring Drake,57,54,6,12-12-2009
55,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,43,18,19,12-12-2009
56,The Truth,Jason Aldean,66,56,4,12-12-2009
57,I Wanna Make You Close Your Eyes,Dierks Bentley,60,57,9,12-12-2009
58,Red Light,David Nail,62,58,10,12-12-2009
59,Say Aah,Trey Songz Featuring Fabolous,68,59,3,12-12-2009
60,Bonfire,Craig Morgan,63,60,10,12-12-2009
61,For Your Entertainment,Adam Lambert,,61,2,12-12-2009
62,I Dreamed A Dream,Susan Boyle,,62,1,12-12-2009
63,Uprising,Muse,54,37,12,12-12-2009
64,Spotlight,Gucci Mane Featuring Usher,67,64,5,12-12-2009
65,Video Phone,Beyonce Featuring Lady Gaga,,65,1,12-12-2009
66,True Colors,Glee Cast,,66,1,12-12-2009
67,Imagine,Glee Cast,,67,1,12-12-2009
68,Crawl,Chris Brown,,68,1,12-12-2009
69,One Less Lonely Girl,Justin Bieber,,16,7,12-12-2009
70,Happy,Leona Lewis,31,31,8,12-12-2009
71,Funhouse,P!nk,56,44,10,12-12-2009
72,History In The Making,Darius Rucker,71,71,5,12-12-2009
73,All The Right Moves,OneRepublic,53,53,8,12-12-2009
74,Never Gonna Be Alone,Nickelback,86,68,5,12-12-2009
75,It Kills Me,Melanie Fiona,88,75,2,12-12-2009
76,Morning After Dark,Timbaland Featuring Nelly Furtado & SoShy,,76,1,12-12-2009
77,I'm Going In,Drake Featuring Lil Wayne & Young Jeezy,75,40,11,12-12-2009
78,Eight Second Ride,Jake Owen,83,78,4,12-12-2009
79,Who Says,John Mayer,55,17,7,12-12-2009
80,Gettin' You Home,Chris Young,70,33,16,12-12-2009
81,I Will Not Bow,Breaking Benjamin,81,40,13,12-12-2009
82,Bad Habits,Maxwell,76,74,10,12-12-2009
83,Someday,Rob Thomas,82,82,4,12-12-2009
84,Half Of My Heart,John Mayer,25,25,2,12-12-2009
85,Imma Star (Everywhere We Are),Jeremih,72,51,19,12-12-2009
86,Why Don't We Just Dance,Josh Turner,93,86,3,12-12-2009
87,Haven't Met You Yet,Michael Buble,69,57,9,12-12-2009
88,Drop It Low,Ester Dean Featuring Chris Brown,77,38,12,12-12-2009
89,Break,Three Days Grace,90,86,12,12-12-2009
90,4 My Town (Play Ball),Birdman Featuring Drake & Lil Wayne,,90,1,12-12-2009
91,I Get It In,Omarion Featuring Gucci Mane,96,91,4,12-12-2009
92,Wheels,Foo Fighters,95,72,9,12-12-2009
93,(If You're Wondering If I Want You To) I Want You To,Weezer,98,81,5,12-12-2009
94,Speechless,Lady Gaga,,94,1,12-12-2009
95,It's Your Life,Francesca Battistelli,,95,1,12-12-2009
96,Doesn't Mean Anything,Alicia Keys,92,60,10,12-12-2009
97,We Weren't Born To Follow,Bon Jovi,89,68,4,12-12-2009
98,Wild Horses,Susan Boyle,,98,1,12-12-2009
99,All I Ask For Anymore,Trace Adkins,,99,1,12-12-2009
100,That's How Country Boys Roll,Billy Currington,,100,1,12-12-2009
1,Empire State Of Mind,Jay-Z + Alicia Keys,1,1,11,12-05-2009
2,Bad Romance,Lady Gaga,11,2,4,12-05-2009
3,Fireflies,Owl City,2,1,14,12-05-2009
4,Whatcha Say,Jason Derulo,3,1,15,12-05-2009
5,TiK ToK,Ke$ha,10,5,7,12-05-2009
6,Replay,Iyaz,4,4,14,12-05-2009
7,Sexy Chick,David Guetta Featuring Akon,12,7,16,12-05-2009
8,Paparazzi,Lady Gaga,9,6,13,12-05-2009
9,3,Britney Spears,6,1,7,12-05-2009
10,Down,Jay Sean Featuring Lil Wayne,7,1,21,12-05-2009
11,Party In The U.S.A.,Miley Cyrus,8,2,15,12-05-2009
12,Meet Me Halfway,The Black Eyed Peas,15,7,10,12-05-2009
13,Sweet Dreams,Beyonce,13,10,18,12-05-2009
14,Need You Now,Lady Antebellum,5,5,15,12-05-2009
15,You Belong With Me,Taylor Swift,14,2,31,12-05-2009
16,Already Gone,Kelly Clarkson,20,16,17,12-05-2009
17,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",19,8,10,12-05-2009
18,I Gotta Feeling,The Black Eyed Peas,18,1,24,12-05-2009
19,Russian Roulette,Rihanna,16,9,5,12-05-2009
20,Run This Town,"Jay-Z, Rihanna & Kanye West",17,2,17,12-05-2009
21,Use Somebody,Kings Of Leon,22,4,43,12-05-2009
22,I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,24,22,7,12-05-2009
23,Cowboy Casanova,Carrie Underwood,21,11,10,12-05-2009
24,One Time,Justin Bieber,23,20,18,12-05-2009
25,Half Of My Heart,John Mayer,,25,1,12-05-2009
26,Fifteen,Taylor Swift,26,26,12,12-05-2009
27,Evacuate The Dancefloor,Cascada,27,27,15,12-05-2009
28,Fallin' For You,Colbie Caillat,25,12,21,12-05-2009
29,Baby By Me,50 Cent Featuring Ne-Yo,28,28,4,12-05-2009
30,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,30,27,3,12-05-2009
31,Happy,Leona Lewis,59,31,7,12-05-2009
32,Money To Blow,Birdman Featuring Lil Wayne & Drake,34,32,7,12-05-2009
33,Toes,Zac Brown Band,29,25,18,12-05-2009
34,Do I,Luke Bryan,35,34,12,12-05-2009
35,Body Language,Jesse McCartney Featuring T-Pain,36,35,8,12-05-2009
36,Papers,Usher,37,31,6,12-05-2009
37,I'm Alive,Kenny Chesney With Dave Matthews,32,32,14,12-05-2009
38,Obsessed,Mariah Carey,33,7,20,12-05-2009
39,Consider Me Gone,Reba,39,39,8,12-05-2009
40,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,48,40,5,12-05-2009
41,Live Like We're Dying,Kris Allen,70,41,4,12-05-2009
42,White Liar,Miranda Lambert,38,38,6,12-05-2009
43,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,40,18,18,12-05-2009
44,Tie Me Down,New Boyz Featuring Ray J,50,44,6,12-05-2009
45,"Hey, Soul Sister",Train,46,45,8,12-05-2009
46,Break Up,Mario Featuring Gucci Mane & Sean Garrett,41,14,23,12-05-2009
47,Hotel Room Service,Pitbull,43,8,23,12-05-2009
48,If You Only Knew,Shinedown,51,48,4,12-05-2009
49,Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,42,36,12,12-05-2009
50,Lean On Me,Glee Cast,,50,1,12-05-2009
51,Gangsta Luv,Snoop Dogg Featuring The-Dream,55,51,5,12-05-2009
52,Southern Voice,Tim McGraw,49,49,5,12-05-2009
53,All The Right Moves,OneRepublic,72,53,7,12-05-2009
54,Uprising,Muse,53,37,11,12-05-2009
55,Who Says,John Mayer,71,17,6,12-05-2009
56,Funhouse,P!nk,44,44,9,12-05-2009
57,I Invented Sex,Trey Songz Featuring Drake,60,57,5,12-05-2009
58,Try Sleeping With A Broken Heart,Alicia Keys,,58,1,12-05-2009
59,Smile,Uncle Kracker,54,47,16,12-05-2009
60,I Wanna Make You Close Your Eyes,Dierks Bentley,61,60,8,12-05-2009
61,Give It Up To Me,Shakira Featuring Lil Wayne,58,58,2,12-05-2009
62,Red Light,David Nail,66,62,9,12-05-2009
63,Bonfire,Craig Morgan,65,63,9,12-05-2009
64,Don't Stand So Close To Me / Young Girl,Glee Cast,,64,1,12-05-2009
65,She Wolf,Shakira,52,11,19,12-05-2009
66,The Truth,Jason Aldean,78,66,3,12-05-2009
67,Spotlight,Gucci Mane Featuring Usher,86,67,4,12-05-2009
68,Say Aah,Trey Songz Featuring Fabolous,81,68,2,12-05-2009
69,Haven't Met You Yet,Michael Buble,57,57,8,12-05-2009
70,Gettin' You Home,Chris Young,63,33,15,12-05-2009
71,History In The Making,Darius Rucker,77,71,4,12-05-2009
72,Imma Star (Everywhere We Are),Jeremih,64,51,18,12-05-2009
73,I'll Stand By You,Glee Cast,,73,1,12-05-2009
74,Defying Gravity,Glee Cast,31,31,3,12-05-2009
75,I'm Going In,Drake Featuring Lil Wayne & Young Jeezy,76,40,10,12-05-2009
76,Bad Habits,Maxwell,75,74,9,12-05-2009
77,Drop It Low,Ester Dean Featuring Chris Brown,67,38,11,12-05-2009
78,Endless Love,Glee Cast,,78,1,12-05-2009
79,Down To Earth,Justin Bieber,,79,1,12-05-2009
80,Hard,Rihanna Featuring Jeezy,,80,1,12-05-2009
81,I Will Not Bow,Breaking Benjamin,80,40,12,12-05-2009
82,Someday,Rob Thomas,89,82,3,12-05-2009
83,Eight Second Ride,Jake Owen,82,82,3,12-05-2009
84,5 Star,Yo Gotti,79,79,2,12-05-2009
85,Only You Can Love Me This Way,Keith Urban,62,34,19,12-05-2009
86,Never Gonna Be Alone,Nickelback,92,68,4,12-05-2009
87,Welcome To The Future,Brad Paisley,56,42,16,12-05-2009
88,It Kills Me,Melanie Fiona,,88,1,12-05-2009
89,We Weren't Born To Follow,Bon Jovi,68,68,3,12-05-2009
90,Break,Three Days Grace,94,86,11,12-05-2009
91,Regret,LeToya Featuring Ludacris,87,78,7,12-05-2009
92,Doesn't Mean Anything,Alicia Keys,83,60,9,12-05-2009
93,Why Don't We Just Dance,Josh Turner,99,93,2,12-05-2009
94,Bigger,Justin Bieber,,94,1,12-05-2009
95,Wheels,Foo Fighters,93,72,8,12-05-2009
96,I Get It In,Omarion Featuring Gucci Mane,98,96,3,12-05-2009
97,The Invitation,50 Cent,,97,1,12-05-2009
98,(If You're Wondering If I Want You To) I Want You To,Weezer,97,81,4,12-05-2009
99,First Dance,Justin Bieber Featuring Usher,,99,1,12-05-2009
100,Heartbreak Warfare,John Mayer,,100,1,12-05-2009
1,Empire State Of Mind,Jay-Z + Alicia Keys,2,1,10,11-28-2009
2,Fireflies,Owl City,1,1,13,11-28-2009
3,Whatcha Say,Jason Derulo,3,1,14,11-28-2009
4,Replay,Iyaz,4,4,13,11-28-2009
5,Need You Now,Lady Antebellum,22,5,14,11-28-2009
6,3,Britney Spears,8,1,6,11-28-2009
7,Down,Jay Sean Featuring Lil Wayne,5,1,20,11-28-2009
8,Party In The U.S.A.,Miley Cyrus,6,2,14,11-28-2009
9,Paparazzi,Lady Gaga,7,6,12,11-28-2009
10,TiK ToK,Ke$ha,14,10,6,11-28-2009
11,Bad Romance,Lady Gaga,18,9,3,11-28-2009
12,Sexy Chick,David Guetta Featuring Akon,12,12,15,11-28-2009
13,Sweet Dreams,Beyonce,10,10,17,11-28-2009
14,You Belong With Me,Taylor Swift,13,2,30,11-28-2009
15,Meet Me Halfway,The Black Eyed Peas,15,7,9,11-28-2009
16,Russian Roulette,Rihanna,9,9,4,11-28-2009
17,Run This Town,"Jay-Z, Rihanna & Kanye West",11,2,16,11-28-2009
18,I Gotta Feeling,The Black Eyed Peas,17,1,23,11-28-2009
19,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",16,8,9,11-28-2009
20,Already Gone,Kelly Clarkson,19,17,16,11-28-2009
21,Cowboy Casanova,Carrie Underwood,21,11,9,11-28-2009
