Position,Title,Artist,Last Week,Peak Position,Weeks on Chart,Chart Date
57,Cool,Jonas Brothers,55,27,13,07-13-2019
58,Just Us,DJ Khaled Featuring SZA,60,43,7,07-13-2019
59,All To Myself,Dan + Shay,67,59,9,07-13-2019
60,Worth It,YK Osiris,59,52,20,07-13-2019
61,GIRL,Maren Morris,63,59,18,07-13-2019
62,Good As You,Kane Brown,58,36,19,07-13-2019
63,Higher Love,Kygo X Whitney Houston,,63,1,07-13-2019
64,Walk Me Home,P!nk,62,49,18,07-13-2019
65,Que Pretendes,J Balvin & Bad Bunny,,65,1,07-13-2019
66,Easier,5 Seconds Of Summer,64,48,6,07-13-2019
67,Don't Check On Me,Chris Brown Featuring Justin Bieber & Ink,,67,1,07-13-2019
68,Rearview Town,Jason Aldean,71,68,6,07-13-2019
69,Callaita,Bad Bunny & Tainy,68,68,4,07-13-2019
70,Out The Mud,Lil Baby Featuring Future,72,70,2,07-13-2019
71,Homicide,Logic Featuring Eminem,,5,6,07-13-2019
72,Please Me,Cardi B & Bruno Mars,65,3,20,07-13-2019
73,It's You,Ali Gatie,70,70,3,07-13-2019
74,Call You Mine,The Chainsmokers & Bebe Rexha,73,67,5,07-13-2019
75,Talk You Out Of It,Florida Georgia Line,76,73,20,07-13-2019
76,One Thing Right,Marshmello & Kane Brown,57,57,2,07-13-2019
77,Soltera,"Lunay, Daddy Yankee & Bad Bunny",75,73,8,07-13-2019
78,When I Grow Up,NF,,78,1,07-13-2019
79,Raised On Country,Chris Young,81,79,5,07-13-2019
80,Before I Let Go,Beyonce,79,65,11,07-13-2019
81,My Type,Saweetie,,81,1,07-13-2019
82,24/7,Meek Mill Featuring Ella Mai,69,54,13,07-13-2019
83,Mother's Daughter,Miley Cyrus,,54,2,07-13-2019
84,Lalala,Y2K & bbno$,,84,1,07-13-2019
85,La La Land,Bryce Vine Featuring YG,85,85,5,07-13-2019
86,Cash Shit,Megan Thee Stallion Featuring DaBaby,98,86,2,07-13-2019
87,Calma,Pedro Capo X Farruko,91,71,16,07-13-2019
88,Eyes On You,Chase Rice,84,38,20,07-13-2019
89,Trampoline,SHAED,77,77,5,07-13-2019
90,Girls Need Love,Summer Walker X Drake,74,37,19,07-13-2019
91,Love Ain't,Eli Young Band,90,50,12,07-13-2019
92,MEGATRON,Nicki Minaj,20,20,2,07-13-2019
93,Otro Trago,Sech Featuring Darell,83,81,4,07-13-2019
94,Wake Up,Travis Scott,82,30,5,07-13-2019
95,The Ones That Didn't Make It Back Home,Justin Moore,93,93,3,07-13-2019
96,Sanguine Paradise,Lil Uzi Vert,89,28,12,07-13-2019
97,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,80,19,7,07-13-2019
98,Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",78,78,6,07-13-2019
99,Tap,NAV Featuring Meek Mill,95,89,4,07-13-2019
100,Ocean Eyes,Billie Eilish,86,84,19,07-13-2019
1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,17,07-06-2019
2,Senorita,Shawn Mendes & Camila Cabello,,2,1,07-06-2019
3,Bad Guy,Billie Eilish,3,2,13,07-06-2019
4,Talk,Khalid,4,3,20,07-06-2019
5,I Don't Care,Ed Sheeran & Justin Bieber,5,2,7,07-06-2019
6,Sucker,Jonas Brothers,6,1,17,07-06-2019
7,Suge,DaBaby,9,7,13,07-06-2019
8,Money In The Grave,Drake Featuring Rick Ross,7,7,2,07-06-2019
9,No Guidance,Chris Brown Featuring Drake,10,9,3,07-06-2019
10,Wow.,Post Malone,8,2,27,07-06-2019
11,Truth Hurts,Lizzo,14,11,8,07-06-2019
12,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,11,1,36,07-06-2019
13,You Need To Calm Down,Taylor Swift,2,2,2,07-06-2019
14,If I Can't Have You,Shawn Mendes,13,2,8,07-06-2019
15,Dancing With A Stranger,Sam Smith & Normani,12,7,24,07-06-2019
16,Panini,Lil Nas X,,16,1,07-06-2019
17,Without Me,Halsey,16,1,38,07-06-2019
18,God's Country,Blake Shelton,21,18,13,07-06-2019
19,Pop Out,Polo G Featuring Lil Tjay,18,11,14,07-06-2019
20,MEGATRON,Nicki Minaj,,20,1,07-06-2019
21,Sweet But Psycho,Ava Max,17,10,28,07-06-2019
22,Rodeo,Lil Nas X & Cardi B,,22,1,07-06-2019
23,7 Rings,Ariana Grande,19,1,23,07-06-2019
24,"Hey Look Ma, I Made It",Panic! At The Disco,24,24,11,07-06-2019
25,Happier,Marshmello & Bastille,20,2,45,07-06-2019
26,Rumor,Lee Brice,25,25,16,07-06-2019
27,Never Really Over,Katy Perry,29,15,4,07-06-2019
28,Whiskey Glasses,Morgan Wallen,22,17,17,07-06-2019
29,The Git Up,Blanco Brown,51,29,3,07-06-2019
30,The London,"Young Thug, J. Cole & Travis Scott",26,12,5,07-06-2019
31,ME!,Taylor Swift Featuring Brendon Urie,15,2,10,07-06-2019
32,High Hopes,Panic! At The Disco,23,4,47,07-06-2019
33,Beer Never Broke My Heart,Luke Combs,28,22,8,07-06-2019
34,Act Up,City Girls,32,26,17,07-06-2019
35,Eastside,"benny blanco, Halsey & Khalid",31,9,50,07-06-2019
36,Middle Child,J. Cole,30,4,23,07-06-2019
37,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,27,22,21,07-06-2019
38,Pure Water,Mustard & Migos,33,23,22,07-06-2019
39,Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,46,34,5,07-06-2019
40,Going Bad,Meek Mill Featuring Drake,34,6,30,07-06-2019
41,Better,Khalid,38,8,41,07-06-2019
42,Shallow,Lady Gaga & Bradley Cooper,39,1,39,07-06-2019
43,Press,Cardi B,60,16,4,07-06-2019
44,Speechless,Dan + Shay,43,24,27,07-06-2019
45,Sicko Mode,Travis Scott,42,1,47,07-06-2019
46,Earfquake,"Tyler, The Creator",36,13,6,07-06-2019
47,Look Back At It,A Boogie Wit da Hoodie,40,27,29,07-06-2019
48,Shotta Flow,NLE Choppa,67,48,10,07-06-2019
49,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,41,2,20,07-06-2019
50,Nightmare,Halsey,44,15,6,07-06-2019
51,Ran$om,Lil Tecca,52,51,4,07-06-2019
52,Go Loko,"YG, Tyga & Jon Z",49,49,8,07-06-2019
53,Someone You Loved,Lewis Capaldi,54,53,7,07-06-2019
54,Look What God Gave Her,Thomas Rhett,37,32,17,07-06-2019
55,Cool,Jonas Brothers,50,27,12,07-06-2019
56,Clout,Offset Featuring Cardi B,58,39,12,07-06-2019
57,One Thing Right,Marshmello & Kane Brown,,57,1,07-06-2019
58,Good As You,Kane Brown,48,36,18,07-06-2019
59,Worth It,YK Osiris,56,52,19,07-06-2019
60,Just Us,DJ Khaled Featuring SZA,53,43,6,07-06-2019
61,Knockin' Boots,Luke Bryan,59,59,9,07-06-2019
62,Walk Me Home,P!nk,55,49,17,07-06-2019
63,GIRL,Maren Morris,61,59,17,07-06-2019
64,Easier,5 Seconds Of Summer,62,48,5,07-06-2019
65,Please Me,Cardi B & Bruno Mars,57,3,19,07-06-2019
66,Some Of It,Eric Church,65,65,5,07-06-2019
67,All To Myself,Dan + Shay,66,66,8,07-06-2019
68,Callaita,Bad Bunny & Tainy,68,68,3,07-06-2019
69,24/7,Meek Mill Featuring Ella Mai,63,54,12,07-06-2019
70,It's You,Ali Gatie,97,70,2,07-06-2019
71,Rearview Town,Jason Aldean,69,68,5,07-06-2019
72,Out The Mud,Lil Baby Featuring Future,,72,1,07-06-2019
73,Call You Mine,The Chainsmokers & Bebe Rexha,82,67,4,07-06-2019
74,Girls Need Love,Summer Walker X Drake,64,37,18,07-06-2019
75,Soltera,"Lunay, Daddy Yankee & Bad Bunny",77,73,7,07-06-2019
76,Talk You Out Of It,Florida Georgia Line,73,73,19,07-06-2019
77,Trampoline,SHAED,84,77,4,07-06-2019
78,Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",87,78,5,07-06-2019
79,Before I Let Go,Beyonce,72,65,10,07-06-2019
80,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,74,19,6,07-06-2019
81,Raised On Country,Chris Young,83,81,4,07-06-2019
82,Wake Up,Travis Scott,89,30,4,07-06-2019
83,Otro Trago,Sech Featuring Darell,81,81,3,07-06-2019
84,Eyes On You,Chase Rice,76,38,19,07-06-2019
85,La La Land,Bryce Vine Featuring YG,90,85,4,07-06-2019
86,Ocean Eyes,Billie Eilish,86,84,18,07-06-2019
87,Here With Me,Marshmello Featuring CHVRCHES,79,31,16,07-06-2019
88,Love Someone,Brett Eldredge,71,52,10,07-06-2019
89,Sanguine Paradise,Lil Uzi Vert,78,28,11,07-06-2019
90,Love Ain't,Eli Young Band,85,50,11,07-06-2019
91,Calma,Pedro Capo X Farruko,88,71,15,07-06-2019
92,Only Human,Jonas Brothers,91,91,3,07-06-2019
93,The Ones That Didn't Make It Back Home,Justin Moore,100,93,2,07-06-2019
94,Big Ole Freak,Megan Thee Stallion,93,65,12,07-06-2019
95,Tap,NAV Featuring Meek Mill,95,89,3,07-06-2019
96,You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",,44,4,07-06-2019
97,Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,96,69,9,07-06-2019
98,Cash Shit,Megan Thee Stallion Featuring DaBaby,,98,1,07-06-2019
99,Omerta,Drake,35,35,2,07-06-2019
100,Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,,100,1,07-06-2019
1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,1,1,16,06-29-2019
2,You Need To Calm Down,Taylor Swift,,2,1,06-29-2019
3,Bad Guy,Billie Eilish,2,2,12,06-29-2019
4,Talk,Khalid,3,3,19,06-29-2019
5,I Don't Care,Ed Sheeran & Justin Bieber,5,2,6,06-29-2019
6,Sucker,Jonas Brothers,4,1,16,06-29-2019
7,Money In The Grave,Drake Featuring Rick Ross,,7,1,06-29-2019
8,Wow.,Post Malone,6,2,26,06-29-2019
9,Suge,DaBaby,8,8,12,06-29-2019
10,No Guidance,Chris Brown Featuring Drake,9,9,2,06-29-2019
11,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,7,1,35,06-29-2019
12,Dancing With A Stranger,Sam Smith & Normani,10,7,23,06-29-2019
13,If I Can't Have You,Shawn Mendes,12,2,7,06-29-2019
14,Truth Hurts,Lizzo,17,14,7,06-29-2019
15,ME!,Taylor Swift Featuring Brendon Urie,14,2,9,06-29-2019
16,Without Me,Halsey,15,1,37,06-29-2019
17,Sweet But Psycho,Ava Max,13,10,27,06-29-2019
18,Pop Out,Polo G Featuring Lil Tjay,11,11,13,06-29-2019
