Position,Title,Artist,Last Week,Peak Position,Weeks on Chart,Chart Date
52,You,Chris Young,56,52,9,12-31-2011
53,All Your Life,The Band Perry,47,37,15,12-31-2011
54,It Girl,Jason Derulo,52,17,19,12-31-2011
55,Strange Clouds,B.o.B Featuring Lil Wayne,60,7,12,12-31-2011
56,Rack City,Tyga,57,56,4,12-31-2011
57,Party,Beyonce Featuring Andre 3000,55,50,11,12-31-2011
58,Take Care,Drake Featuring Rihanna,61,9,5,12-31-2011
59,We Are Young,Glee Cast,12,12,2,12-31-2011
60,A Thousand Years,Christina Perri,62,43,9,12-31-2011
61,Tonight Is The Night,Outasight,68,61,4,12-31-2011
62,You And I,Lady Gaga,59,6,20,12-31-2011
63,Heartbeat,The Fray,67,43,9,12-31-2011
64,Brighter Than The Sun,Colbie Caillat,63,60,18,12-31-2011
65,Can't Get Enough,J. Cole Featuring Trey Songz,71,65,3,12-31-2011
66,When We Stand Together,Nickelback,70,44,12,12-31-2011
67,You The Boss,Rick Ross Featuring Nicki Minaj,72,67,9,12-31-2011
68,Turn Me On,David Guetta Featuring Nicki Minaj,,37,3,12-31-2011
69,Lonely Boy,The Black Keys,64,64,6,12-31-2011
70,Baggage Claim,Miranda Lambert,66,44,19,12-31-2011
71,I'm Gonna Love You Through It,Martina McBride,74,61,11,12-31-2011
72,Alone With You,Jake Owen,90,72,2,12-31-2011
73,That Way,Wale Featuring Jeremih & Rick Ross,73,49,16,12-31-2011
74,Home,Dierks Bentley,77,70,6,12-31-2011
75,Bang Bang Pow Pow,T-Pain Featuring Lil Wayne,48,48,2,12-31-2011
76,Reality,Kenny Chesney,79,76,7,12-31-2011
77,Levels,Avicii,80,66,5,12-31-2011
78,We Are Young,fun. Featuring Janelle Monae,53,53,2,12-31-2011
79,You Gonna Fly,Keith Urban,91,79,2,12-31-2011
80,Wish You Were Here,Avril Lavigne,84,80,3,12-31-2011
81,Better Than I Used To Be,Tim McGraw,,81,1,12-31-2011
82,Shake It Out,Florence + The Machine,81,79,8,12-31-2011
83,Bait A Hook,Justin Moore,87,83,3,12-31-2011
84,The Trouble With Girls,Scotty McCreery,75,75,6,12-31-2011
85,Storm Warning,Hunter Hayes,86,85,5,12-31-2011
86,Round Of Applause,Waka Flocka Flame Featuring Drake,97,86,2,12-31-2011
87,Nothing,The Script,82,32,19,12-31-2011
88,Camouflage,Brad Paisley,95,88,3,12-31-2011
89,Sail,AWOLNATION,100,82,18,12-31-2011
90,Amen,Edens Edge,99,90,2,12-31-2011
91,Countdown,Beyonce,,71,9,12-31-2011
92,Do They Know It's Christmas?,Glee Cast,,92,1,12-31-2011
93,Tongue Tied,Grouplove,69,69,3,12-31-2011
94,Love On Top,Beyonce,98,20,5,12-31-2011
95,I Got You,Thompson Square,78,68,18,12-31-2011
96,A Woman Like You,Lee Brice,,96,1,12-31-2011
97,Promise,Romeo Santos Featuring Usher,89,83,9,12-31-2011
98,Good Good Night,Roscoe Dash,,91,2,12-31-2011
99,All I Want For Christmas Is You,Michael Buble,,99,1,12-31-2011
100,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,,100,1,12-31-2011
1,We Found Love,Rihanna Featuring Calvin Harris,1,1,12,12-24-2011
2,Sexy And I Know It,LMFAO,2,2,15,12-24-2011
3,It Will Rain,Bruno Mars,3,3,11,12-24-2011
4,The One That Got Away,Katy Perry,9,4,9,12-24-2011
5,Good Feeling,Flo Rida,5,5,11,12-24-2011
6,Ni**as in Paris,Jay Z Kanye West,8,6,18,12-24-2011
7,Someone Like You,Adele,6,1,23,12-24-2011
8,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,4,1,25,12-24-2011
9,Without You,David Guetta Featuring Usher,7,4,15,12-24-2011
10,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,11,10,11,12-24-2011
11,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,10,4,26,12-24-2011
12,We Are Young,Glee Cast,,12,1,12-24-2011
13,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,12,1,38,12-24-2011
14,Dance (A$$),Big Sean Featuring Nicki Minaj,16,14,10,12-24-2011
15,Work Out,J. Cole,14,14,15,12-24-2011
16,Headlines,Drake,13,13,18,12-24-2011
17,Red Solo Cup,Toby Keith,35,17,7,12-24-2011
18,Pumped Up Kicks,Foster The People,17,3,33,12-24-2011
19,You Make Me Feel...,Cobra Starship Featuring Sabi,15,7,22,12-24-2011
20,Mr. Know It All,Kelly Clarkson,18,10,14,12-24-2011
21,Set Fire To The Rain,Adele,37,21,15,12-24-2011
22,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,29,10,9,12-24-2011
23,You Da One,Rihanna,19,14,5,12-24-2011
24,Not Over You,Gavin DeGraw,23,23,18,12-24-2011
25,I Don't Want This Night To End,Luke Bryan,22,22,11,12-24-2011
26,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",20,1,37,12-24-2011
27,Make Me Proud,Drake Featuring Nicki Minaj,28,9,9,12-24-2011
28,Just A Kiss,Lady Antebellum,26,7,32,12-24-2011
29,Marry The Night,Lady Gaga,32,29,5,12-24-2011
30,The Motto,Drake Featuring Lil Wayne,27,18,4,12-24-2011
31,Love You Like A Love Song,Selena Gomez & The Scene,34,31,25,12-24-2011
32,In The Dark,Dev,24,11,19,12-24-2011
33,Super Bass,Nicki Minaj,21,3,33,12-24-2011
34,Mistletoe,Justin Bieber,44,11,7,12-24-2011
35,Keep Me In Mind,Zac Brown Band,41,35,11,12-24-2011
36,She Will,Lil Wayne Featuring Drake,30,3,17,12-24-2011
37,Fly,Nicki Minaj Featuring Rihanna,25,19,16,12-24-2011
38,Domino,Jessie J,48,38,9,12-24-2011
39,Tattoos On This Town,Jason Aldean,38,38,12,12-24-2011
40,Rolling In The Deep,Adele,36,1,49,12-24-2011
41,God Gave Me You,Blake Shelton,42,22,22,12-24-2011
42,Paradise,Coldplay,33,15,13,12-24-2011
43,Easy,Rascal Flatts Featuring Natasha Bedingfield,45,43,20,12-24-2011
44,Lotus Flower Bomb,Wale Featuring Miguel,46,44,7,12-24-2011
45,We Owned The Night,Lady Antebellum,31,31,17,12-24-2011
46,International Love,Pitbull Featuring Chris Brown,56,46,6,12-24-2011
47,All Your Life,The Band Perry,51,37,14,12-24-2011
48,Bang Bang Pow Pow,T-Pain Featuring Lil Wayne,,48,1,12-24-2011
49,I Like It Like That,Hot Chelle Rae Featuring New Boyz,43,43,10,12-24-2011
50,Drink In My Hand,Eric Church,47,40,12,12-24-2011
51,Survivor / I Will Survive,Glee Cast,,51,1,12-24-2011
52,It Girl,Jason Derulo,40,17,18,12-24-2011
53,We Are Young,fun. Featuring Janelle Monae,,53,1,12-24-2011
54,Let It Rain,David Nail Featuring Sarah Buxton,54,54,13,12-24-2011
55,Party,Beyonce Featuring Andre 3000,50,50,10,12-24-2011
56,You,Chris Young,58,56,8,12-24-2011
57,Rack City,Tyga,73,57,3,12-24-2011
58,Blackout,Breathe Carolina,61,58,6,12-24-2011
59,You And I,Lady Gaga,39,6,19,12-24-2011
60,Strange Clouds,B.o.B Featuring Lil Wayne,62,7,11,12-24-2011
61,Take Care,Drake Featuring Rihanna,49,9,4,12-24-2011
62,A Thousand Years,Christina Perri,55,43,8,12-24-2011
63,Brighter Than The Sun,Colbie Caillat,60,60,17,12-24-2011
64,Lonely Boy,The Black Keys,69,64,5,12-24-2011
65,Ours,Taylor Swift,83,13,5,12-24-2011
66,Baggage Claim,Miranda Lambert,53,44,18,12-24-2011
67,Heartbeat,The Fray,63,43,8,12-24-2011
68,Tonight Is The Night,Outasight,70,68,3,12-24-2011
69,Tongue Tied,Grouplove,78,69,2,12-24-2011
70,When We Stand Together,Nickelback,52,44,11,12-24-2011
71,Can't Get Enough,J. Cole Featuring Trey Songz,82,71,2,12-24-2011
72,You The Boss,Rick Ross Featuring Nicki Minaj,72,72,8,12-24-2011
73,That Way,Wale Featuring Jeremih & Rick Ross,67,49,15,12-24-2011
74,I'm Gonna Love You Through It,Martina McBride,75,61,10,12-24-2011
75,The Trouble With Girls,Scotty McCreery,95,75,5,12-24-2011
76,Man In The Mirror,Glee Cast,,76,1,12-24-2011
77,Home,Dierks Bentley,79,70,5,12-24-2011
78,I Got You,Thompson Square,68,68,17,12-24-2011
79,Reality,Kenny Chesney,80,79,6,12-24-2011
80,Levels,Avicii,71,66,4,12-24-2011
81,Shake It Out,Florence + The Machine,88,79,7,12-24-2011
82,Nothing,The Script,74,32,18,12-24-2011
83,Roman In Moscow,Nicki Minaj,64,64,2,12-24-2011
84,Wish You Were Here,Avril Lavigne,,84,2,12-24-2011
85,Sparks Fly,Taylor Swift,65,17,20,12-24-2011
86,Storm Warning,Hunter Hayes,92,86,4,12-24-2011
87,Bait A Hook,Justin Moore,,87,2,12-24-2011
88,ABC,Glee Cast,,88,1,12-24-2011
89,Promise,Romeo Santos Featuring Usher,97,83,8,12-24-2011
90,Alone With You,Jake Owen,,90,1,12-24-2011
91,You Gonna Fly,Keith Urban,,91,1,12-24-2011
92,Red Solo Cup,Glee Cast,,92,1,12-24-2011
93,I'll Be Home For Christmas,Kelly Clarkson,,93,1,12-24-2011
94,Crawling Back To You,Daughtry,81,41,9,12-24-2011
95,Camouflage,Brad Paisley,100,95,2,12-24-2011
96,Body 2 Body,Ace Hood Featuring Chris Brown,84,65,13,12-24-2011
97,Round Of Applause,Waka Flocka Flame Featuring Drake,,97,1,12-24-2011
98,Love On Top,Beyonce,,20,4,12-24-2011
99,Amen,Edens Edge,,99,1,12-24-2011
100,Sail,AWOLNATION,94,82,17,12-24-2011
1,We Found Love,Rihanna Featuring Calvin Harris,1,1,11,12-17-2011
2,Sexy And I Know It,LMFAO,2,2,14,12-17-2011
3,It Will Rain,Bruno Mars,3,3,10,12-17-2011
4,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,4,1,24,12-17-2011
5,Good Feeling,Flo Rida,8,5,10,12-17-2011
6,Someone Like You,Adele,5,1,22,12-17-2011
7,Without You,David Guetta Featuring Usher,6,4,14,12-17-2011
8,Ni**as in Paris,Jay Z Kanye West,15,8,17,12-17-2011
9,The One That Got Away,Katy Perry,9,9,8,12-17-2011
10,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,7,4,25,12-17-2011
11,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,11,11,10,12-17-2011
12,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,10,1,37,12-17-2011
13,Headlines,Drake,14,13,17,12-17-2011
14,Work Out,J. Cole,17,14,14,12-17-2011
15,You Make Me Feel...,Cobra Starship Featuring Sabi,12,7,21,12-17-2011
16,Dance (A$$),Big Sean Featuring Nicki Minaj,18,16,9,12-17-2011
17,Pumped Up Kicks,Foster The People,13,3,32,12-17-2011
18,Mr. Know It All,Kelly Clarkson,16,10,13,12-17-2011
19,You Da One,Rihanna,22,14,4,12-17-2011
20,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",23,1,36,12-17-2011
21,Super Bass,Nicki Minaj,20,3,32,12-17-2011
22,I Don't Want This Night To End,Luke Bryan,28,22,10,12-17-2011
23,Not Over You,Gavin DeGraw,26,23,17,12-17-2011
24,In The Dark,Dev,21,11,18,12-17-2011
25,Fly,Nicki Minaj Featuring Rihanna,19,19,15,12-17-2011
26,Just A Kiss,Lady Antebellum,27,7,31,12-17-2011
27,The Motto,Drake Featuring Lil Wayne,32,18,3,12-17-2011
28,Make Me Proud,Drake Featuring Nicki Minaj,39,9,8,12-17-2011
29,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,47,10,8,12-17-2011
30,She Will,Lil Wayne Featuring Drake,33,3,16,12-17-2011
31,We Owned The Night,Lady Antebellum,34,31,16,12-17-2011
32,Marry The Night,Lady Gaga,59,32,4,12-17-2011
33,Paradise,Coldplay,30,15,12,12-17-2011
34,Love You Like A Love Song,Selena Gomez & The Scene,40,34,24,12-17-2011
35,Red Solo Cup,Toby Keith,35,35,6,12-17-2011
36,Rolling In The Deep,Adele,38,1,48,12-17-2011
37,Set Fire To The Rain,Adele,56,37,14,12-17-2011
38,Tattoos On This Town,Jason Aldean,42,38,11,12-17-2011
39,You And I,Lady Gaga,29,6,18,12-17-2011
40,It Girl,Jason Derulo,24,17,17,12-17-2011
41,Keep Me In Mind,Zac Brown Band,45,41,10,12-17-2011
42,God Gave Me You,Blake Shelton,37,22,21,12-17-2011
43,I Like It Like That,Hot Chelle Rae Featuring New Boyz,58,43,9,12-17-2011
44,Mistletoe,Justin Bieber,60,11,6,12-17-2011
45,Easy,Rascal Flatts Featuring Natasha Bedingfield,46,43,19,12-17-2011
46,Lotus Flower Bomb,Wale Featuring Miguel,57,46,6,12-17-2011
47,Drink In My Hand,Eric Church,53,40,11,12-17-2011
48,Domino,Jessie J,54,48,8,12-17-2011
49,Take Care,Drake Featuring Rihanna,25,9,3,12-17-2011
50,Party,Beyonce Featuring Andre 3000,52,50,9,12-17-2011
51,All Your Life,The Band Perry,51,37,13,12-17-2011
52,When We Stand Together,Nickelback,48,44,10,12-17-2011
53,Baggage Claim,Miranda Lambert,49,44,17,12-17-2011
54,Let It Rain,David Nail Featuring Sarah Buxton,61,54,12,12-17-2011
55,A Thousand Years,Christina Perri,50,43,7,12-17-2011
56,International Love,Pitbull Featuring Chris Brown,68,56,5,12-17-2011
57,Perfect,Glee Cast,,57,1,12-17-2011
58,You,Chris Young,64,58,7,12-17-2011
59,Girls Just Want To Have Fun,Glee Cast,,59,1,12-17-2011
60,Brighter Than The Sun,Colbie Caillat,63,60,16,12-17-2011
61,Blackout,Breathe Carolina,69,61,5,12-17-2011
62,Strange Clouds,B.o.B Featuring Lil Wayne,73,7,10,12-17-2011
63,Heartbeat,The Fray,70,43,7,12-17-2011
64,Roman In Moscow,Nicki Minaj,,64,1,12-17-2011
65,Sparks Fly,Taylor Swift,55,17,19,12-17-2011
66,I Kissed A Girl,Glee Cast,,66,1,12-17-2011
67,That Way,Wale Featuring Jeremih & Rick Ross,67,49,14,12-17-2011
68,I Got You,Thompson Square,72,68,16,12-17-2011
69,Lonely Boy,The Black Keys,92,69,4,12-17-2011
70,Tonight Is The Night,Outasight,96,70,2,12-17-2011
71,Levels,Avicii,75,66,3,12-17-2011
72,You The Boss,Rick Ross Featuring Nicki Minaj,84,72,7,12-17-2011
73,Rack City,Tyga,94,73,2,12-17-2011
74,Nothing,The Script,66,32,17,12-17-2011
75,I'm Gonna Love You Through It,Martina McBride,76,61,9,12-17-2011
76,Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,71,32,20,12-17-2011
77,Talk That Talk,Rihanna Featuring Jay-Z,31,31,2,12-17-2011
78,Tongue Tied,Grouplove,,78,1,12-17-2011
79,Home,Dierks Bentley,91,70,4,12-17-2011
80,Reality,Kenny Chesney,87,80,5,12-17-2011
81,Crawling Back To You,Daughtry,78,41,8,12-17-2011
82,Can't Get Enough,J. Cole Featuring Trey Songz,,82,1,12-17-2011
83,Ours,Taylor Swift,81,13,4,12-17-2011
84,Body 2 Body,Ace Hood Featuring Chris Brown,83,65,12,12-17-2011
85,Rumour Has It / Someone Like You,Glee Cast,62,11,3,12-17-2011
86,I'm The Only One,Glee Cast,,86,1,12-17-2011
87,Rumour Has It,Adele,82,60,6,12-17-2011
88,Shake It Out,Florence + The Machine,79,79,6,12-17-2011
89,Constant Craving,Glee Cast,,89,1,12-17-2011
90,T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez,36,36,2,12-17-2011
91,Countdown,Beyonce,77,71,8,12-17-2011
92,Storm Warning,Hunter Hayes,98,92,3,12-17-2011
93,I Like How It Feels,Enrique Iglesias Featuring Pitbull & The WAV.s,74,74,3,12-17-2011
94,Sail,AWOLNATION,88,82,16,12-17-2011
95,The Trouble With Girls,Scotty McCreery,93,84,4,12-17-2011
96,It's Beginning To Look A Lot Like Christmas,Michael Buble,,96,1,12-17-2011
97,Promise,Romeo Santos Featuring Usher,99,83,7,12-17-2011
98,Otis,Jay Z Kanye West Featuring Otis Redding,97,12,20,12-17-2011
99,Marvins Room,Drake,,21,18,12-17-2011
100,Camouflage,Brad Paisley,,100,1,12-17-2011
1,We Found Love,Rihanna Featuring Calvin Harris,1,1,10,12-10-2011
2,Sexy And I Know It,LMFAO,2,2,13,12-10-2011
3,It Will Rain,Bruno Mars,5,3,9,12-10-2011
4,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,6,1,23,12-10-2011
5,Someone Like You,Adele,3,1,21,12-10-2011
6,Without You,David Guetta Featuring Usher,4,4,13,12-10-2011
7,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,8,4,24,12-10-2011
8,Good Feeling,Flo Rida,7,7,9,12-10-2011
9,The One That Got Away,Katy Perry,10,9,7,12-10-2011
10,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,16,1,36,12-10-2011
11,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,15,11,9,12-10-2011
12,You Make Me Feel...,Cobra Starship Featuring Sabi,13,7,20,12-10-2011
13,Pumped Up Kicks,Foster The People,12,3,31,12-10-2011
14,Headlines,Drake,30,13,16,12-10-2011
15,Ni**as in Paris,Jay Z Kanye West,17,15,16,12-10-2011
16,Mr. Know It All,Kelly Clarkson,20,10,12,12-10-2011
17,Work Out,J. Cole,19,17,13,12-10-2011
18,Dance (A$$),Big Sean Featuring Nicki Minaj,21,18,8,12-10-2011
19,Fly,Nicki Minaj Featuring Rihanna,25,19,14,12-10-2011
20,Super Bass,Nicki Minaj,26,3,31,12-10-2011
21,In The Dark,Dev,22,11,17,12-10-2011
22,You Da One,Rihanna,14,14,3,12-10-2011
23,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",24,1,35,12-10-2011
24,It Girl,Jason Derulo,23,17,16,12-10-2011
25,Take Care,Drake Featuring Rihanna,9,9,2,12-10-2011
26,Not Over You,Gavin DeGraw,35,26,16,12-10-2011
27,Just A Kiss,Lady Antebellum,27,7,30,12-10-2011
28,I Don't Want This Night To End,Luke Bryan,29,28,9,12-10-2011
29,You And I,Lady Gaga,33,6,17,12-10-2011
30,Paradise,Coldplay,32,15,11,12-10-2011
31,Talk That Talk,Rihanna Featuring Jay-Z,,31,1,12-10-2011
32,The Motto,Drake Featuring Lil Wayne,18,18,2,12-10-2011
33,She Will,Lil Wayne Featuring Drake,28,3,15,12-10-2011
34,We Owned The Night,Lady Antebellum,34,32,15,12-10-2011
35,Red Solo Cup,Toby Keith,37,35,5,12-10-2011
36,T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez,,36,1,12-10-2011
37,God Gave Me You,Blake Shelton,31,22,20,12-10-2011
38,Rolling In The Deep,Adele,36,1,47,12-10-2011
39,Make Me Proud,Drake Featuring Nicki Minaj,72,9,7,12-10-2011
40,Love You Like A Love Song,Selena Gomez & The Scene,46,35,23,12-10-2011
41,Good Life,OneRepublic,38,8,35,12-10-2011
42,Tattoos On This Town,Jason Aldean,40,40,10,12-10-2011
43,If I Die Young,The Band Perry,41,14,53,12-10-2011
44,Mr. Saxobeat,Alexandra Stan,39,21,20,12-10-2011
45,Keep Me In Mind,Zac Brown Band,49,44,9,12-10-2011
46,Easy,Rascal Flatts Featuring Natasha Bedingfield,48,43,18,12-10-2011
47,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,57,10,7,12-10-2011
48,When We Stand Together,Nickelback,44,44,9,12-10-2011
49,Baggage Claim,Miranda Lambert,45,44,16,12-10-2011
50,A Thousand Years,Christina Perri,43,43,6,12-10-2011
51,All Your Life,The Band Perry,47,37,12,12-10-2011
52,Party,Beyonce Featuring Andre 3000,52,52,8,12-10-2011
53,Drink In My Hand,Eric Church,51,40,10,12-10-2011
54,Domino,Jessie J,55,54,7,12-10-2011
55,Sparks Fly,Taylor Swift,54,17,18,12-10-2011
56,Set Fire To The Rain,Adele,74,56,13,12-10-2011
57,Lotus Flower Bomb,Wale Featuring Miguel,59,57,5,12-10-2011
58,I Like It Like That,Hot Chelle Rae Featuring New Boyz,70,51,8,12-10-2011
59,Marry The Night,Lady Gaga,97,59,3,12-10-2011
60,Mistletoe,Justin Bieber,96,11,5,12-10-2011
61,Let It Rain,David Nail Featuring Sarah Buxton,58,58,11,12-10-2011
62,Rumour Has It / Someone Like You,Glee Cast,11,11,2,12-10-2011
63,Brighter Than The Sun,Colbie Caillat,63,62,15,12-10-2011
64,You,Chris Young,64,64,6,12-10-2011
65,Where Have You Been,Rihanna,,65,1,12-10-2011
66,Nothing,The Script,62,32,16,12-10-2011
67,That Way,Wale Featuring Jeremih & Rick Ross,61,49,13,12-10-2011
68,International Love,Pitbull Featuring Chris Brown,79,59,4,12-10-2011
69,Blackout,Breathe Carolina,87,69,4,12-10-2011
70,Heartbeat,The Fray,68,43,6,12-10-2011
71,Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,65,32,19,12-10-2011
72,I Got You,Thompson Square,71,71,15,12-10-2011
73,Strange Clouds,B.o.B Featuring Lil Wayne,82,7,9,12-10-2011
74,I Like How It Feels,Enrique Iglesias Featuring Pitbull & The WAV.s,,74,2,12-10-2011
75,Levels,Avicii,66,66,2,12-10-2011
76,I'm Gonna Love You Through It,Martina McBride,76,61,8,12-10-2011
77,Countdown,Beyonce,73,71,7,12-10-2011
78,Crawling Back To You,Daughtry,,41,7,12-10-2011
79,Shake It Out,Florence + The Machine,90,79,5,12-10-2011
80,One More Drinkin' Song,Jerrod Niemann,77,72,18,12-10-2011
81,Ours,Taylor Swift,56,13,3,12-10-2011
82,Rumour Has It,Adele,60,60,5,12-10-2011
83,Body 2 Body,Ace Hood Featuring Chris Brown,75,65,11,12-10-2011
84,You The Boss,Rick Ross Featuring Nicki Minaj,83,83,6,12-10-2011
85,Strip,Chris Brown Featuring Kevin K-MAC McCall,,85,1,12-10-2011
86,Cheers (Drink To That),Rihanna,78,7,18,12-10-2011
87,Reality,Kenny Chesney,93,87,4,12-10-2011
88,Sail,AWOLNATION,84,82,15,12-10-2011
89,Lullaby,Nickelback,,89,1,12-10-2011
90,Rain Over Me,Pitbull Featuring Marc Anthony,,30,19,12-10-2011
91,Home,Dierks Bentley,85,70,3,12-10-2011
92,Lonely Boy,The Black Keys,94,91,3,12-10-2011
93,The Trouble With Girls,Scotty McCreery,,84,3,12-10-2011
94,Rack City,Tyga,,94,1,12-10-2011
95,I Got Nothin',Darius Rucker,98,84,10,12-10-2011
96,Tonight Is The Night,Outasight,,96,1,12-10-2011
97,Otis,Jay Z Kanye West Featuring Otis Redding,88,12,19,12-10-2011
98,Storm Warning,Hunter Hayes,,98,2,12-10-2011
99,Promise,Romeo Santos Featuring Usher,91,83,6,12-10-2011
100,El Verdadero Amor Perdona,Mana Featuring Prince Royce,,100,1,12-10-2011
1,We Found Love,Rihanna Featuring Calvin Harris,1,1,9,12-03-2011
2,Sexy And I Know It,LMFAO,2,2,12,12-03-2011
3,Someone Like You,Adele,3,1,20,12-03-2011
4,Without You,David Guetta Featuring Usher,4,4,12,12-03-2011
5,It Will Rain,Bruno Mars,9,5,8,12-03-2011
6,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,5,1,22,12-03-2011
7,Good Feeling,Flo Rida,8,7,8,12-03-2011
8,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,6,4,23,12-03-2011
9,Take Care,Drake Featuring Rihanna,,9,1,12-03-2011
10,The One That Got Away,Katy Perry,15,10,6,12-03-2011
11,Rumour Has It / Someone Like You,Glee Cast,,11,1,12-03-2011
12,Pumped Up Kicks,Foster The People,7,3,30,12-03-2011
13,You Make Me Feel...,Cobra Starship Featuring Sabi,11,7,19,12-03-2011
14,You Da One,Rihanna,73,14,2,12-03-2011
15,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,12,11,8,12-03-2011
16,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,14,1,35,12-03-2011
