Position,Title,Artist,Last Week,Peak Position,Weeks on Chart,Chart Date
85,Dem Jeans,Chingy Featuring Jermaine Dupri,67,59,7,12-30-2006
86,Throw Some D's,Rich Boy Featuring Polow Da Don,100,86,2,12-30-2006
87,I Loved Her First,Heartland,80,34,19,12-30-2006
88,Love Like Winter,AFI,,88,1,12-30-2006
89,Let's Ride,The Game,65,46,5,12-30-2006
90,Ladies Love Country Boys,Trace Adkins,90,90,2,12-30-2006
91,Lost Without U,Robin Thicke,92,91,2,12-30-2006
92,Nothing Left To Lose,Mat Kearney,91,91,8,12-30-2006
93,The Sweet Escape,Gwen Stefani Featuring Akon,,93,1,12-30-2006
94,Red High Heels,Kellie Pickler,98,94,3,12-30-2006
95,I'll Be Home For Christmas (Live),Josh Groban,,95,1,12-30-2006
96,Ay Chico (Lengua Afuera),Pitbull,93,92,4,12-30-2006
97,Little Bit Of Life,Craig Morgan,94,94,3,12-30-2006
98,Fidelity,Regina Spektor,,98,1,12-30-2006
99,One Wing In The Fire,Trent Tomlinson,96,96,2,12-30-2006
100,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,,100,1,12-30-2006
1,Irreplaceable,Beyonce,1,1,8,12-23-2006
2,I Wanna Love You,Akon Featuring Snoop Dogg,2,1,11,12-23-2006
3,Fergalicious,Fergie,4,3,12,12-23-2006
4,Smack That,Akon Featuring Eminem,3,2,12,12-23-2006
5,My Love,Justin Timberlake Featuring T.I.,5,1,14,12-23-2006
6,Say It Right,Nelly Furtado,12,6,5,12-23-2006
7,Wind It Up,Gwen Stefani,6,6,6,12-23-2006
8,We Fly High,Jim Jones,10,8,10,12-23-2006
9,How To Save A Life,The Fray,7,3,35,12-23-2006
10,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,9,9,10,12-23-2006
11,Lips Of An Angel,Hinder,8,3,22,12-23-2006
12,You Don't Know,"Eminem, 50 Cent, Lloyd Banks & Ca$his",,12,1,12-23-2006
13,Money Maker,Ludacris Featuring Pharrell,11,1,18,12-23-2006
14,Promise,Ciara,23,14,5,12-23-2006
15,Walk It Out,Unk,14,14,14,12-23-2006
16,It Ends Tonight,The All-American Rejects,15,11,11,12-23-2006
17,Keep Holding On,Avril Lavigne,22,17,2,12-23-2006
18,SexyBack,Justin Timberlake,18,1,23,12-23-2006
19,Chasing Cars,Snow Patrol,13,5,30,12-23-2006
20,Far Away,Nickelback,16,8,21,12-23-2006
21,Hurt,Christina Aguilera,19,19,11,12-23-2006
22,I Luv It,Young Jeezy,39,22,4,12-23-2006
23,Say Goodbye,Chris Brown,17,10,18,12-23-2006
24,Before He Cheats,Carrie Underwood,21,16,15,12-23-2006
25,That's That,Snoop Dogg Featuring R. Kelly,20,20,4,12-23-2006
26,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,24,24,10,12-23-2006
27,Welcome To The Black Parade,My Chemical Romance,29,13,13,12-23-2006
28,Money In The Bank,Lil Scrappy Featuring Young Buck,31,28,13,12-23-2006
29,Waiting On The World To Change,John Mayer,27,20,22,12-23-2006
30,Make It Rain,Fat Joe Featuring Lil Wayne,33,30,6,12-23-2006
31,Call Me When You're Sober,Evanescence,26,10,17,12-23-2006
32,You,Lloyd Featuring Lil Wayne,61,32,5,12-23-2006
33,My Wish,Rascal Flatts,32,28,14,12-23-2006
34,Too Little Too Late,JoJo,28,3,17,12-23-2006
35,She's Everything,Brad Paisley,35,35,10,12-23-2006
36,Stuntin' Like My Daddy,Birdman & Lil Wayne,30,21,15,12-23-2006
37,Show Me What You Got,JAY-Z,25,8,10,12-23-2006
38,Want To,Sugarland,36,32,12,12-23-2006
39,Wait A Minute,The Pussycat Dolls Featuring Timbaland,40,39,5,12-23-2006
40,My Little Girl,Tim McGraw,38,35,13,12-23-2006
41,Runaway Love,Ludacris Featuring Mary J. Blige,53,41,4,12-23-2006
42,Get Up,Ciara Featuring Chamillionaire,42,7,20,12-23-2006
43,Come To Me,Diddy Featuring Nicole Scherzinger,34,9,15,12-23-2006
44,Through Glass,Stone Sour,45,44,19,12-23-2006
45,Watching You,Rodney Atkins,48,45,6,12-23-2006
46,Tim McGraw,Taylor Swift,44,44,14,12-23-2006
47,London Bridge,Fergie,49,1,21,12-23-2006
48,Unappreciated,Cherish,41,41,11,12-23-2006
49,Tell Me,Diddy Featuring Christina Aguilera,50,49,8,12-23-2006
50,What Hurts The Most,Rascal Flatts,47,6,45,12-23-2006
51,It's Not Over,Daughtry,51,51,3,12-23-2006
52,When You Were Young,The Killers,52,14,18,12-23-2006
53,Show Stopper,Danity Kane,37,8,17,12-23-2006
54,A Great Big Sled,The Killers Featuring Toni Halliday,,54,1,12-23-2006
55,You Save Me,Kenny Chesney,43,41,15,12-23-2006
56,Snow ((Hey Oh)),Red Hot Chili Peppers,67,56,4,12-23-2006
57,White & Nerdy,"""Weird Al"" Yankovic",55,9,11,12-23-2006
58,It Just Comes Natural,George Strait,58,58,6,12-23-2006
59,Upgrade U,Beyonce Featuring Jay Z,64,59,6,12-23-2006
60,Some People Change,Montgomery Gentry,57,57,9,12-23-2006
61,Maneater,Nelly Furtado,54,16,13,12-23-2006
62,Come Back To Me,Vanessa Hudgens,59,55,13,12-23-2006
63,Break It Off,Rihanna & Sean Paul,71,63,3,12-23-2006
64,What Goes Around...Comes Around,Justin Timberlake,,64,1,12-23-2006
65,Let's Ride,The Game,56,46,4,12-23-2006
66,Lost One,Jay-Z Featuring Chrisette Michele,,66,1,12-23-2006
67,Dem Jeans,Chingy Featuring Jermaine Dupri,62,59,6,12-23-2006
68,Amarillo Sky,Jason Aldean,69,68,9,12-23-2006
69,Ice Box,Omarion,81,69,2,12-23-2006
70,Anna-Molly,Incubus,66,66,2,12-23-2006
71,The Saints Are Coming,U2 & Green Day,60,51,4,12-23-2006
72,Streetcorner Symphony,Rob Thomas,65,64,11,12-23-2006
73,Poppin',Chris Brown Featuring Jay Biz,82,73,2,12-23-2006
74,Boston,Augustana,70,54,10,12-23-2006
75,Here (In Your Arms),Hellogoodbye,73,62,6,12-23-2006
76,Hip Hop Is Dead,Nas Featuring will.i.am,,76,1,12-23-2006
77,Rockstar,Nickelback,74,74,11,12-23-2006
78,River,Sarah McLachlan,,78,1,12-23-2006
79,Chain Hang Low,Jibbs,63,7,19,12-23-2006
80,I Loved Her First,Heartland,68,34,18,12-23-2006
81,Zoom,Lil' Boosie Featuring Yung Joc,78,78,2,12-23-2006
82,Take Me As I Am,Mary J. Blige,72,58,12,12-23-2006
83,Face Down,The Red Jumpsuit Apparatus,76,76,18,12-23-2006
84,Mountains,Lonestar,77,77,11,12-23-2006
85,Into The Ocean,Blue October,,85,1,12-23-2006
86,Pain,Three Days Grace,98,86,2,12-23-2006
87,Here It Goes Again,OK Go,75,38,15,12-23-2006
88,Top Back,T.I.,,88,1,12-23-2006
89,Tu Recuerdo,Ricky Martin Featuring La Mari De Chambao Y Tommy Torres,96,89,2,12-23-2006
90,Ladies Love Country Boys,Trace Adkins,,90,1,12-23-2006
91,Nothing Left To Lose,Mat Kearney,,91,7,12-23-2006
92,Lost Without U,Robin Thicke,,92,1,12-23-2006
93,Ay Chico (Lengua Afuera),Pitbull,92,92,3,12-23-2006
94,Little Bit Of Life,Craig Morgan,100,94,2,12-23-2006
95,Stupid Boy,Keith Urban,,95,1,12-23-2006
96,One Wing In The Fire,Trent Tomlinson,,96,1,12-23-2006
97,The Diary Of Jane,Breaking Benjamin,93,50,20,12-23-2006
98,Red High Heels,Kellie Pickler,,98,2,12-23-2006
99,Give It Away,George Strait,91,35,19,12-23-2006
100,Throw Some D's,Rich Boy Featuring Polow Da Don,,100,1,12-23-2006
1,Irreplaceable,Beyonce,2,1,7,12-16-2006
2,I Wanna Love You,Akon Featuring Snoop Dogg,1,1,10,12-16-2006
3,Smack That,Akon Featuring Eminem,3,2,11,12-16-2006
4,Fergalicious,Fergie,10,3,11,12-16-2006
5,My Love,Justin Timberlake Featuring T.I.,4,1,13,12-16-2006
6,Wind It Up,Gwen Stefani,7,6,5,12-16-2006
7,How To Save A Life,The Fray,5,3,34,12-16-2006
8,Lips Of An Angel,Hinder,6,3,21,12-16-2006
9,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,11,9,9,12-16-2006
10,We Fly High,Jim Jones,12,10,9,12-16-2006
11,Money Maker,Ludacris Featuring Pharrell,8,1,17,12-16-2006
12,Say It Right,Nelly Furtado,25,12,4,12-16-2006
13,Chasing Cars,Snow Patrol,9,5,29,12-16-2006
14,Walk It Out,Unk,18,14,13,12-16-2006
15,It Ends Tonight,The All-American Rejects,15,11,10,12-16-2006
16,Far Away,Nickelback,17,8,20,12-16-2006
17,Say Goodbye,Chris Brown,16,10,17,12-16-2006
18,SexyBack,Justin Timberlake,14,1,22,12-16-2006
19,Hurt,Christina Aguilera,21,19,10,12-16-2006
20,That's That,Snoop Dogg Featuring R. Kelly,20,20,3,12-16-2006
21,Before He Cheats,Carrie Underwood,19,16,14,12-16-2006
22,Keep Holding On,Avril Lavigne,,22,1,12-16-2006
23,Promise,Ciara,31,23,4,12-16-2006
24,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,28,24,9,12-16-2006
25,Show Me What You Got,JAY-Z,13,8,9,12-16-2006
26,Call Me When You're Sober,Evanescence,24,10,16,12-16-2006
27,Waiting On The World To Change,John Mayer,23,20,21,12-16-2006
28,Too Little Too Late,JoJo,22,3,16,12-16-2006
29,Welcome To The Black Parade,My Chemical Romance,30,13,12,12-16-2006
30,Stuntin' Like My Daddy,Birdman & Lil Wayne,27,21,14,12-16-2006
31,Money In The Bank,Lil Scrappy Featuring Young Buck,32,29,12,12-16-2006
32,My Wish,Rascal Flatts,33,28,13,12-16-2006
33,Make It Rain,Fat Joe Featuring Lil Wayne,40,33,5,12-16-2006
34,Come To Me,Diddy Featuring Nicole Scherzinger,26,9,14,12-16-2006
35,She's Everything,Brad Paisley,37,35,9,12-16-2006
36,Want To,Sugarland,35,32,11,12-16-2006
37,Show Stopper,Danity Kane,29,8,16,12-16-2006
38,My Little Girl,Tim McGraw,39,35,12,12-16-2006
39,I Luv It,Young Jeezy,84,39,3,12-16-2006
40,Wait A Minute,The Pussycat Dolls Featuring Timbaland,41,40,4,12-16-2006
41,Unappreciated,Cherish,47,41,10,12-16-2006
42,Get Up,Ciara Featuring Chamillionaire,34,7,19,12-16-2006
43,You Save Me,Kenny Chesney,43,41,14,12-16-2006
44,Tim McGraw,Taylor Swift,45,44,13,12-16-2006
45,Through Glass,Stone Sour,49,45,18,12-16-2006
46,Buttons,The Pussycat Dolls Featuring Snoop Dogg,36,3,30,12-16-2006
47,What Hurts The Most,Rascal Flatts,38,6,44,12-16-2006
48,Watching You,Rodney Atkins,56,48,5,12-16-2006
49,London Bridge,Fergie,75,1,20,12-16-2006
50,Tell Me,Diddy Featuring Christina Aguilera,52,50,7,12-16-2006
51,It's Not Over,Daughtry,65,51,2,12-16-2006
52,When You Were Young,The Killers,48,14,17,12-16-2006
53,Runaway Love,Ludacris Featuring Mary J. Blige,69,53,3,12-16-2006
54,Maneater,Nelly Furtado,53,16,12,12-16-2006
55,White & Nerdy,"""Weird Al"" Yankovic",42,9,10,12-16-2006
56,Let's Ride,The Game,54,46,3,12-16-2006
57,Some People Change,Montgomery Gentry,60,57,8,12-16-2006
58,It Just Comes Natural,George Strait,63,58,5,12-16-2006
59,Come Back To Me,Vanessa Hudgens,55,55,12,12-16-2006
60,The Saints Are Coming,U2 & Green Day,51,51,3,12-16-2006
61,You,Lloyd Featuring Lil Wayne,74,61,4,12-16-2006
62,Dem Jeans,Chingy Featuring Jermaine Dupri,59,59,5,12-16-2006
63,Chain Hang Low,Jibbs,50,7,18,12-16-2006
64,Upgrade U,Beyonce Featuring Jay Z,78,64,5,12-16-2006
65,Streetcorner Symphony,Rob Thomas,64,64,10,12-16-2006
66,Anna-Molly,Incubus,,66,1,12-16-2006
67,Snow ((Hey Oh)),Red Hot Chili Peppers,92,67,3,12-16-2006
68,I Loved Her First,Heartland,57,34,17,12-16-2006
69,Amarillo Sky,Jason Aldean,73,69,8,12-16-2006
70,Boston,Augustana,66,54,9,12-16-2006
71,Break It Off,Rihanna & Sean Paul,95,71,2,12-16-2006
72,Take Me As I Am,Mary J. Blige,68,58,11,12-16-2006
73,Here (In Your Arms),Hellogoodbye,62,62,5,12-16-2006
74,Rockstar,Nickelback,77,74,10,12-16-2006
75,Here It Goes Again,OK Go,80,38,14,12-16-2006
76,Face Down,The Red Jumpsuit Apparatus,93,76,17,12-16-2006
77,Mountains,Lonestar,82,77,10,12-16-2006
78,Zoom,Lil' Boosie Featuring Yung Joc,,78,1,12-16-2006
79,Gallery,Mario Vazquez,61,35,20,12-16-2006
80,About Us,Brooke Hogan Featuring Paul Wall,58,33,17,12-16-2006
81,Ice Box,Omarion,,81,1,12-16-2006
82,Poppin',Chris Brown Featuring Jay Biz,,82,1,12-16-2006
83,Hate (I Really Don't Like You),Plain White T's,72,68,5,12-16-2006
84,Ser O Parecer,RBD,,84,1,12-16-2006
85,Dangerous,Ying Yang Twins Featuring Wyclef,,85,1,12-16-2006
86,Push It,Rick Ross,76,57,14,12-16-2006
87,Once In A Lifetime,Keith Urban,67,31,14,12-16-2006
88,The Kill (Bury Me),Thirty Seconds To Mars,83,65,20,12-16-2006
89,S.E.X.,Lyfe Jennings,88,37,20,12-16-2006
90,Tu Amor,RBD,81,65,7,12-16-2006
91,Give It Away,George Strait,87,35,18,12-16-2006
92,Ay Chico (Lengua Afuera),Pitbull,97,92,2,12-16-2006
93,The Diary Of Jane,Breaking Benjamin,94,50,19,12-16-2006
94,I Call It Love,Lionel Richie,90,62,20,12-16-2006
95,Ring The Alarm,Beyonce,71,11,13,12-16-2006
96,Tu Recuerdo,Ricky Martin Featuring La Mari De Chambao Y Tommy Torres,,96,1,12-16-2006
97,You Know My Name,Chris Cornell,79,79,2,12-16-2006
98,Pain,Three Days Grace,,98,1,12-16-2006
99,Tell Me Baby,Red Hot Chili Peppers,89,50,16,12-16-2006
100,Little Bit Of Life,Craig Morgan,,100,1,12-16-2006
1,I Wanna Love You,Akon Featuring Snoop Dogg,1,1,9,12-09-2006
2,Irreplaceable,Beyonce,3,2,6,12-09-2006
3,Smack That,Akon Featuring Eminem,2,2,10,12-09-2006
4,My Love,Justin Timberlake Featuring T.I.,4,1,12,12-09-2006
5,How To Save A Life,The Fray,8,3,33,12-09-2006
6,Lips Of An Angel,Hinder,6,3,20,12-09-2006
7,Wind It Up,Gwen Stefani,25,7,4,12-09-2006
8,Money Maker,Ludacris Featuring Pharrell,7,1,16,12-09-2006
9,Chasing Cars,Snow Patrol,9,5,28,12-09-2006
10,Fergalicious,Fergie,5,3,10,12-09-2006
11,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,10,10,8,12-09-2006
12,We Fly High,Jim Jones,16,12,8,12-09-2006
13,Show Me What You Got,JAY-Z,13,8,8,12-09-2006
14,SexyBack,Justin Timberlake,11,1,21,12-09-2006
15,It Ends Tonight,The All-American Rejects,12,11,9,12-09-2006
16,Say Goodbye,Chris Brown,14,10,16,12-09-2006
17,Far Away,Nickelback,15,8,19,12-09-2006
18,Walk It Out,Unk,18,18,12,12-09-2006
19,Before He Cheats,Carrie Underwood,19,16,13,12-09-2006
20,That's That,Snoop Dogg Featuring R. Kelly,85,20,2,12-09-2006
21,Hurt,Christina Aguilera,23,21,9,12-09-2006
22,Too Little Too Late,JoJo,17,3,15,12-09-2006
23,Waiting On The World To Change,John Mayer,22,20,20,12-09-2006
24,Call Me When You're Sober,Evanescence,20,10,15,12-09-2006
25,Say It Right,Nelly Furtado,66,25,3,12-09-2006
26,Come To Me,Diddy Featuring Nicole Scherzinger,21,9,13,12-09-2006
27,Stuntin' Like My Daddy,Birdman & Lil Wayne,24,21,13,12-09-2006
28,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,30,28,8,12-09-2006
29,Show Stopper,Danity Kane,26,8,15,12-09-2006
30,Welcome To The Black Parade,My Chemical Romance,27,13,11,12-09-2006
31,Promise,Ciara,34,31,3,12-09-2006
32,Money In The Bank,Lil Scrappy Featuring Young Buck,29,29,11,12-09-2006
33,My Wish,Rascal Flatts,31,28,12,12-09-2006
34,Get Up,Ciara Featuring Chamillionaire,28,7,18,12-09-2006
35,Want To,Sugarland,33,32,10,12-09-2006
36,Buttons,The Pussycat Dolls Featuring Snoop Dogg,37,3,29,12-09-2006
37,She's Everything,Brad Paisley,35,35,8,12-09-2006
38,What Hurts The Most,Rascal Flatts,40,6,43,12-09-2006
39,My Little Girl,Tim McGraw,38,35,11,12-09-2006
40,Make It Rain,Fat Joe Featuring Lil Wayne,47,40,4,12-09-2006
41,Wait A Minute,The Pussycat Dolls Featuring Timbaland,53,41,3,12-09-2006
42,White & Nerdy,"""Weird Al"" Yankovic",36,9,9,12-09-2006
43,You Save Me,Kenny Chesney,41,41,13,12-09-2006
44,Over My Head (Cable Car),The Fray,42,8,42,12-09-2006
45,Tim McGraw,Taylor Swift,48,45,12,12-09-2006
46,Suddenly I See,KT Tunstall,45,45,20,12-09-2006
47,Unappreciated,Cherish,50,47,9,12-09-2006
48,When You Were Young,The Killers,39,14,16,12-09-2006
49,Through Glass,Stone Sour,51,49,17,12-09-2006
50,Chain Hang Low,Jibbs,44,7,17,12-09-2006
51,The Saints Are Coming,U2 & Green Day,65,51,2,12-09-2006
52,Tell Me,Diddy Featuring Christina Aguilera,55,52,6,12-09-2006
53,Maneater,Nelly Furtado,52,16,11,12-09-2006
54,Let's Ride,The Game,46,46,2,12-09-2006
55,Come Back To Me,Vanessa Hudgens,61,55,11,12-09-2006
56,Watching You,Rodney Atkins,62,56,4,12-09-2006
57,I Loved Her First,Heartland,56,34,16,12-09-2006
58,About Us,Brooke Hogan Featuring Paul Wall,58,33,16,12-09-2006
59,Dem Jeans,Chingy Featuring Jermaine Dupri,69,59,4,12-09-2006
60,Some People Change,Montgomery Gentry,64,60,7,12-09-2006
61,Gallery,Mario Vazquez,57,35,19,12-09-2006
62,Here (In Your Arms),Hellogoodbye,83,62,4,12-09-2006
63,It Just Comes Natural,George Strait,73,63,4,12-09-2006
64,Streetcorner Symphony,Rob Thomas,68,64,9,12-09-2006
65,It's Not Over,Daughtry,,65,1,12-09-2006
66,Boston,Augustana,67,54,8,12-09-2006
67,Once In A Lifetime,Keith Urban,49,31,13,12-09-2006
68,Take Me As I Am,Mary J. Blige,60,58,10,12-09-2006
69,Runaway Love,Ludacris Featuring Mary J. Blige,91,69,2,12-09-2006
70,Love Me Or Hate Me (F**k You!!!!),Lady Sovereign,54,45,7,12-09-2006
71,Ring The Alarm,Beyonce,59,11,12,12-09-2006
72,Hate (I Really Don't Like You),Plain White T's,70,68,4,12-09-2006
73,Amarillo Sky,Jason Aldean,80,73,7,12-09-2006
74,You,Lloyd Featuring Lil Wayne,86,74,3,12-09-2006
75,London Bridge,Fergie,32,1,19,12-09-2006
76,Push It,Rick Ross,63,57,13,12-09-2006
77,Rockstar,Nickelback,77,76,9,12-09-2006
78,Upgrade U,Beyonce Featuring Jay Z,84,78,4,12-09-2006
79,You Know My Name,Chris Cornell,,79,1,12-09-2006
80,Here It Goes Again,OK Go,74,38,13,12-09-2006
81,Tu Amor,RBD,72,65,6,12-09-2006
82,Mountains,Lonestar,82,82,9,12-09-2006
83,The Kill (Bury Me),Thirty Seconds To Mars,87,65,19,12-09-2006
84,I Luv It,Young Jeezy,100,84,2,12-09-2006
85,Need A Boss,Shareefa Featuring Ludacris,78,62,18,12-09-2006
86,Every Mile A Memory,Dierks Bentley,75,48,16,12-09-2006
87,Give It Away,George Strait,79,35,17,12-09-2006
88,S.E.X.,Lyfe Jennings,81,37,19,12-09-2006
89,Tell Me Baby,Red Hot Chili Peppers,88,50,15,12-09-2006
90,I Call It Love,Lionel Richie,76,62,19,12-09-2006
91,It's Okay (One Blood),The Game Featuring Junior Reid,71,71,15,12-09-2006
92,Snow ((Hey Oh)),Red Hot Chili Peppers,,92,2,12-09-2006
93,Face Down,The Red Jumpsuit Apparatus,98,76,16,12-09-2006
94,The Diary Of Jane,Breaking Benjamin,90,50,18,12-09-2006
95,Break It Off,Rihanna & Sean Paul,,95,1,12-09-2006
96,Greatest Time Of Year,Aly & AJ,,96,1,12-09-2006
97,Ay Chico (Lengua Afuera),Pitbull,,97,1,12-09-2006
98,Kingdom Come,JAY-Z,,98,1,12-09-2006
99,Save Room,John Legend,93,61,5,12-09-2006
100,Chicken Noodle Soup.,Webstar & Young B Featuring The Voice Of Harlem,94,45,12,12-09-2006
1,I Wanna Love You,Akon Featuring Snoop Dogg,17,1,8,12-02-2006
2,Smack That,Akon Featuring Eminem,2,2,9,12-02-2006
3,Irreplaceable,Beyonce,4,3,5,12-02-2006
4,My Love,Justin Timberlake Featuring T.I.,1,1,11,12-02-2006
5,Fergalicious,Fergie,3,3,9,12-02-2006
6,Lips Of An Angel,Hinder,5,3,19,12-02-2006
7,Money Maker,Ludacris Featuring Pharrell,6,1,15,12-02-2006
8,How To Save A Life,The Fray,7,3,32,12-02-2006
9,Chasing Cars,Snow Patrol,9,5,27,12-02-2006
10,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,14,10,7,12-02-2006
11,SexyBack,Justin Timberlake,10,1,20,12-02-2006
12,It Ends Tonight,The All-American Rejects,11,11,8,12-02-2006
13,Show Me What You Got,JAY-Z,8,8,7,12-02-2006
14,Say Goodbye,Chris Brown,12,10,15,12-02-2006
15,Far Away,Nickelback,13,8,18,12-02-2006
16,We Fly High,Jim Jones,19,16,7,12-02-2006
17,Too Little Too Late,JoJo,15,3,14,12-02-2006
18,Walk It Out,Unk,21,18,11,12-02-2006
19,Before He Cheats,Carrie Underwood,16,16,12,12-02-2006
20,Call Me When You're Sober,Evanescence,22,10,14,12-02-2006
21,Come To Me,Diddy Featuring Nicole Scherzinger,20,9,12,12-02-2006
22,Waiting On The World To Change,John Mayer,27,20,19,12-02-2006
23,Hurt,Christina Aguilera,23,22,8,12-02-2006
24,Stuntin' Like My Daddy,Birdman & Lil Wayne,24,21,12,12-02-2006
25,Wind It Up,Gwen Stefani,36,25,3,12-02-2006
26,Show Stopper,Danity Kane,18,8,14,12-02-2006
