Position,Title,Artist,Last Week,Peak Position,Weeks on Chart,Chart Date
66,"Me, Myself & I",G-Eazy x Bebe Rexha,85,66,5,12-19-2015
67,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",56,12,15,12-19-2015
68,Big Rings,Drake & Future,75,52,11,12-19-2015
69,When We Were Young,Adele,22,22,2,12-19-2015
70,My House,Flo Rida,83,70,4,12-19-2015
71,Smoke Break,Carrie Underwood,59,43,15,12-19-2015
72,Cake By The Ocean,DNCE,86,72,7,12-19-2015
73,Back To Back,Drake,67,21,18,12-19-2015
74,Purpose,Justin Bieber,62,43,3,12-19-2015
75,Strip It Down,Luke Bryan,65,30,18,12-19-2015
76,Come Get Her,Rae Sremmurd,64,56,12,12-19-2015
77,I Got The Boy,Jana Kramer,81,77,8,12-19-2015
78,Top Of The World,Tim McGraw,82,78,8,12-19-2015
79,I Love This Life,LOCASH,88,79,6,12-19-2015
80,Mark My Words,Justin Bieber,60,42,3,12-19-2015
81,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,76,63,12,12-19-2015
82,Liquor,Chris Brown,84,60,14,12-19-2015
83,Company,Justin Bieber,73,53,3,12-19-2015
84,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,97,84,2,12-19-2015
85,Stand By You,Rachel Platten,91,85,3,12-19-2015
86,Best Friend,Young Thug,98,86,2,12-19-2015
87,Down In The DM,Yo Gotti Featuring Nicki Minaj,,87,1,12-19-2015
88,No Pressure,Justin Bieber Featuring Big Sean,74,49,3,12-19-2015
89,One Call Away,Charlie Puth,,89,1,12-19-2015
90,No Sense,Justin Bieber Featuring Travi$ Scott,78,54,3,12-19-2015
91,Dibs,Kelsea Ballerini,94,90,5,12-19-2015
92,I'd Just Love To Lay You Down,Barrett Baber,,92,1,12-19-2015
93,Right Hand,Drake,92,58,12,12-19-2015
94,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,99,84,5,12-19-2015
95,Irresistible,Fall Out Boy,,77,3,12-19-2015
96,New Americana,Halsey,,87,10,12-19-2015
97,Daddy,PSY Featuring CL,,97,1,12-19-2015
98,Girls Just Want To Have Fun,Madi Davis,,98,1,12-19-2015
99,Let Me See Ya Girl,Cole Swindell,90,59,18,12-19-2015
100,Already Callin' You Mine,Parmalee,,96,2,12-19-2015
1,Hello,Adele,1,1,5,12-12-2015
2,Sorry,Justin Bieber,2,2,5,12-12-2015
3,Hotline Bling,Drake,3,2,17,12-12-2015
4,What Do You Mean?,Justin Bieber,5,1,13,12-12-2015
5,The Hills,The Weeknd,6,1,27,12-12-2015
6,Stitches,Shawn Mendes,7,4,27,12-12-2015
7,Love Yourself,Justin Bieber,4,4,2,12-12-2015
8,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,11,8,21,12-12-2015
9,679,Fetty Wap Featuring Remy Boyz,8,4,22,12-12-2015
10,Here,Alessia Cara,10,10,17,12-12-2015
11,Same Old Love,Selena Gomez,13,11,11,12-12-2015
12,Ex's & Oh's,Elle King,12,10,21,12-12-2015
13,Wildest Dreams,Taylor Swift,9,5,14,12-12-2015
14,Watch Me,Silento,18,3,40,12-12-2015
15,On My Mind,Ellie Goulding,15,15,10,12-12-2015
16,Focus,Ariana Grande,14,7,4,12-12-2015
17,Can't Feel My Face,The Weeknd,17,1,25,12-12-2015
18,Jumpman,Drake & Future,16,12,10,12-12-2015
19,Lean On,Major Lazer & DJ Snake Featuring MO,21,4,34,12-12-2015
20,Antidote,Travis Scott,23,20,12,12-12-2015
21,Uptown Funk!,Mark Ronson Featuring Bruno Mars,24,1,55,12-12-2015
22,When We Were Young,Adele,,22,1,12-12-2015
23,Hit The Quan,iLoveMemphis,27,15,15,12-12-2015
24,Locked Away,R. City Featuring Adam Levine,20,6,19,12-12-2015
25,White Iverson,Post Malone,28,25,12,12-12-2015
26,Trap Queen,Fetty Wap,29,2,45,12-12-2015
27,Perfect,One Direction,37,10,6,12-12-2015
28,Confident,Demi Lovato,36,28,8,12-12-2015
29,Die A Happy Man,Thomas Rhett,25,25,10,12-12-2015
30,Drag Me Down,One Direction,40,3,17,12-12-2015
31,I'll Show You,Justin Bieber,19,19,4,12-12-2015
32,Where Are U Now,Skrillex & Diplo With Justin Bieber,34,8,39,12-12-2015
33,Don't,Bryson Tiller,38,33,9,12-12-2015
34,Where Ya At,Future Featuring Drake,35,28,19,12-12-2015
35,My Way,Fetty Wap Featuring Monty,39,7,21,12-12-2015
36,See You Again,Wiz Khalifa Featuring Charlie Puth,41,1,38,12-12-2015
37,Say It,Tory Lanez,51,37,6,12-12-2015
38,Renegades,X Ambassadors,26,17,33,12-12-2015
39,Break Up In A Small Town,Sam Hunt,44,39,8,12-12-2015
40,Good For You,Selena Gomez Featuring A$AP Rocky,32,5,23,12-12-2015
41,I'm Comin' Over,Chris Young,33,33,22,12-12-2015
42,Again,Fetty Wap,45,33,16,12-12-2015
43,Cheerleader,OMI,47,1,32,12-12-2015
44,No Role Modelz,J. Cole,52,44,15,12-12-2015
45,Do It Like Me,DLOW,59,45,3,12-12-2015
46,The Feeling,Justin Bieber Featuring Halsey,31,31,2,12-12-2015
47,Back Up,DeJ Loaf Featuring Big Sean,55,47,8,12-12-2015
48,Photograph,Ed Sheeran,46,10,29,12-12-2015
49,Burning House,Cam,58,49,20,12-12-2015
50,Lay It All On Me,Rudimental Featuring Ed Sheeran,50,48,8,12-12-2015
51,Roses,The Chainsmokers Featuring Rozes,62,51,6,12-12-2015
52,How Deep Is Your Love,Calvin Harris & Disciples,48,27,19,12-12-2015
53,Adventure Of A Lifetime,Coldplay,72,53,3,12-12-2015
54,In The Night,The Weeknd,86,54,3,12-12-2015
55,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,97,55,2,12-12-2015
56,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",57,12,14,12-12-2015
57,Stressed Out,twenty one pilots,69,57,10,12-12-2015
58,Nothin' Like You,Dan + Shay,60,58,16,12-12-2015
59,Smoke Break,Carrie Underwood,56,43,14,12-12-2015
60,Mark My Words,Justin Bieber,42,42,2,12-12-2015
61,Hide Away,Daya,75,61,10,12-12-2015
62,Purpose,Justin Bieber,43,43,2,12-12-2015
63,Gonna,Blake Shelton,61,59,11,12-12-2015
64,Come Get Her,Rae Sremmurd,65,56,11,12-12-2015
65,Strip It Down,Luke Bryan,70,30,17,12-12-2015
66,The Fix,Nelly Featuring Jeremih,71,66,9,12-12-2015
67,Back To Back,Drake,68,21,17,12-12-2015
68,Gonna Know We Were Here,Jason Aldean,73,63,7,12-12-2015
69,Stay A Little Longer,Brothers Osborne,77,69,8,12-12-2015
70,Water Under The Bridge,Adele,,70,1,12-12-2015
71,Exchange,Bryson Tiller,78,71,5,12-12-2015
72,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,22,22,3,12-12-2015
73,Company,Justin Bieber,53,53,2,12-12-2015
74,No Pressure,Justin Bieber Featuring Big Sean,49,49,2,12-12-2015
75,Big Rings,Drake & Future,76,52,10,12-12-2015
76,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,63,63,11,12-12-2015
77,Used To Love You,Gwen Stefani,,77,2,12-12-2015
78,No Sense,Justin Bieber Featuring Travi$ Scott,54,54,2,12-12-2015
79,Send My Love (To Your New Lover),Adele,,79,1,12-12-2015
80,Tennessee Whiskey,Chris Stapleton,66,20,4,12-12-2015
81,I Got The Boy,Jana Kramer,82,77,7,12-12-2015
82,Top Of The World,Tim McGraw,85,80,7,12-12-2015
83,My House,Flo Rida,99,83,3,12-12-2015
84,Liquor,Chris Brown,79,60,13,12-12-2015
85,"Me, Myself & I",G-Eazy x Bebe Rexha,89,83,4,12-12-2015
86,Cake By The Ocean,DNCE,93,79,6,12-12-2015
87,Remedy,Adele,,87,1,12-12-2015
88,I Love This Life,LOCASH,92,88,5,12-12-2015
89,Life Is Worth Living,Justin Bieber,67,67,2,12-12-2015
90,Let Me See Ya Girl,Cole Swindell,80,59,17,12-12-2015
91,Stand By You,Rachel Platten,,91,2,12-12-2015
92,Right Hand,Drake,91,58,11,12-12-2015
93,Love Myself,Hailee Steinfeld,84,30,16,12-12-2015
94,Dibs,Kelsea Ballerini,,90,4,12-12-2015
95,Ginza,J Balvin,,84,11,12-12-2015
96,RGF Island,Fetty Wap,95,57,10,12-12-2015
97,Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,,97,1,12-12-2015
98,Best Friend,Young Thug,,98,1,12-12-2015
99,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,,84,4,12-12-2015
100,Rich $ex,Future,,100,1,12-12-2015
1,Hello,Adele,1,1,4,12-05-2015
2,Sorry,Justin Bieber,3,2,4,12-05-2015
3,Hotline Bling,Drake,2,2,16,12-05-2015
4,Love Yourself,Justin Bieber,,4,1,12-05-2015
5,What Do You Mean?,Justin Bieber,6,1,12,12-05-2015
6,The Hills,The Weeknd,4,1,26,12-05-2015
7,Stitches,Shawn Mendes,5,4,26,12-05-2015
8,679,Fetty Wap Featuring Remy Boyz,7,4,21,12-05-2015
9,Wildest Dreams,Taylor Swift,8,5,13,12-05-2015
10,Here,Alessia Cara,11,10,16,12-05-2015
11,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,9,9,20,12-05-2015
12,Ex's & Oh's,Elle King,10,10,20,12-05-2015
13,Same Old Love,Selena Gomez,14,13,10,12-05-2015
14,Focus,Ariana Grande,13,7,3,12-05-2015
15,On My Mind,Ellie Goulding,15,15,9,12-05-2015
16,Jumpman,Drake & Future,16,12,9,12-05-2015
17,Can't Feel My Face,The Weeknd,12,1,24,12-05-2015
18,Watch Me,Silento,18,3,39,12-05-2015
19,I'll Show You,Justin Bieber,27,19,3,12-05-2015
20,Locked Away,R. City Featuring Adam Levine,17,6,18,12-05-2015
21,Lean On,Major Lazer & DJ Snake Featuring MO,19,4,33,12-05-2015
22,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,91,22,2,12-05-2015
23,Antidote,Travis Scott,24,23,11,12-05-2015
24,Uptown Funk!,Mark Ronson Featuring Bruno Mars,36,1,54,12-05-2015
25,Die A Happy Man,Thomas Rhett,25,25,9,12-05-2015
26,Renegades,X Ambassadors,21,17,32,12-05-2015
27,Hit The Quan,iLoveMemphis,23,15,14,12-05-2015
28,White Iverson,Post Malone,28,28,11,12-05-2015
29,Trap Queen,Fetty Wap,22,2,44,12-05-2015
30,Great Is Thy Faithfulness,Jordan Smith,,30,1,12-05-2015
31,The Feeling,Justin Bieber Featuring Halsey,,31,1,12-05-2015
32,Good For You,Selena Gomez Featuring A$AP Rocky,26,5,22,12-05-2015
33,I'm Comin' Over,Chris Young,44,33,21,12-05-2015
34,Where Are U Now,Skrillex & Diplo With Justin Bieber,49,8,38,12-05-2015
35,Where Ya At,Future Featuring Drake,31,28,18,12-05-2015
36,Confident,Demi Lovato,32,31,7,12-05-2015
37,Perfect,One Direction,40,10,5,12-05-2015
38,Don't,Bryson Tiller,42,38,8,12-05-2015
39,My Way,Fetty Wap Featuring Monty,35,7,20,12-05-2015
40,Drag Me Down,One Direction,29,3,16,12-05-2015
41,See You Again,Wiz Khalifa Featuring Charlie Puth,33,1,37,12-05-2015
42,Mark My Words,Justin Bieber,,42,1,12-05-2015
43,Purpose,Justin Bieber,,43,1,12-05-2015
44,Break Up In A Small Town,Sam Hunt,43,42,7,12-05-2015
45,Again,Fetty Wap,41,33,15,12-05-2015
46,Photograph,Ed Sheeran,37,10,28,12-05-2015
47,Cheerleader,OMI,34,1,31,12-05-2015
48,How Deep Is Your Love,Calvin Harris & Disciples,38,27,18,12-05-2015
49,No Pressure,Justin Bieber Featuring Big Sean,,49,1,12-05-2015
50,Lay It All On Me,Rudimental Featuring Ed Sheeran,48,48,7,12-05-2015
51,Say It,Tory Lanez,57,51,5,12-05-2015
52,No Role Modelz,J. Cole,50,50,14,12-05-2015
53,Company,Justin Bieber,,53,1,12-05-2015
54,No Sense,Justin Bieber Featuring Travi$ Scott,,54,1,12-05-2015
55,Back Up,DeJ Loaf Featuring Big Sean,54,54,7,12-05-2015
56,Smoke Break,Carrie Underwood,46,43,13,12-05-2015
57,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",30,12,13,12-05-2015
58,Burning House,Cam,51,50,19,12-05-2015
59,Do It Like Me,DLOW,61,59,2,12-05-2015
60,Nothin' Like You,Dan + Shay,62,60,15,12-05-2015
61,Gonna,Blake Shelton,59,59,10,12-05-2015
62,Roses,The Chainsmokers Featuring Rozes,64,62,5,12-05-2015
63,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,63,63,10,12-05-2015
64,Break Up With Him,Old Dominion,53,44,20,12-05-2015
65,Come Get Her,Rae Sremmurd,58,56,10,12-05-2015
66,Tennessee Whiskey,Chris Stapleton,20,20,3,12-05-2015
67,Life Is Worth Living,Justin Bieber,,67,1,12-05-2015
68,Back To Back,Drake,56,21,16,12-05-2015
69,Stressed Out,twenty one pilots,69,69,9,12-05-2015
70,Strip It Down,Luke Bryan,52,30,16,12-05-2015
71,The Fix,Nelly Featuring Jeremih,66,66,8,12-05-2015
72,Adventure Of A Lifetime,Coldplay,55,55,2,12-05-2015
73,Gonna Know We Were Here,Jason Aldean,74,63,6,12-05-2015
74,Children,Justin Bieber,,74,1,12-05-2015
75,Hide Away,Daya,71,71,9,12-05-2015
76,Big Rings,Drake & Future,70,52,9,12-05-2015
77,Stay A Little Longer,Brothers Osborne,72,72,7,12-05-2015
78,Exchange,Bryson Tiller,76,76,4,12-05-2015
79,Liquor,Chris Brown,68,60,12,12-05-2015
80,Let Me See Ya Girl,Cole Swindell,60,59,16,12-05-2015
81,Been You,Justin Bieber,,81,1,12-05-2015
82,I Got The Boy,Jana Kramer,77,77,6,12-05-2015
83,If I Could Fly,One Direction,,83,1,12-05-2015
84,Love Myself,Hailee Steinfeld,67,30,15,12-05-2015
85,Top Of The World,Tim McGraw,80,80,6,12-05-2015
86,In The Night,The Weeknd,,86,2,12-05-2015
87,Olivia,One Direction,,87,1,12-05-2015
88,We Are,Justin Bieber Featuring Nas,,88,1,12-05-2015
89,"Me, Myself & I",G-Eazy x Bebe Rexha,89,83,3,12-05-2015
90,Get Used To It,Justin Bieber,,90,1,12-05-2015
91,Right Hand,Drake,78,58,10,12-05-2015
92,I Love This Life,LOCASH,90,88,4,12-05-2015
93,Cake By The Ocean,DNCE,86,79,5,12-05-2015
94,A.M.,One Direction,,94,1,12-05-2015
95,RGF Island,Fetty Wap,84,57,9,12-05-2015
96,Temporary Fix,One Direction,,96,1,12-05-2015
97,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,,97,1,12-05-2015
98,Trust,Justin Bieber,,98,1,12-05-2015
99,My House,Flo Rida,96,96,2,12-05-2015
100,Never Enough,One Direction,,100,1,12-05-2015
1,Hello,Adele,1,1,3,11-28-2015
2,Hotline Bling,Drake,2,2,15,11-28-2015
3,Sorry,Justin Bieber,4,2,3,11-28-2015
4,The Hills,The Weeknd,3,1,25,11-28-2015
5,Stitches,Shawn Mendes,6,4,25,11-28-2015
6,What Do You Mean?,Justin Bieber,5,1,11,11-28-2015
7,679,Fetty Wap Featuring Remy Boyz,9,4,20,11-28-2015
8,Wildest Dreams,Taylor Swift,8,5,12,11-28-2015
9,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,10,9,19,11-28-2015
10,Ex's & Oh's,Elle King,12,10,19,11-28-2015
11,Here,Alessia Cara,13,11,15,11-28-2015
12,Can't Feel My Face,The Weeknd,14,1,23,11-28-2015
13,Focus,Ariana Grande,7,7,2,11-28-2015
14,Same Old Love,Selena Gomez,17,14,9,11-28-2015
15,On My Mind,Ellie Goulding,18,15,8,11-28-2015
16,Jumpman,Drake & Future,16,12,8,11-28-2015
17,Locked Away,R. City Featuring Adam Levine,11,6,17,11-28-2015
18,Watch Me,Silento,15,3,38,11-28-2015
19,Lean On,Major Lazer & DJ Snake Featuring MO,19,4,32,11-28-2015
20,Tennessee Whiskey,Chris Stapleton,23,20,2,11-28-2015
21,Renegades,X Ambassadors,20,17,31,11-28-2015
22,Trap Queen,Fetty Wap,24,2,43,11-28-2015
23,Hit The Quan,iLoveMemphis,22,15,13,11-28-2015
24,Antidote,Travis Scott,27,24,10,11-28-2015
25,Die A Happy Man,Thomas Rhett,28,25,8,11-28-2015
26,Good For You,Selena Gomez Featuring A$AP Rocky,25,5,21,11-28-2015
27,I'll Show You,Justin Bieber,51,27,2,11-28-2015
28,White Iverson,Post Malone,36,28,10,11-28-2015
29,Drag Me Down,One Direction,26,3,15,11-28-2015
30,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",21,12,12,11-28-2015
31,Where Ya At,Future Featuring Drake,30,28,17,11-28-2015
32,Confident,Demi Lovato,32,31,6,11-28-2015
33,See You Again,Wiz Khalifa Featuring Charlie Puth,34,1,36,11-28-2015
34,Cheerleader,OMI,31,1,30,11-28-2015
35,My Way,Fetty Wap Featuring Monty,35,7,19,11-28-2015
