Position,Title,Artist,Last Week,Peak Position,Weeks on Chart,Chart Date
71,He Gets That From Me,Reba McEntire,71,71,2,12-25-2004
72,Vitamin R (Leading Us Along),Chevelle,68,68,6,12-25-2004
73,Gasolina,Daddy Yankee,83,73,7,12-25-2004
74,Rich Girl,Gwen Stefani Featuring Eve,,74,1,12-25-2004
75,Come Home Soon,SHeDAISY,75,75,3,12-25-2004
76,Caught Up,Usher,76,76,3,12-25-2004
77,Fall To Pieces,Velvet Revolver,77,67,14,12-25-2004
78,You're The One,Guerilla Black Featuring Mario Winans,85,78,5,12-25-2004
79,So Cold,Breaking Benjamin,80,76,16,12-25-2004
80,In A Real Love,Phil Vassar,78,38,17,12-25-2004
81,Cold,Crossfade,88,81,21,12-25-2004
82,I Changed My Mind,Keyshia Cole Featuring Shyne,84,72,5,12-25-2004
83,Getting Away With Murder,Papa Roach,86,69,10,12-25-2004
84,Take Me Home,Terror Squad,65,62,10,12-25-2004
85,Knuck If You Buck,Crime Mob Featuring Lil Scrappy,81,76,19,12-25-2004
86,Nolia Clap,"Juvenile, Wacko & Skip",79,31,18,12-25-2004
87,What You Waiting For?,Gwen Stefani,87,47,11,12-25-2004
88,That's What It's All About,Brooks & Dunn,82,38,18,12-25-2004
89,Baby Girl,Sugarland,95,89,3,12-25-2004
90,Gotta Go Solo,Patti LaBelle Featuring Ron Isley,89,89,3,12-25-2004
91,"I Smoke, I Drank",Body Head Bangerz Featuring YoungBloodz,92,81,9,12-25-2004
92,American Idiot,Green Day,93,61,19,12-25-2004
93,Dangerously In Love,Beyonce,90,57,15,12-25-2004
94,Hey Now (Mean Muggin),Xzibit Featuring Keri Hilson,96,93,4,12-25-2004
95,Okay,Nivea Featuring Lil Jon & YoungBloodZ,,95,1,12-25-2004
96,Perdidos,Monchy & Alexandra,,96,1,12-25-2004
97,I Hate Everything,George Strait,94,35,20,12-25-2004
98,Used To Love U,John Legend,91,74,13,12-25-2004
99,You're My Everything,Anita Baker,99,74,19,12-25-2004
100,Call My Name,Prince,100,75,18,12-25-2004
1,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,1,1,12,12-18-2004
2,My Boo,Usher And Alicia Keys,2,1,15,12-18-2004
3,Let Me Love You,Mario,3,3,9,12-18-2004
4,Over And Over,Nelly Featuring Tim McGraw,4,3,10,12-18-2004
5,"1, 2 Step",Ciara Featuring Missy Elliott,6,5,8,12-18-2004
6,Lose My Breath,Destiny's Child,5,3,13,12-18-2004
7,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,10,7,4,12-18-2004
8,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,7,5,10,12-18-2004
9,Let's Go,Trick Daddy Featuring Lil Jon & Twista,8,7,14,12-18-2004
10,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,14,10,4,12-18-2004
11,Breakaway,Kelly Clarkson,9,6,17,12-18-2004
12,I Don't Want To Be,Gavin DeGraw,15,12,9,12-18-2004
13,Breathe,Fabolous,11,10,14,12-18-2004
14,Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",13,12,17,12-18-2004
15,Goodies,Ciara Featuring Petey Pablo,12,1,26,12-18-2004
16,She Will Be Loved,Maroon 5,16,5,22,12-18-2004
17,Dare You To Move,Switchfoot,18,17,12,12-18-2004
18,Go D.J.,Lil Wayne,17,14,12,12-18-2004
19,Charlene,Anthony Hamilton,22,19,16,12-18-2004
20,Broken,Seether Featuring Amy Lee,21,20,16,12-18-2004
21,Get Back,Ludacris,29,21,5,12-18-2004
22,Baby It's You,JoJo Featuring Bow Wow,23,22,11,12-18-2004
23,Only U,Ashanti,35,23,5,12-18-2004
24,Shorty Wanna Ride,Young Buck,20,17,10,12-18-2004
25,Just Lose It,Eminem,19,6,11,12-18-2004
26,Hush,LL Cool J Featuring 7 Aurelius,28,26,13,12-18-2004
27,Disco Inferno,50 Cent,54,27,2,12-18-2004
28,What U Gon' Do,Lil Jon & The East Side Boyz Featuring Lil Scrappy,30,28,7,12-18-2004
29,U Make Me Wanna,Jadakiss Featuring Mariah Carey,37,29,5,12-18-2004
30,Some Beach,Blake Shelton,38,30,8,12-18-2004
31,Back When,Tim McGraw,34,31,9,12-18-2004
32,How We Do,The Game Featuring 50 Cent,40,32,4,12-18-2004
33,On The Way Down,Ryan Cabrera,26,15,21,12-18-2004
34,Encore,"Eminem, Dr. Dre & 50 Cent",42,34,5,12-18-2004
35,Balla Baby,Chingy,25,20,11,12-18-2004
36,Vertigo,U2,36,31,11,12-18-2004
37,Lean Back,Terror Squad,24,1,26,12-18-2004
38,One Thing,Finger Eleven,27,16,22,12-18-2004
39,Diary,Alicia Keys Featuring Tony! Toni! Tone!,31,8,27,12-18-2004
40,Bring Em Out,T.I.,51,40,4,12-18-2004
41,My Happy Ending,Avril Lavigne,33,9,21,12-18-2004
42,New York,Ja Rule Featuring Fat Joe & Jadakiss,44,42,5,12-18-2004
43,Daughters,John Mayer,43,40,7,12-18-2004
44,Nothing On But The Radio,Gary Allan,32,32,14,12-18-2004
45,Welcome To My Life,Simple Plan,45,45,6,12-18-2004
46,Karma,Lloyd Banks Featuring Avant,47,46,5,12-18-2004
47,The Woman With You,Kenny Chesney,39,33,10,12-18-2004
48,Boulevard Of Broken Dreams,Green Day,55,48,4,12-18-2004
49,"Awful, Beautiful Life",Darryl Worley,50,49,6,12-18-2004
50,Mr. Mom,Lonestar,41,33,14,12-18-2004
51,How Am I Doin',Dierks Bentley,49,49,9,12-18-2004
52,True,Ryan Cabrera,52,52,2,12-18-2004
53,Numb/Encore,Jay-Z/Linkin Park,65,53,4,12-18-2004
54,Somebody Told Me,The Killers,53,51,16,12-18-2004
55,1985,Bowling For Soup,46,23,15,12-18-2004
56,When I Think About Cheatin',Gretchen Wilson,60,56,2,12-18-2004
57,Nobody's Home,Avril Lavigne,61,57,2,12-18-2004
58,Beautiful Soul,Jesse McCartney,72,58,2,12-18-2004
59,Nothin 'Bout Love Makes Sense,LeAnn Rimes,59,59,6,12-18-2004
60,Mud On The Tires,Brad Paisley,63,60,3,12-18-2004
61,Party For Two,Shania Twain With Billy Currington Or Mark McGrath,58,58,7,12-18-2004
62,You're My Better Half,Keith Urban,62,62,3,12-18-2004
63,Tempted To Touch,Rupee,56,39,11,12-18-2004
64,Monday Morning Church,Alan Jackson,64,64,3,12-18-2004
65,Take Me Home,Terror Squad,66,62,9,12-18-2004
66,Bless The Broken Road,Rascal Flatts,,66,1,12-18-2004
67,Let's Get It Started,The Black Eyed Peas,57,21,20,12-18-2004
68,Vitamin R (Leading Us Along),Chevelle,77,68,5,12-18-2004
69,Lady,Lenny Kravitz,73,69,2,12-18-2004
70,Since U Been Gone,Kelly Clarkson,,70,1,12-18-2004
71,He Gets That From Me,Reba McEntire,,71,1,12-18-2004
72,Suds In The Bucket,Sara Evans,69,33,20,12-18-2004
73,Give A Little Bit,Goo Goo Dolls,74,66,4,12-18-2004
74,Karma,Alicia Keys,80,74,4,12-18-2004
75,Come Home Soon,SHeDAISY,75,75,2,12-18-2004
76,Caught Up,Usher,76,76,2,12-18-2004
77,Fall To Pieces,Velvet Revolver,70,67,13,12-18-2004
78,In A Real Love,Phil Vassar,68,38,16,12-18-2004
79,Nolia Clap,"Juvenile, Wacko & Skip",67,31,17,12-18-2004
80,So Cold,Breaking Benjamin,82,76,15,12-18-2004
81,Knuck If You Buck,Crime Mob Featuring Lil Scrappy,79,76,18,12-18-2004
82,That's What It's All About,Brooks & Dunn,78,38,17,12-18-2004
83,Gasolina,Daddy Yankee,88,83,6,12-18-2004
84,I Changed My Mind,Keyshia Cole Featuring Shyne,84,72,4,12-18-2004
85,You're The One,Guerilla Black Featuring Mario Winans,87,85,4,12-18-2004
86,Getting Away With Murder,Papa Roach,81,69,9,12-18-2004
87,What You Waiting For?,Gwen Stefani,71,47,10,12-18-2004
88,Cold,Crossfade,86,84,20,12-18-2004
89,Gotta Go Solo,Patti LaBelle Featuring Ron Isley,89,89,2,12-18-2004
90,Dangerously In Love,Beyonce,85,57,14,12-18-2004
91,Used To Love U,John Legend,91,74,12,12-18-2004
92,"I Smoke, I Drank",Body Head Bangerz Featuring YoungBloodz,83,81,8,12-18-2004
93,American Idiot,Green Day,92,61,18,12-18-2004
94,I Hate Everything,George Strait,94,35,19,12-18-2004
95,Baby Girl,Sugarland,99,95,2,12-18-2004
96,Hey Now (Mean Muggin),Xzibit Featuring Keri Hilson,93,93,3,12-18-2004
97,Big Chips,R. Kelly & Jay-Z,90,39,9,12-18-2004
98,Real Big,Mannie Fresh,97,79,10,12-18-2004
99,You're My Everything,Anita Baker,98,74,18,12-18-2004
100,Call My Name,Prince,,75,17,12-18-2004
1,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,2,1,11,12-11-2004
2,My Boo,Usher And Alicia Keys,1,1,14,12-11-2004
3,Let Me Love You,Mario,5,3,8,12-11-2004
4,Over And Over,Nelly Featuring Tim McGraw,3,3,9,12-11-2004
5,Lose My Breath,Destiny's Child,4,3,12,12-11-2004
6,"1, 2 Step",Ciara Featuring Missy Elliott,9,6,7,12-11-2004
7,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,6,5,9,12-11-2004
8,Let's Go,Trick Daddy Featuring Lil Jon & Twista,7,7,13,12-11-2004
9,Breakaway,Kelly Clarkson,8,6,16,12-11-2004
10,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,17,10,3,12-11-2004
11,Breathe,Fabolous,11,10,13,12-11-2004
12,Goodies,Ciara Featuring Petey Pablo,10,1,25,12-11-2004
13,Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",13,12,16,12-11-2004
14,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,20,14,3,12-11-2004
15,I Don't Want To Be,Gavin DeGraw,16,15,8,12-11-2004
16,She Will Be Loved,Maroon 5,12,5,21,12-11-2004
17,Go D.J.,Lil Wayne,15,14,11,12-11-2004
18,Dare You To Move,Switchfoot,19,18,11,12-11-2004
19,Just Lose It,Eminem,14,6,10,12-11-2004
20,Shorty Wanna Ride,Young Buck,18,17,9,12-11-2004
21,Broken,Seether Featuring Amy Lee,21,21,15,12-11-2004
22,Charlene,Anthony Hamilton,22,19,15,12-11-2004
23,Baby It's You,JoJo Featuring Bow Wow,23,23,10,12-11-2004
24,Lean Back,Terror Squad,26,1,25,12-11-2004
25,Balla Baby,Chingy,24,20,10,12-11-2004
26,On The Way Down,Ryan Cabrera,25,15,20,12-11-2004
27,One Thing,Finger Eleven,28,16,21,12-11-2004
28,Hush,LL Cool J Featuring 7 Aurelius,27,27,12,12-11-2004
29,Get Back,Ludacris,41,29,4,12-11-2004
30,What U Gon' Do,Lil Jon & The East Side Boyz Featuring Lil Scrappy,34,30,6,12-11-2004
31,Diary,Alicia Keys Featuring Tony! Toni! Tone!,29,8,26,12-11-2004
32,Nothing On But The Radio,Gary Allan,32,32,13,12-11-2004
33,My Happy Ending,Avril Lavigne,30,9,20,12-11-2004
34,Back When,Tim McGraw,37,34,8,12-11-2004
35,Only U,Ashanti,44,35,4,12-11-2004
36,Vertigo,U2,31,31,10,12-11-2004
37,U Make Me Wanna,Jadakiss Featuring Mariah Carey,47,37,4,12-11-2004
38,Some Beach,Blake Shelton,39,38,7,12-11-2004
39,The Woman With You,Kenny Chesney,33,33,9,12-11-2004
40,How We Do,The Game Featuring 50 Cent,53,40,3,12-11-2004
41,Mr. Mom,Lonestar,35,33,13,12-11-2004
42,Encore,"Eminem, Dr. Dre & 50 Cent",55,42,4,12-11-2004
43,Daughters,John Mayer,40,40,6,12-11-2004
44,New York,Ja Rule Featuring Fat Joe & Jadakiss,52,44,4,12-11-2004
45,Welcome To My Life,Simple Plan,46,45,5,12-11-2004
46,1985,Bowling For Soup,36,23,14,12-11-2004
47,Karma,Lloyd Banks Featuring Avant,54,47,4,12-11-2004
48,Locked Up,Akon Featuring Styles P.,38,8,27,12-11-2004
49,How Am I Doin',Dierks Bentley,57,49,8,12-11-2004
50,"Awful, Beautiful Life",Darryl Worley,56,50,5,12-11-2004
51,Bring Em Out,T.I.,74,51,3,12-11-2004
52,True,Ryan Cabrera,,52,1,12-11-2004
53,Somebody Told Me,The Killers,51,51,15,12-11-2004
54,Disco Inferno,50 Cent,,54,1,12-11-2004
55,Boulevard Of Broken Dreams,Green Day,65,55,3,12-11-2004
56,Tempted To Touch,Rupee,59,39,10,12-11-2004
57,Let's Get It Started,The Black Eyed Peas,58,21,19,12-11-2004
58,Party For Two,Shania Twain With Billy Currington Or Mark McGrath,60,58,6,12-11-2004
59,Nothin 'Bout Love Makes Sense,LeAnn Rimes,64,59,5,12-11-2004
60,When I Think About Cheatin',Gretchen Wilson,,60,1,12-11-2004
61,Nobody's Home,Avril Lavigne,,61,1,12-11-2004
62,You're My Better Half,Keith Urban,73,62,2,12-11-2004
63,Mud On The Tires,Brad Paisley,70,63,2,12-11-2004
64,Monday Morning Church,Alan Jackson,75,64,2,12-11-2004
65,Numb/Encore,Jay-Z/Linkin Park,82,65,3,12-11-2004
66,Take Me Home,Terror Squad,62,62,8,12-11-2004
67,Nolia Clap,"Juvenile, Wacko & Skip",67,31,16,12-11-2004
68,In A Real Love,Phil Vassar,63,38,15,12-11-2004
69,Suds In The Bucket,Sara Evans,69,33,19,12-11-2004
70,Fall To Pieces,Velvet Revolver,72,67,12,12-11-2004
71,What You Waiting For?,Gwen Stefani,50,47,9,12-11-2004
72,Beautiful Soul,Jesse McCartney,,72,1,12-11-2004
73,Lady,Lenny Kravitz,,73,1,12-11-2004
74,Give A Little Bit,Goo Goo Dolls,66,66,3,12-11-2004
75,Come Home Soon,SHeDAISY,,75,1,12-11-2004
76,Caught Up,Usher,,76,1,12-11-2004
77,Vitamin R (Leading Us Along),Chevelle,71,71,4,12-11-2004
78,That's What It's All About,Brooks & Dunn,48,38,16,12-11-2004
79,Knuck If You Buck,Crime Mob Featuring Lil Scrappy,79,76,17,12-11-2004
80,Karma,Alicia Keys,90,80,3,12-11-2004
81,Getting Away With Murder,Papa Roach,81,69,8,12-11-2004
82,So Cold,Breaking Benjamin,80,76,14,12-11-2004
83,"I Smoke, I Drank",Body Head Bangerz Featuring YoungBloodz,86,81,7,12-11-2004
84,I Changed My Mind,Keyshia Cole Featuring Shyne,77,72,3,12-11-2004
85,Dangerously In Love,Beyonce,76,57,13,12-11-2004
86,Cold,Crossfade,88,84,19,12-11-2004
87,You're The One,Guerilla Black Featuring Mario Winans,95,87,3,12-11-2004
88,Gasolina,Daddy Yankee,91,88,5,12-11-2004
89,Gotta Go Solo,Patti LaBelle Featuring Ron Isley,,89,1,12-11-2004
90,Big Chips,R. Kelly & Jay-Z,83,39,8,12-11-2004
91,Used To Love U,John Legend,85,74,11,12-11-2004
92,American Idiot,Green Day,84,61,17,12-11-2004
93,Hey Now (Mean Muggin),Xzibit Featuring Keri Hilson,93,93,2,12-11-2004
94,I Hate Everything,George Strait,87,35,18,12-11-2004
95,Just Like You,Three Days Grace,92,55,20,12-11-2004
96,"Breathe, Stretch, Shake",Mase Featuring P. Diddy,89,28,16,12-11-2004
97,Real Big,Mannie Fresh,96,79,9,12-11-2004
98,You're My Everything,Anita Baker,99,74,17,12-11-2004
99,Baby Girl,Sugarland,,99,1,12-11-2004
100,Bridging The Gap,Nas Featuring Olu Dara,94,94,4,12-11-2004
1,My Boo,Usher And Alicia Keys,1,1,13,12-04-2004
2,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,2,2,10,12-04-2004
3,Over And Over,Nelly Featuring Tim McGraw,4,3,8,12-04-2004
4,Lose My Breath,Destiny's Child,3,3,11,12-04-2004
5,Let Me Love You,Mario,9,5,7,12-04-2004
6,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,5,5,8,12-04-2004
7,Let's Go,Trick Daddy Featuring Lil Jon & Twista,7,7,12,12-04-2004
8,Breakaway,Kelly Clarkson,8,6,15,12-04-2004
9,"1, 2 Step",Ciara Featuring Missy Elliott,13,9,6,12-04-2004
10,Goodies,Ciara Featuring Petey Pablo,6,1,24,12-04-2004
11,Breathe,Fabolous,10,10,12,12-04-2004
12,She Will Be Loved,Maroon 5,11,5,20,12-04-2004
13,Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",12,12,15,12-04-2004
14,Just Lose It,Eminem,15,6,9,12-04-2004
15,Go D.J.,Lil Wayne,14,14,10,12-04-2004
16,I Don't Want To Be,Gavin DeGraw,16,16,7,12-04-2004
17,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,36,17,2,12-04-2004
18,Shorty Wanna Ride,Young Buck,17,17,8,12-04-2004
19,Dare You To Move,Switchfoot,20,19,10,12-04-2004
20,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,41,20,2,12-04-2004
21,Broken,Seether Featuring Amy Lee,23,21,14,12-04-2004
22,Charlene,Anthony Hamilton,21,19,14,12-04-2004
23,Baby It's You,JoJo Featuring Bow Wow,26,23,9,12-04-2004
24,Balla Baby,Chingy,22,20,9,12-04-2004
25,On The Way Down,Ryan Cabrera,28,15,19,12-04-2004
26,Lean Back,Terror Squad,18,1,24,12-04-2004
27,Hush,LL Cool J Featuring 7 Aurelius,27,27,11,12-04-2004
28,One Thing,Finger Eleven,25,16,20,12-04-2004
29,Diary,Alicia Keys Featuring Tony! Toni! Tone!,24,8,25,12-04-2004
30,My Happy Ending,Avril Lavigne,19,9,19,12-04-2004
31,Vertigo,U2,31,31,9,12-04-2004
32,Nothing On But The Radio,Gary Allan,35,32,12,12-04-2004
33,The Woman With You,Kenny Chesney,37,33,8,12-04-2004
34,What U Gon' Do,Lil Jon & The East Side Boyz Featuring Lil Scrappy,44,34,5,12-04-2004
35,Mr. Mom,Lonestar,33,33,12,12-04-2004
36,1985,Bowling For Soup,29,23,13,12-04-2004
37,Back When,Tim McGraw,38,37,7,12-04-2004
38,Locked Up,Akon Featuring Styles P.,30,8,26,12-04-2004
39,Some Beach,Blake Shelton,42,39,6,12-04-2004
40,Daughters,John Mayer,40,40,5,12-04-2004
41,Get Back,Ludacris,48,41,3,12-04-2004
42,Heaven,Los Lonely Boys,32,16,30,12-04-2004
43,The Reason,Hoobastank,34,2,38,12-04-2004
44,Only U,Ashanti,55,44,3,12-04-2004
45,If I Ain't Got You,Alicia Keys,39,4,40,12-04-2004
46,Welcome To My Life,Simple Plan,49,46,4,12-04-2004
47,U Make Me Wanna,Jadakiss Featuring Mariah Carey,66,47,3,12-04-2004
48,That's What It's All About,Brooks & Dunn,43,38,15,12-04-2004
49,This Love,Maroon 5,46,5,43,12-04-2004
50,What You Waiting For?,Gwen Stefani,47,47,8,12-04-2004
51,Somebody Told Me,The Killers,51,51,14,12-04-2004
52,New York,Ja Rule Featuring Fat Joe & Jadakiss,75,52,3,12-04-2004
53,How We Do,The Game Featuring 50 Cent,65,53,2,12-04-2004
54,Karma,Lloyd Banks Featuring Avant,56,54,3,12-04-2004
55,Encore,"Eminem, Dr. Dre & 50 Cent",58,55,3,12-04-2004
56,"Awful, Beautiful Life",Darryl Worley,60,56,4,12-04-2004
57,How Am I Doin',Dierks Bentley,57,57,7,12-04-2004
58,Let's Get It Started,The Black Eyed Peas,50,21,18,12-04-2004
59,Tempted To Touch,Rupee,45,39,9,12-04-2004
60,Party For Two,Shania Twain With Billy Currington Or Mark McGrath,61,60,5,12-04-2004
61,My Place,Nelly Featuring Jaheim,52,4,20,12-04-2004
62,Take Me Home,Terror Squad,70,62,7,12-04-2004
63,In A Real Love,Phil Vassar,54,38,14,12-04-2004
64,Nothin 'Bout Love Makes Sense,LeAnn Rimes,67,64,4,12-04-2004
65,Boulevard Of Broken Dreams,Green Day,71,65,2,12-04-2004
66,Give A Little Bit,Goo Goo Dolls,74,66,2,12-04-2004
67,Nolia Clap,"Juvenile, Wacko & Skip",53,31,15,12-04-2004
68,Breaking The Habit,Linkin Park,62,20,20,12-04-2004
69,Suds In The Bucket,Sara Evans,63,33,18,12-04-2004
70,Mud On The Tires,Brad Paisley,,70,1,12-04-2004
71,Vitamin R (Leading Us Along),Chevelle,73,71,3,12-04-2004
72,Fall To Pieces,Velvet Revolver,69,67,11,12-04-2004
73,You're My Better Half,Keith Urban,,73,1,12-04-2004
74,Bring Em Out,T.I.,88,74,2,12-04-2004
75,Monday Morning Church,Alan Jackson,,75,1,12-04-2004
76,Dangerously In Love,Beyonce,81,57,12,12-04-2004
77,I Changed My Mind,Keyshia Cole Featuring Shyne,72,72,2,12-04-2004
78,Days Go By,Keith Urban,68,31,20,12-04-2004
79,Knuck If You Buck,Crime Mob Featuring Lil Scrappy,76,76,16,12-04-2004
80,So Cold,Breaking Benjamin,79,76,13,12-04-2004
81,Getting Away With Murder,Papa Roach,77,69,7,12-04-2004
82,Numb/Encore,Jay-Z/Linkin Park,86,82,2,12-04-2004
83,Big Chips,R. Kelly & Jay-Z,59,39,7,12-04-2004
84,American Idiot,Green Day,85,61,16,12-04-2004
85,Used To Love U,John Legend,82,74,10,12-04-2004
86,"I Smoke, I Drank",Body Head Bangerz Featuring YoungBloodz,84,81,6,12-04-2004
87,I Hate Everything,George Strait,80,35,17,12-04-2004
88,Cold,Crossfade,90,84,18,12-04-2004
89,"Breathe, Stretch, Shake",Mase Featuring P. Diddy,78,28,15,12-04-2004
90,Karma,Alicia Keys,93,90,2,12-04-2004
91,Gasolina,Daddy Yankee,91,91,4,12-04-2004
92,Just Like You,Three Days Grace,89,55,19,12-04-2004
93,Hey Now (Mean Muggin),Xzibit Featuring Keri Hilson,,93,1,12-04-2004
94,Bridging The Gap,Nas Featuring Olu Dara,94,94,3,12-04-2004
95,You're The One,Guerilla Black Featuring Mario Winans,99,95,2,12-04-2004
96,Real Big,Mannie Fresh,92,79,8,12-04-2004
97,Stays In Mexico,Toby Keith,83,51,15,12-04-2004
98,Call My Name,Prince,95,75,16,12-04-2004
99,You're My Everything,Anita Baker,98,74,16,12-04-2004
100,(Reach Up For The) Sunrise,Duran Duran,96,89,5,12-04-2004
1,My Boo,Usher And Alicia Keys,1,1,12,11-27-2004
2,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,2,2,9,11-27-2004
3,Lose My Breath,Destiny's Child,3,3,10,11-27-2004
4,Over And Over,Nelly Featuring Tim McGraw,4,4,7,11-27-2004
5,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,9,5,7,11-27-2004
6,Goodies,Ciara Featuring Petey Pablo,5,1,23,11-27-2004
7,Let's Go,Trick Daddy Featuring Lil Jon & Twista,8,7,11,11-27-2004
8,Breakaway,Kelly Clarkson,6,6,14,11-27-2004
9,Let Me Love You,Mario,15,9,6,11-27-2004
10,Breathe,Fabolous,11,10,11,11-27-2004
11,She Will Be Loved,Maroon 5,7,5,19,11-27-2004
