Position,Title,Artist,Last Week,Peak Position,Weeks on Chart,Chart Date
40,All I Want For Christmas Is You,Mariah Carey,50,21,9,12-27-2014
41,L.A.LOVE (la la),Fergie,35,27,10,12-27-2014
42,Stolen Dance,Milky Chance,44,41,21,12-27-2014
43,Rude,MAGIC!,42,1,34,12-27-2014
44,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",41,39,15,12-27-2014
45,Try Me,DeJ Loaf,48,45,8,12-27-2014
46,Cool Kids,Echosmith,39,13,23,12-27-2014
47,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,46,43,15,12-27-2014
48,"Mary, Did You Know?",Pentatonix,38,26,4,12-27-2014
49,New Flame,Chris Brown Featuring Usher & Rick Ross,47,27,22,12-27-2014
50,About The Money,T.I. Featuring Young Thug,53,42,19,12-27-2014
51,Talladega,Eric Church,60,51,8,12-27-2014
52,Perfect Storm,Brad Paisley,57,52,10,12-27-2014
53,Night Changes,One Direction,51,31,4,12-27-2014
54,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,95,54,2,12-27-2014
55,Anaconda,Nicki Minaj,55,2,19,12-27-2014
56,Make It Rain,Ed Sheeran,34,34,2,12-27-2014
57,Ghost,Ella Henderson,62,52,7,12-27-2014
58,Sun Daze,Florida Georgia Line,65,58,8,12-27-2014
59,The Old Rugged Cross,Craig Wayne Boyd,,59,1,12-27-2014
60,Dangerous,David Guetta Featuring Sam Martin,56,56,8,12-27-2014
61,I See You,Luke Bryan,70,61,3,12-27-2014
62,Girl In A Country Song,Maddie & Tae,54,54,19,12-27-2014
63,I Bet My Life,Imagine Dragons,68,53,6,12-27-2014
64,Santa Tell Me,Ariana Grande,92,64,3,12-27-2014
65,Somewhere In My Car,Keith Urban,58,49,16,12-27-2014
66,No Flex Zone,Rae Sremmurd,66,36,20,12-27-2014
67,I Lived,OneRepublic,78,67,3,12-27-2014
68,Til It's Gone,Kenny Chesney,73,68,7,12-27-2014
69,Close Your Eyes,Parmalee,71,69,12,12-27-2014
70,Steal My Girl,One Direction,63,13,11,12-27-2014
71,God Made Girls,RaeLynn,61,61,8,12-27-2014
72,Drinking Class,Lee Brice,76,72,9,12-27-2014
73,Wet Dreamz,J. Cole,,73,1,12-27-2014
74,Often,The Weeknd,77,74,9,12-27-2014
75,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,67,41,12,12-27-2014
76,Style,Taylor Swift,,60,2,12-27-2014
77,Try,Colbie Caillat,74,55,17,12-27-2014
78,No Love,August Alsina,69,69,13,12-27-2014
79,Prayer In C,Lillywood & Robin Schulz,87,79,2,12-27-2014
80,Make Me Wanna,Thomas Rhett,83,80,5,12-27-2014
81,Make It Rain,Matt McAndrew,,81,1,12-27-2014
82,Mean To Me,Brett Eldredge,88,82,6,12-27-2014
83,Shut Up And Dance,WALK THE MOON,75,75,5,12-27-2014
84,Just Gettin' Started,Jason Aldean,94,61,3,12-27-2014
85,She Knows,Ne-Yo Featuring Juicy J,91,85,4,12-27-2014
86,Yellow Flicker Beat,Lorde,59,34,6,12-27-2014
87,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,97,84,5,12-27-2014
88,Fireball,Pitbull Featuring John Ryan,72,23,19,12-27-2014
89,In Your Arms,Nico & Vinz,80,72,9,12-27-2014
90,Have Yourself A Merry Little Christmas,Sam Smith,,90,1,12-27-2014
91,Like A Cowboy,Randy Houser,98,91,2,12-27-2014
92,Body Language,Kid Ink Featuring Usher & Tinashe,84,78,10,12-27-2014
93,Come Join The Murder,The White Buffalo & The Forest Rangers,,93,1,12-27-2014
94,Sledgehammer,Fifth Harmony,99,93,3,12-27-2014
95,No Role Modelz,J. Cole,,95,1,12-27-2014
96,Burnin' Up,Jessie J Featuring 2 Chainz,89,86,5,12-27-2014
97,Homegrown Honey,Darius Rucker,,97,3,12-27-2014
98,When I Was Your Man,Chris Jamison,,98,1,12-27-2014
99,Neon Light,Blake Shelton,93,43,17,12-27-2014
100,Break The Rules,Charli XCX,,100,1,12-27-2014
1,Blank Space,Taylor Swift,1,1,6,12-20-2014
2,Take Me To Church,Hozier,3,2,17,12-20-2014
3,All About That Bass,Meghan Trainor,2,1,22,12-20-2014
4,Animals,Maroon 5,5,3,16,12-20-2014
5,Uptown Funk!,Mark Ronson Featuring Bruno Mars,8,5,4,12-20-2014
6,Shake It Off,Taylor Swift,4,1,16,12-20-2014
7,I'm Not The Only One,Sam Smith,7,7,14,12-20-2014
8,Lips Are Movin,Meghan Trainor,13,8,7,12-20-2014
9,Jealous,Nick Jonas,11,8,13,12-20-2014
10,Love Me Harder,Ariana Grande & The Weeknd,10,7,9,12-20-2014
11,Habits (Stay High),Tove Lo,9,3,28,12-20-2014
12,The Heart Wants What It Wants,Selena Gomez,6,6,5,12-20-2014
13,7/11,Beyonce,18,13,2,12-20-2014
14,I Don't F**k With You,Big Sean Featuring E-40,15,11,11,12-20-2014
15,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,12,12,2,12-20-2014
16,Tuesday,I LOVE MAKONNEN Featuring Drake,16,12,11,12-20-2014
17,Don't,Ed Sheeran,17,9,26,12-20-2014
18,Waves,Mr. Probz,20,14,16,12-20-2014
19,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",14,3,19,12-20-2014
20,No Type,Rae Sremmurd,21,16,11,12-20-2014
21,Hot Boy,Bobby Shmurda,19,6,19,12-20-2014
22,Blame,Calvin Harris Featuring John Newman,23,19,13,12-20-2014
23,Stay With Me,Sam Smith,26,2,35,12-20-2014
24,Thinking Out Loud,Ed Sheeran,39,24,9,12-20-2014
25,Don't Tell 'Em,Jeremih Featuring YG,25,6,24,12-20-2014
26,Centuries,Fall Out Boy,28,22,13,12-20-2014
27,Trumpets,Jason Derulo,22,14,28,12-20-2014
28,CoCo,O.T. Genasis,38,28,3,12-20-2014
29,Beg For It,Iggy Azalea Featuring M0,29,29,7,12-20-2014
30,Black Widow,Iggy Azalea Featuring Rita Ora,24,3,23,12-20-2014
31,Chandelier,Sia,35,8,31,12-20-2014
32,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",33,27,6,12-20-2014
33,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,30,16,21,12-20-2014
34,Make It Rain,Ed Sheeran,,34,1,12-20-2014
35,L.A.LOVE (la la),Fergie,27,27,9,12-20-2014
36,Rather Be,Clean Bandit Featuring Jess Glynne,32,10,26,12-20-2014
37,Riptide,Vance Joy,40,32,24,12-20-2014
38,"Mary, Did You Know?",Pentatonix,60,26,3,12-20-2014
39,Cool Kids,Echosmith,36,13,22,12-20-2014
40,The Blower's Daughter,Matt McAndrew,,40,1,12-20-2014
41,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",43,39,14,12-20-2014
42,Rude,MAGIC!,37,1,33,12-20-2014
43,Shotgun Rider,Tim McGraw,47,43,10,12-20-2014
44,Stolen Dance,Milky Chance,51,41,20,12-20-2014
45,I Don't Mind,Usher Featuring Juicy J,54,45,3,12-20-2014
46,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,55,43,14,12-20-2014
47,New Flame,Chris Brown Featuring Usher & Rick Ross,48,27,21,12-20-2014
48,Try Me,DeJ Loaf,46,46,7,12-20-2014
49,Heroes (We Could Be),Alesso Featuring Tove Lo,53,49,10,12-20-2014
50,All I Want For Christmas Is You,Mariah Carey,,21,8,12-20-2014
51,Night Changes,One Direction,31,31,3,12-20-2014
52,Something In The Water,Carrie Underwood,52,24,10,12-20-2014
53,About The Money,T.I. Featuring Young Thug,58,42,18,12-20-2014
54,Girl In A Country Song,Maddie & Tae,59,54,18,12-20-2014
55,Anaconda,Nicki Minaj,49,2,18,12-20-2014
56,Dangerous,David Guetta Featuring Sam Martin,61,56,7,12-20-2014
57,Perfect Storm,Brad Paisley,64,57,9,12-20-2014
58,Somewhere In My Car,Keith Urban,57,49,15,12-20-2014
59,Yellow Flicker Beat,Lorde,34,34,5,12-20-2014
60,Talladega,Eric Church,69,60,7,12-20-2014
61,God Made Girls,RaeLynn,86,61,7,12-20-2014
62,Ghost,Ella Henderson,67,52,6,12-20-2014
63,Steal My Girl,One Direction,45,13,10,12-20-2014
64,0 To 100 / The Catch Up,Drake,63,35,20,12-20-2014
65,Sun Daze,Florida Georgia Line,68,65,7,12-20-2014
66,No Flex Zone,Rae Sremmurd,62,36,19,12-20-2014
67,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,41,41,11,12-20-2014
68,I Bet My Life,Imagine Dragons,56,53,5,12-20-2014
69,No Love,August Alsina,72,69,12,12-20-2014
70,I See You,Luke Bryan,89,70,2,12-20-2014
71,Close Your Eyes,Parmalee,79,71,11,12-20-2014
72,Fireball,Pitbull Featuring John Ryan,50,23,18,12-20-2014
73,Til It's Gone,Kenny Chesney,82,73,6,12-20-2014
74,Try,Colbie Caillat,73,55,16,12-20-2014
75,Shut Up And Dance,WALK THE MOON,88,75,4,12-20-2014
76,Drinking Class,Lee Brice,78,76,8,12-20-2014
77,Often,The Weeknd,83,77,8,12-20-2014
78,I Lived,OneRepublic,71,71,2,12-20-2014
79,Burnin' It Down,Jason Aldean,74,12,20,12-20-2014
80,In Your Arms,Nico & Vinz,85,72,8,12-20-2014
81,Look At You,Big & Rich,76,73,14,12-20-2014
82,Day Drinking,Little Big Town,66,40,20,12-20-2014
83,Make Me Wanna,Thomas Rhett,92,83,4,12-20-2014
84,Body Language,Kid Ink Featuring Usher & Tinashe,91,78,9,12-20-2014
85,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,81,70,3,12-20-2014
86,Feelin' It,Scotty McCreery,87,84,11,12-20-2014
87,Prayer In C,Lillywood & Robin Schulz,,87,1,12-20-2014
88,Mean To Me,Brett Eldredge,97,88,5,12-20-2014
89,Burnin' Up,Jessie J Featuring 2 Chainz,90,86,4,12-20-2014
90,Geronimo,Sheppard,,90,1,12-20-2014
91,She Knows,Ne-Yo Featuring Juicy J,96,91,3,12-20-2014
92,Santa Tell Me,Ariana Grande,65,65,2,12-20-2014
93,Neon Light,Blake Shelton,77,43,16,12-20-2014
94,Just Gettin' Started,Jason Aldean,,61,2,12-20-2014
95,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,,95,1,12-20-2014
96,i,Kendrick Lamar,80,39,11,12-20-2014
97,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,,84,4,12-20-2014
98,Like A Cowboy,Randy Houser,,98,1,12-20-2014
99,Sledgehammer,Fifth Harmony,93,93,2,12-20-2014
100,Royals,Taylor John Williams,,100,1,12-20-2014
1,Blank Space,Taylor Swift,1,1,5,12-13-2014
2,All About That Bass,Meghan Trainor,2,1,21,12-13-2014
3,Take Me To Church,Hozier,3,3,16,12-13-2014
4,Shake It Off,Taylor Swift,5,1,15,12-13-2014
5,Animals,Maroon 5,4,3,15,12-13-2014
6,The Heart Wants What It Wants,Selena Gomez,20,6,4,12-13-2014
7,I'm Not The Only One,Sam Smith,7,7,13,12-13-2014
8,Uptown Funk!,Mark Ronson Featuring Bruno Mars,18,8,3,12-13-2014
9,Habits (Stay High),Tove Lo,6,3,27,12-13-2014
10,Love Me Harder,Ariana Grande & The Weeknd,9,7,8,12-13-2014
11,Jealous,Nick Jonas,8,8,12,12-13-2014
12,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,,12,1,12-13-2014
13,Lips Are Movin,Meghan Trainor,19,13,6,12-13-2014
14,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",12,3,18,12-13-2014
15,I Don't F**k With You,Big Sean Featuring E-40,11,11,10,12-13-2014
16,Tuesday,I LOVE MAKONNEN Featuring Drake,13,12,10,12-13-2014
17,Don't,Ed Sheeran,10,9,25,12-13-2014
18,7/11,Beyonce,,18,1,12-13-2014
19,Hot Boy,Bobby Shmurda,15,6,18,12-13-2014
20,Waves,Mr. Probz,14,14,15,12-13-2014
21,No Type,Rae Sremmurd,16,16,10,12-13-2014
22,Trumpets,Jason Derulo,17,14,27,12-13-2014
23,Blame,Calvin Harris Featuring John Newman,21,19,12,12-13-2014
24,Black Widow,Iggy Azalea Featuring Rita Ora,23,3,22,12-13-2014
25,Don't Tell 'Em,Jeremih Featuring YG,22,6,23,12-13-2014
26,Stay With Me,Sam Smith,24,2,34,12-13-2014
27,L.A.LOVE (la la),Fergie,36,27,8,12-13-2014
28,Centuries,Fall Out Boy,25,22,12,12-13-2014
29,Beg For It,Iggy Azalea Featuring M0,35,29,6,12-13-2014
30,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,27,16,20,12-13-2014
31,Night Changes,One Direction,55,31,2,12-13-2014
32,Rather Be,Clean Bandit Featuring Jess Glynne,28,10,25,12-13-2014
33,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",31,27,5,12-13-2014
34,Yellow Flicker Beat,Lorde,65,34,4,12-13-2014
35,Chandelier,Sia,32,8,30,12-13-2014
36,Cool Kids,Echosmith,30,13,21,12-13-2014
37,Rude,MAGIC!,33,1,32,12-13-2014
38,CoCo,O.T. Genasis,77,38,2,12-13-2014
39,Thinking Out Loud,Ed Sheeran,40,39,8,12-13-2014
40,Riptide,Vance Joy,34,32,23,12-13-2014
41,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,,41,10,12-13-2014
42,Break Free,Ariana Grande Featuring Zedd,42,4,22,12-13-2014
43,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",39,39,13,12-13-2014
44,Fancy,Iggy Azalea Featuring Charli XCX,48,1,39,12-13-2014
45,Steal My Girl,One Direction,29,13,9,12-13-2014
46,Try Me,DeJ Loaf,47,46,6,12-13-2014
47,Shotgun Rider,Tim McGraw,45,45,9,12-13-2014
48,New Flame,Chris Brown Featuring Usher & Rick Ross,37,27,20,12-13-2014
49,Anaconda,Nicki Minaj,54,2,17,12-13-2014
50,Fireball,Pitbull Featuring John Ryan,68,23,17,12-13-2014
51,Stolen Dance,Milky Chance,41,41,19,12-13-2014
52,Something In The Water,Carrie Underwood,38,24,9,12-13-2014
53,Heroes (We Could Be),Alesso Featuring Tove Lo,53,53,9,12-13-2014
54,I Don't Mind,Usher Featuring Juicy J,95,54,2,12-13-2014
55,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,44,43,13,12-13-2014
56,I Bet My Life,Imagine Dragons,72,53,4,12-13-2014
57,Somewhere In My Car,Keith Urban,51,49,14,12-13-2014
58,About The Money,T.I. Featuring Young Thug,57,42,17,12-13-2014
59,Girl In A Country Song,Maddie & Tae,56,56,17,12-13-2014
60,"Mary, Did You Know?",Pentatonix,26,26,2,12-13-2014
61,Dangerous,David Guetta Featuring Sam Martin,66,61,6,12-13-2014
62,No Flex Zone,Rae Sremmurd,60,36,18,12-13-2014
63,0 To 100 / The Catch Up,Drake,59,35,19,12-13-2014
64,Perfect Storm,Brad Paisley,61,61,8,12-13-2014
65,Santa Tell Me,Ariana Grande,,65,1,12-13-2014
66,Day Drinking,Little Big Town,58,40,19,12-13-2014
67,Ghost,Ella Henderson,52,52,5,12-13-2014
68,Sun Daze,Florida Georgia Line,73,68,6,12-13-2014
69,Talladega,Eric Church,71,69,6,12-13-2014
70,Guts Over Fear,Eminem Featuring Sia,,22,3,12-13-2014
71,I Lived,OneRepublic,,71,1,12-13-2014
72,No Love,August Alsina,75,69,11,12-13-2014
73,Try,Colbie Caillat,74,55,15,12-13-2014
74,Burnin' It Down,Jason Aldean,69,12,19,12-13-2014
75,Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,94,18,9,12-13-2014
76,Look At You,Big & Rich,76,73,13,12-13-2014
77,Neon Light,Blake Shelton,64,43,15,12-13-2014
78,Drinking Class,Lee Brice,82,78,7,12-13-2014
79,Close Your Eyes,Parmalee,80,77,10,12-13-2014
80,i,Kendrick Lamar,62,39,10,12-13-2014
81,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,70,70,2,12-13-2014
82,Til It's Gone,Kenny Chesney,86,82,5,12-13-2014
83,Often,The Weeknd,84,83,7,12-13-2014
84,I Walk The Line,Craig Wayne Boyd,,84,1,12-13-2014
85,In Your Arms,Nico & Vinz,81,72,7,12-13-2014
86,God Made Girls,RaeLynn,88,85,6,12-13-2014
87,Feelin' It,Scotty McCreery,87,84,10,12-13-2014
88,Shut Up And Dance,WALK THE MOON,,88,3,12-13-2014
89,I See You,Luke Bryan,,89,1,12-13-2014
90,Burnin' Up,Jessie J Featuring 2 Chainz,90,86,3,12-13-2014
91,Body Language,Kid Ink Featuring Usher & Tinashe,89,78,8,12-13-2014
92,Make Me Wanna,Thomas Rhett,96,92,3,12-13-2014
93,Sledgehammer,Fifth Harmony,,93,1,12-13-2014
94,Time Of Our Lives,Pitbull & Ne-Yo,,94,1,12-13-2014
95,This Is How We Do,Katy Perry,91,24,18,12-13-2014
96,She Knows,Ne-Yo Featuring Juicy J,,96,2,12-13-2014
97,Mean To Me,Brett Eldredge,97,95,4,12-13-2014
98,Baby Don't Lie,Gwen Stefani,83,46,6,12-13-2014
99,Dear Future Husband,Meghan Trainor,,93,5,12-13-2014
100,Roller Coaster,Luke Bryan,93,43,20,12-13-2014
1,Blank Space,Taylor Swift,1,1,4,12-06-2014
2,All About That Bass,Meghan Trainor,2,1,20,12-06-2014
3,Take Me To Church,Hozier,6,3,15,12-06-2014
4,Animals,Maroon 5,4,3,14,12-06-2014
5,Shake It Off,Taylor Swift,3,1,14,12-06-2014
6,Habits (Stay High),Tove Lo,5,3,26,12-06-2014
7,I'm Not The Only One,Sam Smith,9,7,12,12-06-2014
8,Jealous,Nick Jonas,10,8,11,12-06-2014
9,Love Me Harder,Ariana Grande & The Weeknd,13,7,7,12-06-2014
10,Don't,Ed Sheeran,11,9,24,12-06-2014
11,I Don't F**k With You,Big Sean Featuring E-40,14,11,9,12-06-2014
12,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",8,3,17,12-06-2014
13,Tuesday,I LOVE MAKONNEN Featuring Drake,12,12,9,12-06-2014
14,Waves,Mr. Probz,19,14,14,12-06-2014
15,Hot Boy,Bobby Shmurda,7,6,17,12-06-2014
16,No Type,Rae Sremmurd,17,16,9,12-06-2014
17,Trumpets,Jason Derulo,18,14,26,12-06-2014
18,Uptown Funk!,Mark Ronson Featuring Bruno Mars,65,18,2,12-06-2014
19,Lips Are Movin,Meghan Trainor,38,19,5,12-06-2014
20,The Heart Wants What It Wants,Selena Gomez,26,20,3,12-06-2014
21,Blame,Calvin Harris Featuring John Newman,21,19,11,12-06-2014
22,Don't Tell 'Em,Jeremih Featuring YG,15,6,22,12-06-2014
23,Black Widow,Iggy Azalea Featuring Rita Ora,16,3,21,12-06-2014
24,Stay With Me,Sam Smith,20,2,33,12-06-2014
25,Centuries,Fall Out Boy,29,22,11,12-06-2014
26,"Mary, Did You Know?",Pentatonix,,26,1,12-06-2014
27,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,22,16,19,12-06-2014
28,Rather Be,Clean Bandit Featuring Jess Glynne,23,10,24,12-06-2014
29,Steal My Girl,One Direction,33,13,8,12-06-2014
30,Cool Kids,Echosmith,24,13,20,12-06-2014
31,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",27,27,4,12-06-2014
32,Chandelier,Sia,25,8,29,12-06-2014
33,Rude,MAGIC!,28,1,31,12-06-2014
34,Riptide,Vance Joy,32,32,22,12-06-2014
35,Beg For It,Iggy Azalea Featuring M0,49,35,5,12-06-2014
36,L.A.LOVE (la la),Fergie,41,36,7,12-06-2014
37,New Flame,Chris Brown Featuring Usher & Rick Ross,30,27,19,12-06-2014
38,Something In The Water,Carrie Underwood,35,24,8,12-06-2014
39,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",39,39,12,12-06-2014
40,Thinking Out Loud,Ed Sheeran,62,40,7,12-06-2014
41,Stolen Dance,Milky Chance,50,41,18,12-06-2014
42,Break Free,Ariana Grande Featuring Zedd,31,4,21,12-06-2014
43,All Of Me,John Legend,36,1,59,12-06-2014
44,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,43,43,12,12-06-2014
45,Shotgun Rider,Tim McGraw,54,45,8,12-06-2014
46,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,44,12,30,12-06-2014
47,Try Me,DeJ Loaf,46,46,5,12-06-2014
48,Fancy,Iggy Azalea Featuring Charli XCX,45,1,38,12-06-2014
49,Boom Clap,Charli XCX,47,8,25,12-06-2014
50,Happy,Pharrell Williams,37,1,47,12-06-2014
51,Somewhere In My Car,Keith Urban,52,49,13,12-06-2014
52,Ghost,Ella Henderson,94,52,4,12-06-2014
53,Heroes (We Could Be),Alesso Featuring Tove Lo,61,53,8,12-06-2014
54,Anaconda,Nicki Minaj,34,2,16,12-06-2014
55,Night Changes,One Direction,,55,1,12-06-2014
56,Girl In A Country Song,Maddie & Tae,56,56,16,12-06-2014
57,About The Money,T.I. Featuring Young Thug,51,42,16,12-06-2014
58,Day Drinking,Little Big Town,55,40,18,12-06-2014
59,0 To 100 / The Catch Up,Drake,53,35,18,12-06-2014
60,No Flex Zone,Rae Sremmurd,58,36,17,12-06-2014
61,Perfect Storm,Brad Paisley,68,61,7,12-06-2014
62,i,Kendrick Lamar,59,39,9,12-06-2014
63,Do They Know It's Christmas? (2014),Band Aid 30,,63,1,12-06-2014
64,Neon Light,Blake Shelton,57,43,14,12-06-2014
65,Yellow Flicker Beat,Lorde,82,65,3,12-06-2014
66,Dangerous,David Guetta Featuring Sam Martin,71,66,5,12-06-2014
67,Sunshine & Whiskey,Frankie Ballard,60,57,20,12-06-2014
68,Fireball,Pitbull Featuring John Ryan,64,23,16,12-06-2014
69,Burnin' It Down,Jason Aldean,63,12,18,12-06-2014
70,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,,70,1,12-06-2014
71,Talladega,Eric Church,70,69,5,12-06-2014
72,I Bet My Life,Imagine Dragons,,53,3,12-06-2014
73,Sun Daze,Florida Georgia Line,75,73,5,12-06-2014
74,Try,Colbie Caillat,66,55,14,12-06-2014
75,No Love,August Alsina,69,69,10,12-06-2014
76,Look At You,Big & Rich,73,73,12,12-06-2014
77,CoCo,O.T. Genasis,,77,1,12-06-2014
78,Baby It's Cold Outside,Idina Menzel Duet With Michael Buble,,78,1,12-06-2014
79,Dirt,Florida Georgia Line,67,11,20,12-06-2014
80,Close Your Eyes,Parmalee,77,77,9,12-06-2014
81,In Your Arms,Nico & Vinz,74,72,6,12-06-2014
82,Drinking Class,Lee Brice,80,80,6,12-06-2014
83,Baby Don't Lie,Gwen Stefani,76,46,5,12-06-2014
84,Often,The Weeknd,86,84,6,12-06-2014
85,Good Girls,5 Seconds Of Summer,,34,2,12-06-2014
86,Til It's Gone,Kenny Chesney,83,83,4,12-06-2014
87,Feelin' It,Scotty McCreery,84,84,9,12-06-2014
88,God Made Girls,RaeLynn,85,85,5,12-06-2014
89,Body Language,Kid Ink Featuring Usher & Tinashe,78,78,7,12-06-2014
90,Burnin' Up,Jessie J Featuring 2 Chainz,,86,2,12-06-2014
91,This Is How We Do,Katy Perry,79,24,17,12-06-2014
92,Take Me To Church,Matt McAndrew,,92,1,12-06-2014
93,Roller Coaster,Luke Bryan,81,43,19,12-06-2014
94,Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,,18,8,12-06-2014
95,I Don't Mind,Usher Featuring Juicy J,,95,1,12-06-2014
96,Make Me Wanna,Thomas Rhett,99,96,2,12-06-2014
97,Mean To Me,Brett Eldredge,95,95,3,12-06-2014
98,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,,84,3,12-06-2014
99,Stockholm Syndrome,One Direction,,99,1,12-06-2014
100,You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,91,82,10,12-06-2014
1,Blank Space,Taylor Swift,13,1,3,11-29-2014
2,All About That Bass,Meghan Trainor,2,1,19,11-29-2014
3,Shake It Off,Taylor Swift,1,1,13,11-29-2014
4,Animals,Maroon 5,3,3,13,11-29-2014
5,Habits (Stay High),Tove Lo,4,3,25,11-29-2014
6,Take Me To Church,Hozier,8,6,14,11-29-2014
7,Hot Boy,Bobby Shmurda,6,6,16,11-29-2014
8,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",5,3,16,11-29-2014
9,I'm Not The Only One,Sam Smith,11,9,11,11-29-2014
10,Jealous,Nick Jonas,23,10,10,11-29-2014
11,Don't,Ed Sheeran,12,9,23,11-29-2014
12,Tuesday,I LOVE MAKONNEN Featuring Drake,26,12,8,11-29-2014
13,Love Me Harder,Ariana Grande & The Weeknd,7,7,6,11-29-2014
14,I Don't F**k With You,Big Sean Featuring E-40,15,14,8,11-29-2014
15,Don't Tell 'Em,Jeremih Featuring YG,10,6,21,11-29-2014
16,Black Widow,Iggy Azalea Featuring Rita Ora,9,3,20,11-29-2014
17,No Type,Rae Sremmurd,21,17,8,11-29-2014
