Position,Title,Artist,Last Week,Peak Position,Weeks on Chart,Chart Date
21,Emotion,Destiny's Child,14,10,13,12-22-2001
22,#1,Nelly,22,22,10,12-22-2001
23,We Thuggin',Fat Joe Featuring R. Kelly,25,23,9,12-22-2001
24,Caramel,City High Featuring Eve,24,19,11,12-22-2001
25,Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,26,24,10,12-22-2001
26,Butterflies,Michael Jackson,30,26,6,12-22-2001
27,It's Been Awhile,Staind,21,5,37,12-22-2001
28,I Wanna Talk About Me,Toby Keith,28,28,11,12-22-2001
29,Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",29,29,5,12-22-2001
30,Where Were You (When The World Stopped Turning),Alan Jackson,33,30,5,12-22-2001
31,Dig In,Lenny Kravitz,31,31,11,12-22-2001
32,In The End,Linkin Park,40,32,8,12-22-2001
33,Hanging By A Moment,Lifehouse,32,2,46,12-22-2001
34,Run,George Strait,37,34,9,12-22-2001
35,7 Days,Craig David,50,35,3,12-22-2001
36,Hey Baby,No Doubt Featuring Bounty Killer,52,36,3,12-22-2001
37,"Girls, Girls, Girls",JAY-Z,27,17,11,12-22-2001
38,"Lights, Camera, Action!",Mr. Cheeks,38,38,11,12-22-2001
39,Drops Of Jupiter (Tell Me),Train,34,5,41,12-22-2001
40,Riding With Private Malone,David Ball,36,36,9,12-22-2001
41,Standing Still,Jewel,45,41,6,12-22-2001
42,Roll Out (My Business),Ludacris,47,42,7,12-22-2001
43,Good Morning Beautiful,Steve Holy,51,43,4,12-22-2001
44,Break Ya Neck,Busta Rhymes,57,44,7,12-22-2001
45,Raise Up,Petey Pablo,35,25,20,12-22-2001
46,Hit 'Em Up Style (Oops!),Blu Cantrell,41,2,34,12-22-2001
47,You Gets No Love,Faith Evans,43,38,12,12-22-2001
48,I'm Tryin',Trace Adkins,48,48,10,12-22-2001
49,Wrapped Up In You,Garth Brooks,53,49,9,12-22-2001
50,I'm A Slave 4 U,Britney Spears,42,27,10,12-22-2001
51,Everywhere,Michelle Branch,39,12,17,12-22-2001
52,Lifetime,Maxwell,44,22,16,12-22-2001
53,Alive,P.O.D.,55,53,8,12-22-2001
54,Bouncin' Back (Bumpin' Me Against The Wall),Mystikal,71,54,2,12-22-2001
55,Wrapped Around,Brad Paisley,61,55,6,12-22-2001
56,Smooth Criminal,Alien Ant Farm,54,23,18,12-22-2001
57,Bring On The Rain,Jo Dee Messina With Tim McGraw,69,57,3,12-22-2001
58,Goodbye,Jagged Edge,67,58,6,12-22-2001
59,Love Of A Woman,Travis Tritt,56,39,15,12-22-2001
60,Take Away,"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",68,60,2,12-22-2001
61,Drowning,Backstreet Boys,59,28,10,12-22-2001
62,Wish You Were Here,Incubus,60,60,14,12-22-2001
63,Brotha,Angie Stone,70,63,7,12-22-2001
64,No More Drama,Mary J. Blige,74,64,2,12-22-2001
65,With Me,Lonestar,63,63,9,12-22-2001
66,Dance With Me,112,58,39,15,12-22-2001
67,Young'n (Holla Back),Fabolous,81,67,4,12-22-2001
68,The Whole World,OutKast Featuring Killer Mike,,68,1,12-22-2001
69,God Bless The USA,Lee Greenwood,78,16,13,12-22-2001
70,Let's Stay Home Tonight,Joe,,70,1,12-22-2001
71,Fade,Staind,62,62,10,12-22-2001
72,Blurry,Puddle Of Mudd,,72,1,12-22-2001
73,Stuck In A Moment You Can't Get Out Of,U2,65,52,13,12-22-2001
74,From Her Mama (Mama Got A**),Juvenile,77,74,7,12-22-2001
75,The Long Goodbye,Brooks & Dunn,,75,1,12-22-2001
76,Love Of My Life,Brian McKnight,73,51,15,12-22-2001
77,Don't You Forget It,Glenn Lewis,82,77,4,12-22-2001
78,Can't Fight The Moonlight,LeAnn Rimes,85,71,23,12-22-2001
79,Angry All The Time,Tim McGraw,66,38,19,12-22-2001
80,Where I Come From,Alan Jackson,76,34,18,12-22-2001
81,Ugly,Bubba Sparxxx,64,15,17,12-22-2001
82,The Star Spangled Banner,Whitney Houston,90,6,24,12-22-2001
83,AM To PM,Christina Milian,80,27,18,12-22-2001
84,Control,Puddle Of Mudd,79,68,11,12-22-2001
85,Part II,Method Man & Redman,,85,1,12-22-2001
86,I'm A Survivor,Reba,72,49,15,12-22-2001
87,You Rock My World,Michael Jackson,83,10,16,12-22-2001
88,Fatty Girl,"Ludacris, LL Cool J & Keith Murray",87,87,8,12-22-2001
89,Who We Be,DMX,75,60,11,12-22-2001
90,What Am I Gonna Do,Tyrese,88,71,13,12-22-2001
91,Do U Wanna Roll (Dolittle Theme),"R.L., Snoop Dogg & Lil' Kim",84,84,12,12-22-2001
92,Feelin' On Yo Booty,R. Kelly,89,36,18,12-22-2001
93,Got Ur Self A...,Nas,99,93,2,12-22-2001
94,Crawling,Linkin Park,93,79,20,12-22-2001
95,Diddy,P. Diddy Featuring The Neptunes,86,66,9,12-22-2001
96,Round And Round,Jonell & Method Man,98,96,2,12-22-2001
97,Freedom,Paul McCartney,97,97,2,12-22-2001
98,What If,Babyface,92,80,14,12-22-2001
99,Every Other Time,LFO,94,44,18,12-22-2001
100,Fat Lip,Sum 41,96,66,12,12-22-2001
1,U Got It Bad,Usher,2,1,13,12-15-2001
2,Family Affair,Mary J. Blige,1,1,21,12-15-2001
3,How You Remind Me,Nickelback,3,3,15,12-15-2001
4,Hero,Enrique Iglesias,4,3,12,12-15-2001
5,Turn Off The Light,Nelly Furtado,5,5,18,12-15-2001
6,Get The Party Started,P!nk,9,6,8,12-15-2001
7,Differences,Ginuwine,8,4,21,12-15-2001
8,Livin' It Up,Ja Rule Featuring Case,6,6,16,12-15-2001
9,"Whenever, Wherever",Shakira,14,9,8,12-15-2001
10,I'm Real,Jennifer Lopez Featuring Ja Rule,7,1,24,12-15-2001
11,Gone,'N Sync,11,11,13,12-15-2001
12,Only Time,Enya,12,10,23,12-15-2001
13,Always On Time,Ja Rule Featuring Ashanti,20,13,5,12-15-2001
14,Emotion,Destiny's Child,13,10,12,12-15-2001
15,Superman (It's Not Easy),Five For Fighting,15,15,16,12-15-2001
16,I Do!!,Toya,16,16,29,12-15-2001
17,My Sacrifice,Creed,17,17,8,12-15-2001
18,Fallin',Alicia Keys,10,1,27,12-15-2001
19,Rock The Boat,Aaliyah,21,14,15,12-15-2001
20,A Woman's Worth,Alicia Keys,26,20,8,12-15-2001
21,It's Been Awhile,Staind,18,5,36,12-15-2001
22,#1,Nelly,23,22,9,12-15-2001
23,Wherever You Will Go,The Calling,27,23,6,12-15-2001
24,Caramel,City High Featuring Eve,19,19,10,12-15-2001
25,We Thuggin',Fat Joe Featuring R. Kelly,25,25,8,12-15-2001
26,Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,24,24,9,12-15-2001
27,"Girls, Girls, Girls",JAY-Z,22,17,10,12-15-2001
28,I Wanna Talk About Me,Toby Keith,28,28,10,12-15-2001
29,Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",33,29,4,12-15-2001
30,Butterflies,Michael Jackson,32,30,5,12-15-2001
31,Dig In,Lenny Kravitz,35,31,10,12-15-2001
32,Hanging By A Moment,Lifehouse,31,2,45,12-15-2001
33,Where Were You (When The World Stopped Turning),Alan Jackson,39,33,4,12-15-2001
34,Drops Of Jupiter (Tell Me),Train,34,5,40,12-15-2001
35,Raise Up,Petey Pablo,30,25,19,12-15-2001
36,Riding With Private Malone,David Ball,41,36,8,12-15-2001
37,Run,George Strait,42,37,8,12-15-2001
38,"Lights, Camera, Action!",Mr. Cheeks,48,38,10,12-15-2001
39,Everywhere,Michelle Branch,29,12,16,12-15-2001
40,In The End,Linkin Park,46,40,7,12-15-2001
41,Hit 'Em Up Style (Oops!),Blu Cantrell,43,2,33,12-15-2001
42,I'm A Slave 4 U,Britney Spears,36,27,9,12-15-2001
43,You Gets No Love,Faith Evans,38,38,11,12-15-2001
44,Lifetime,Maxwell,45,22,15,12-15-2001
45,Standing Still,Jewel,52,45,5,12-15-2001
46,Where The Party At,Jagged Edge With Nelly,37,3,29,12-15-2001
47,Roll Out (My Business),Ludacris,60,47,6,12-15-2001
48,I'm Tryin',Trace Adkins,53,48,9,12-15-2001
49,Be Like That,3 Doors Down,40,24,21,12-15-2001
50,7 Days,Craig David,61,50,2,12-15-2001
51,Good Morning Beautiful,Steve Holy,59,51,3,12-15-2001
52,Hey Baby,No Doubt Featuring Bounty Killer,62,52,2,12-15-2001
53,Wrapped Up In You,Garth Brooks,56,53,8,12-15-2001
54,Smooth Criminal,Alien Ant Farm,54,23,17,12-15-2001
55,Alive,P.O.D.,58,55,7,12-15-2001
56,Love Of A Woman,Travis Tritt,49,39,14,12-15-2001
57,Break Ya Neck,Busta Rhymes,70,57,6,12-15-2001
58,Dance With Me,112,57,39,14,12-15-2001
59,Drowning,Backstreet Boys,50,28,9,12-15-2001
60,Wish You Were Here,Incubus,63,60,13,12-15-2001
61,Wrapped Around,Brad Paisley,72,61,5,12-15-2001
62,Fade,Staind,68,62,9,12-15-2001
63,With Me,Lonestar,71,63,8,12-15-2001
64,Ugly,Bubba Sparxxx,51,15,16,12-15-2001
65,Stuck In A Moment You Can't Get Out Of,U2,67,52,12,12-15-2001
66,Angry All The Time,Tim McGraw,66,38,18,12-15-2001
67,Goodbye,Jagged Edge,73,67,5,12-15-2001
68,Take Away,"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",,68,1,12-15-2001
69,Bring On The Rain,Jo Dee Messina With Tim McGraw,75,69,2,12-15-2001
70,Brotha,Angie Stone,82,70,6,12-15-2001
71,Bouncin' Back (Bumpin' Me Against The Wall),Mystikal,,71,1,12-15-2001
72,I'm A Survivor,Reba,55,49,14,12-15-2001
73,Love Of My Life,Brian McKnight,69,51,14,12-15-2001
74,No More Drama,Mary J. Blige,,74,1,12-15-2001
75,Who We Be,DMX,64,60,10,12-15-2001
76,Where I Come From,Alan Jackson,77,34,17,12-15-2001
77,From Her Mama (Mama Got A**),Juvenile,81,77,6,12-15-2001
78,God Bless The USA,Lee Greenwood,74,16,12,12-15-2001
79,Control,Puddle Of Mudd,79,68,10,12-15-2001
80,AM To PM,Christina Milian,76,27,17,12-15-2001
81,Young'n (Holla Back),Fabolous,87,81,3,12-15-2001
82,Don't You Forget It,Glenn Lewis,91,82,3,12-15-2001
83,You Rock My World,Michael Jackson,83,10,15,12-15-2001
84,Do U Wanna Roll (Dolittle Theme),"R.L., Snoop Dogg & Lil' Kim",84,84,11,12-15-2001
85,Can't Fight The Moonlight,LeAnn Rimes,97,71,22,12-15-2001
86,Diddy,P. Diddy Featuring The Neptunes,80,66,8,12-15-2001
87,Fatty Girl,"Ludacris, LL Cool J & Keith Murray",90,87,7,12-15-2001
88,What Am I Gonna Do,Tyrese,86,71,12,12-15-2001
89,Feelin' On Yo Booty,R. Kelly,88,36,17,12-15-2001
90,The Star Spangled Banner,Whitney Houston,85,6,23,12-15-2001
91,I Would've Loved You Anyway,Trisha Yearwood,93,44,20,12-15-2001
92,What If,Babyface,89,80,13,12-15-2001
93,Crawling,Linkin Park,96,79,19,12-15-2001
94,Every Other Time,LFO,98,44,17,12-15-2001
95,So Complicated,Carolyn Dawn Johnson,92,59,15,12-15-2001
96,Fat Lip,Sum 41,,66,11,12-15-2001
97,Freedom,Paul McCartney,,97,1,12-15-2001
98,Round And Round,Jonell & Method Man,,98,1,12-15-2001
99,Got Ur Self A...,Nas,,99,1,12-15-2001
100,Angels In Waiting,Tammy Cochran,100,73,11,12-15-2001
1,Family Affair,Mary J. Blige,1,1,20,12-08-2001
2,U Got It Bad,Usher,2,2,12,12-08-2001
3,How You Remind Me,Nickelback,4,3,14,12-08-2001
4,Hero,Enrique Iglesias,3,3,11,12-08-2001
5,Turn Off The Light,Nelly Furtado,5,5,17,12-08-2001
6,Livin' It Up,Ja Rule Featuring Case,8,6,15,12-08-2001
7,I'm Real,Jennifer Lopez Featuring Ja Rule,6,1,23,12-08-2001
8,Differences,Ginuwine,7,4,20,12-08-2001
9,Get The Party Started,P!nk,13,9,7,12-08-2001
10,Fallin',Alicia Keys,9,1,26,12-08-2001
11,Gone,'N Sync,11,11,12,12-08-2001
12,Only Time,Enya,12,10,22,12-08-2001
13,Emotion,Destiny's Child,10,10,11,12-08-2001
14,"Whenever, Wherever",Shakira,21,14,7,12-08-2001
15,Superman (It's Not Easy),Five For Fighting,16,15,15,12-08-2001
16,I Do!!,Toya,18,16,28,12-08-2001
17,My Sacrifice,Creed,22,17,7,12-08-2001
18,It's Been Awhile,Staind,15,5,35,12-08-2001
19,Caramel,City High Featuring Eve,19,19,9,12-08-2001
20,Always On Time,Ja Rule Featuring Ashanti,31,20,4,12-08-2001
21,Rock The Boat,Aaliyah,14,14,14,12-08-2001
22,"Girls, Girls, Girls",JAY-Z,17,17,9,12-08-2001
23,#1,Nelly,23,23,8,12-08-2001
24,Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,24,24,8,12-08-2001
25,We Thuggin',Fat Joe Featuring R. Kelly,34,25,7,12-08-2001
26,A Woman's Worth,Alicia Keys,42,26,7,12-08-2001
27,Wherever You Will Go,The Calling,35,27,5,12-08-2001
28,I Wanna Talk About Me,Toby Keith,29,28,9,12-08-2001
29,Everywhere,Michelle Branch,20,12,15,12-08-2001
30,Raise Up,Petey Pablo,28,25,18,12-08-2001
31,Hanging By A Moment,Lifehouse,26,2,44,12-08-2001
32,Butterflies,Michael Jackson,33,32,4,12-08-2001
33,Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",55,33,3,12-08-2001
34,Drops Of Jupiter (Tell Me),Train,25,5,39,12-08-2001
35,Dig In,Lenny Kravitz,37,35,9,12-08-2001
36,I'm A Slave 4 U,Britney Spears,27,27,8,12-08-2001
37,Where The Party At,Jagged Edge With Nelly,30,3,28,12-08-2001
38,You Gets No Love,Faith Evans,45,38,10,12-08-2001
39,Where Were You (When The World Stopped Turning),Alan Jackson,56,39,3,12-08-2001
40,Be Like That,3 Doors Down,38,24,20,12-08-2001
41,Riding With Private Malone,David Ball,47,41,7,12-08-2001
42,Run,George Strait,48,42,7,12-08-2001
43,Hit 'Em Up Style (Oops!),Blu Cantrell,40,2,32,12-08-2001
44,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,44,2,33,12-08-2001
45,Lifetime,Maxwell,36,22,14,12-08-2001
46,In The End,Linkin Park,62,46,6,12-08-2001
47,Fill Me In,Craig David,32,15,27,12-08-2001
48,"Lights, Camera, Action!",Mr. Cheeks,58,48,9,12-08-2001
49,Love Of A Woman,Travis Tritt,43,39,13,12-08-2001
50,Drowning,Backstreet Boys,39,28,8,12-08-2001
51,Ugly,Bubba Sparxxx,52,15,15,12-08-2001
52,Standing Still,Jewel,61,52,4,12-08-2001
53,I'm Tryin',Trace Adkins,63,53,8,12-08-2001
54,Smooth Criminal,Alien Ant Farm,41,23,16,12-08-2001
55,I'm A Survivor,Reba,49,49,13,12-08-2001
56,Wrapped Up In You,Garth Brooks,57,56,7,12-08-2001
57,Dance With Me,112,50,39,13,12-08-2001
58,Alive,P.O.D.,64,58,6,12-08-2001
59,Good Morning Beautiful,Steve Holy,70,59,2,12-08-2001
60,Roll Out (My Business),Ludacris,71,60,5,12-08-2001
61,7 Days,Craig David,,61,1,12-08-2001
62,Hey Baby,No Doubt Featuring Bounty Killer,,62,1,12-08-2001
63,Wish You Were Here,Incubus,66,63,12,12-08-2001
64,Who We Be,DMX,65,60,9,12-08-2001
65,Izzo (H.O.V.A.),JAY-Z,51,8,20,12-08-2001
66,Angry All The Time,Tim McGraw,60,38,17,12-08-2001
67,Stuck In A Moment You Can't Get Out Of,U2,54,52,11,12-08-2001
68,Fade,Staind,72,68,8,12-08-2001
69,Love Of My Life,Brian McKnight,67,51,13,12-08-2001
70,Break Ya Neck,Busta Rhymes,79,70,5,12-08-2001
71,With Me,Lonestar,73,70,7,12-08-2001
72,Wrapped Around,Brad Paisley,77,72,4,12-08-2001
73,Goodbye,Jagged Edge,74,73,4,12-08-2001
74,God Bless The USA,Lee Greenwood,75,16,11,12-08-2001
75,Bring On The Rain,Jo Dee Messina With Tim McGraw,,75,1,12-08-2001
76,AM To PM,Christina Milian,76,27,16,12-08-2001
77,Where I Come From,Alan Jackson,69,34,16,12-08-2001
78,On A Night Like This,Trick Pony,68,47,20,12-08-2001
79,Control,Puddle Of Mudd,81,68,9,12-08-2001
80,Diddy,P. Diddy Featuring The Neptunes,78,66,7,12-08-2001
81,From Her Mama (Mama Got A**),Juvenile,84,81,5,12-08-2001
82,Brotha,Angie Stone,82,82,5,12-08-2001
83,You Rock My World,Michael Jackson,80,10,14,12-08-2001
84,Do U Wanna Roll (Dolittle Theme),"R.L., Snoop Dogg & Lil' Kim",87,84,10,12-08-2001
85,The Star Spangled Banner,Whitney Houston,85,6,22,12-08-2001
86,What Am I Gonna Do,Tyrese,86,71,11,12-08-2001
87,Young'n (Holla Back),Fabolous,99,87,2,12-08-2001
88,Feelin' On Yo Booty,R. Kelly,83,36,16,12-08-2001
89,What If,Babyface,89,80,12,12-08-2001
90,Fatty Girl,"Ludacris, LL Cool J & Keith Murray",90,90,6,12-08-2001
91,Don't You Forget It,Glenn Lewis,98,91,2,12-08-2001
92,So Complicated,Carolyn Dawn Johnson,91,59,14,12-08-2001
93,I Would've Loved You Anyway,Trisha Yearwood,94,44,19,12-08-2001
94,What's Going On,All Star Tribute,95,27,10,12-08-2001
95,Take You Out,Luther Vandross,,26,17,12-08-2001
96,Crawling,Linkin Park,96,79,18,12-08-2001
97,Can't Fight The Moonlight,LeAnn Rimes,,71,21,12-08-2001
98,Every Other Time,LFO,93,44,16,12-08-2001
99,Bad Day,Fuel,97,64,20,12-08-2001
100,Angels In Waiting,Tammy Cochran,100,73,10,12-08-2001
1,Family Affair,Mary J. Blige,1,1,19,12-01-2001
2,U Got It Bad,Usher,2,2,11,12-01-2001
3,Hero,Enrique Iglesias,3,3,10,12-01-2001
4,How You Remind Me,Nickelback,5,4,13,12-01-2001
5,Turn Off The Light,Nelly Furtado,6,5,16,12-01-2001
6,I'm Real,Jennifer Lopez Featuring Ja Rule,4,1,22,12-01-2001
7,Differences,Ginuwine,9,4,19,12-01-2001
8,Livin' It Up,Ja Rule Featuring Case,8,8,14,12-01-2001
9,Fallin',Alicia Keys,7,1,25,12-01-2001
10,Emotion,Destiny's Child,12,10,10,12-01-2001
11,Gone,'N Sync,11,11,11,12-01-2001
12,Only Time,Enya,10,10,21,12-01-2001
13,Get The Party Started,P!nk,15,13,6,12-01-2001
14,Rock The Boat,Aaliyah,14,14,13,12-01-2001
15,It's Been Awhile,Staind,13,5,34,12-01-2001
16,Superman (It's Not Easy),Five For Fighting,16,16,14,12-01-2001
17,"Girls, Girls, Girls",JAY-Z,19,17,8,12-01-2001
18,I Do!!,Toya,18,18,27,12-01-2001
19,Caramel,City High Featuring Eve,20,19,8,12-01-2001
20,Everywhere,Michelle Branch,17,12,14,12-01-2001
21,"Whenever, Wherever",Shakira,37,21,6,12-01-2001
22,My Sacrifice,Creed,31,22,6,12-01-2001
23,#1,Nelly,30,23,7,12-01-2001
24,Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,27,24,7,12-01-2001
25,Drops Of Jupiter (Tell Me),Train,22,5,38,12-01-2001
26,Hanging By A Moment,Lifehouse,21,2,43,12-01-2001
27,I'm A Slave 4 U,Britney Spears,40,27,7,12-01-2001
28,Raise Up,Petey Pablo,25,25,17,12-01-2001
29,I Wanna Talk About Me,Toby Keith,35,29,8,12-01-2001
30,Where The Party At,Jagged Edge With Nelly,24,3,27,12-01-2001
31,Always On Time,Ja Rule Featuring Ashanti,56,31,3,12-01-2001
32,Fill Me In,Craig David,23,15,26,12-01-2001
33,Butterflies,Michael Jackson,49,33,3,12-01-2001
34,We Thuggin',Fat Joe Featuring R. Kelly,48,34,6,12-01-2001
35,Wherever You Will Go,The Calling,46,35,4,12-01-2001
36,Lifetime,Maxwell,26,22,13,12-01-2001
37,Dig In,Lenny Kravitz,39,37,8,12-01-2001
38,Be Like That,3 Doors Down,29,24,19,12-01-2001
